variable,srcmean_gamma,srcmed_gamma,tgtmean_gamma,tgtmed_gamma,numSrc,numTgt
30.61224#31.69388#32.97959#35.02041#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.06814701756912443,0.02825495,0.11123751470588236,0.05286655,201,340
36.02041#37.10204#4.40816#6.44898#Bombing_Explosion-Facility_Infrastructure_Attack,0.08189931101083033,0.0194511,0.11595982854640981,0.031863499999999996,190,571
34.93878#36.02041#35.02041#37.06122#Bombing_Explosion-Facility_Infrastructure_Attack,0.08417350142309798,0.0418564,0.29223770434782603,0.23503349999999995,176,138
32.77551#33.85714#73.79592#75.83673#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.07293010129449838,0.019136849999999997,0.13972633573200993,0.026868400000000004,172,403
32.77551#33.85714#35.02041#37.06122#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.06822731180857676,0.0250262,0.24031638892857146,0.316773,212,560
31.69388#32.77551#32.97959#35.02041#Bombing_Explosion-Facility_Infrastructure_Attack,0.06355814344537815,0.021255049999999998,0.1499111146484375,0.06679465000000001,184,512
33.85714#34.93878#69.71429#71.7551#Bombing_Explosion-Facility_Infrastructure_Attack,0.08502599519807924,0.019564199999999997,0.04994481586042823,0.0270911,205,1261
1.40816#2.4898#45.22449#47.26531#Bombing_Explosion-Facility_Infrastructure_Attack,0.11355403509933774,0.0192516,0.0516285005457026,0.020008099999999997,176,733
32.77551#33.85714#69.71429#71.7551#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.1323048632387707,0.0197701,0.04333611281373845,0.0206763,186,757
33.85714#34.93878#43.18367#45.22449#Bombing_Explosion-Facility_Infrastructure_Attack,0.13277907588005214,0.0191521,0.05125908359374999,0.020045900000000002,172,896
42.5102#43.59184#-3.7551#-1.71429#Bombing_Explosion-Facility_Infrastructure_Attack,0.06479277899934167,0.0209,0.10559137043010752,0.0278666,175,558
-4.0#-2.91837#28.89796#30.93878#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.06137558546612623,0.0227741,0.10049730802919708,0.031192900000000003,207,137
42.5102#43.59184#45.22449#47.26531#Bombing_Explosion-Facility_Infrastructure_Attack,0.09820021492842536,0.018568599999999998,0.03501049287709498,0.016954300000000002,192,716
