variable,srcmean_gamma,srcmed_gamma,tgtmean_gamma,tgtmed_gamma,numSrc,numTgt
14.38776#15.46939#43.18367#45.22449#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.1060235468211359,0.0307905,0.03218917064777328,0.01850615,209,988
34.93878#36.02041#43.18367#45.22449#Bombing_Explosion-Facility_Infrastructure_Attack,0.09447114150417828,0.0189368,0.07732047335398914,0.0217495,184,1291
33.85714#34.93878#67.67347#69.71429#Bombing_Explosion-Facility_Infrastructure_Attack,0.08629334377442768,0.020267,0.06550653660654641,0.0227553,206,1497
31.69388#32.77551#65.63265#67.67347#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.09480594180660105,0.0219982,0.048172142876901795,0.016013,209,723
31.69388#32.77551#18.69388#20.73469#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.0848089953448276,0.0430317,0.10269757904761903,0.0330929,212,315
36.02041#37.10204#67.67347#69.71429#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.0913836654083205,0.018322150000000002,0.060892695099818504,0.0138542,209,551
30.61224#31.69388#32.97959#35.02041#Bombing_Explosion-Facility_Infrastructure_Attack,0.10513967271171942,0.0210358,0.0804917017003188,0.022280900000000003,209,941
33.85714#34.93878#35.02041#37.06122#Bombing_Explosion-Facility_Infrastructure_Attack,0.07136375494949494,0.0190024,0.08728728517520215,0.027668900000000003,195,371
31.69388#32.77551#63.59184#65.63265#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.10776051409845615,0.0281735,0.05031448738670695,0.021467599999999996,212,1324
32.77551#33.85714#69.71429#71.7551#Bombing_Explosion-Facility_Infrastructure_Attack,0.07885358032104639,0.0197221,0.062233483666061705,0.0253896,205,1653
36.02041#37.10204#67.67347#69.71429#Bombing_Explosion-Facility_Infrastructure_Attack,0.09437500753588517,0.02154855,0.03634988435374149,0.0198872,213,882
42.5102#43.59184#8.4898#10.53061#Bombing_Explosion-Facility_Infrastructure_Attack,0.06943662719609582,0.035132250000000004,0.41350180056022406,0.496191,216,357
40.34694#41.42857#28.89796#30.93878#Bombing_Explosion-Facility_Infrastructure_Attack,0.09175887663601946,0.021977700000000003,0.09854201590574373,0.027274299999999998,198,679
33.85714#34.93878#61.55102#63.59184#Bombing_Explosion-Facility_Infrastructure_Attack,0.08780161223140497,0.019163350000000003,0.09363558958611483,0.0190464,209,749
37.10204#38.18367#22.77551#24.81633#Bombing_Explosion-Facility_Infrastructure_Attack,0.08063689103282626,0.0206178,0.04804025419847329,0.0192308,211,917
42.5102#43.59184#43.18367#45.22449#Bombing_Explosion-Facility_Infrastructure_Attack,0.09911503326693227,0.019159350000000002,0.06659002907117008,0.019475299999999997,196,829
42.5102#43.59184#45.22449#47.26531#Bombing_Explosion-Facility_Infrastructure_Attack,0.09235964910790144,0.020375599999999997,0.10668284827586207,0.03784,210,783
11.14286#12.22449#12.57143#14.61224#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.09641614769180754,0.0310279,0.057968337453874544,0.0272455,207,2168
31.69388#32.77551#32.97959#35.02041#Bombing_Explosion-Facility_Infrastructure_Attack,0.08789305263157896,0.021343599999999997,0.0897186188191882,0.0274216,224,271
13.30612#14.38776#43.18367#45.22449#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.08627829781056641,0.022215000000000002,0.10691296645569623,0.028215999999999998,198,632
32.77551#33.85714#73.79592#75.83673#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.0636900074460682,0.0203993,0.27684553718274113,0.1452325,211,788
33.85714#34.93878#61.55102#63.59184#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.09098383773195877,0.020961900000000002,0.1551956331521739,0.03600615,205,368
32.77551#33.85714#67.67347#69.71429#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.0970500945842868,0.0200078,0.07201364953810624,0.0193447,213,866
36.02041#37.10204#2.36735#4.40816#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.08141134948453607,0.0190424,0.1409711646694215,0.03019155,203,484
32.77551#33.85714#43.18367#45.22449#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.09331877592592593,0.0216215,0.048345840302613484,0.024390600000000002,206,1454
7.89796#8.97959#79.91837#81.95918#Bombing_Explosion-Facility_Infrastructure_Attack,0.0926809329880478,0.0530279,0.4182574450592886,0.49692600000000003,164,253
33.85714#34.93878#73.79592#75.83673#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.11953081420595534,0.02243245,0.03735273420026008,0.017086,213,769
