variable,srcmean_gamma,srcmed_gamma,tgtmean_gamma,tgtmed_gamma,numSrc,numTgt
11.14286#12.22449#12.57143#14.61224#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.08530571477627472,0.018931200000000002,0.07802258860257681,0.0195187,207,1009
42.5102#43.59184#45.22449#47.26531#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.050383812017479976,0.0174983,0.05015997414829659,0.016643400000000003,214,499
33.85714#34.93878#69.71429#71.7551#Bombing_Explosion-Facility_Infrastructure_Attack,0.06648510485611511,0.021081250000000003,0.029788950936329585,0.018599099999999997,220,1335
32.77551#33.85714#73.79592#75.83673#Bombing_Explosion-Facility_Infrastructure_Attack,0.07152562930856553,0.01908485,0.05464760402684563,0.0176129,219,447
31.69388#32.77551#18.69388#20.73469#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.10038811161228407,0.0539794,0.07349018606041535,0.037968150000000006,223,3178
30.61224#31.69388#32.97959#35.02041#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.09667207893010346,0.0323255,0.048219952634695085,0.021699,219,1689
34.93878#36.02041#63.59184#65.63265#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.07969336488870223,0.0212193,0.07244015375275938,0.0287743,220,906
29.53061#30.61224#30.93878#32.97959#Bombing_Explosion-Facility_Infrastructure_Attack,0.13470068662396384,0.04359475,0.04494977371651786,0.0241413,219,1792
32.77551#33.85714#67.67347#69.71429#Bombing_Explosion-Facility_Infrastructure_Attack,0.06595051155088852,0.021415049999999998,0.0761636557701366,0.0252217,217,2123
30.61224#31.69388#65.63265#67.67347#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.05455650349378882,0.0185576,0.06176398396624472,0.01793805,222,474
32.77551#33.85714#35.02041#37.06122#Bombing_Explosion-Facility_Infrastructure_Attack,0.06773127042088854,0.024230250000000002,0.06891419844322345,0.027137449999999997,222,2184
36.02041#37.10204#37.06122#39.10204#Bombing_Explosion-Facility_Infrastructure_Attack,0.1014917252326784,0.027528449999999996,0.04478896078431373,0.0224417,223,1275
37.10204#38.18367#39.10204#41.14286#Bombing_Explosion-Facility_Infrastructure_Attack,0.040350808960967564,0.0200503,0.30258223841400617,0.482846,215,971
36.02041#37.10204#65.63265#67.67347#Bombing_Explosion-Facility_Infrastructure_Attack,0.060915250628758875,0.0192639,0.0648580458265139,0.020756900000000002,217,611
32.77551#33.85714#71.7551#73.79592#Bombing_Explosion-Facility_Infrastructure_Attack,0.05978674730064388,0.0201764,0.07742936476683937,0.016913099999999997,213,579
36.02041#37.10204#41.14286#43.18367#Bombing_Explosion-Facility_Infrastructure_Attack,0.05369586447750363,0.0240147,0.06295740873582528,0.0305589,222,2381
40.34694#41.42857#28.89796#30.93878#Bombing_Explosion-Facility_Infrastructure_Attack,0.0406333936189608,0.02029955,0.0920335377938517,0.0249991,205,553
41.42857#42.5102#8.4898#10.53061#Bombing_Explosion-Facility_Infrastructure_Attack,0.04308973123302552,0.0208676,0.128873751369863,0.0292069,226,146
1.40816#2.4898#43.18367#45.22449#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.1041074100929978,0.02751285,0.04299744514388489,0.020386,219,1112
30.61224#31.69388#32.97959#35.02041#Bombing_Explosion-Facility_Infrastructure_Attack,0.06486209077011826,0.027849799999999997,0.08007888957120168,0.025676499999999998,223,1889
6.81633#7.89796#79.91837#81.95918#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.10092364351851853,0.05452855,0.4814104786764705,0.49879850000000003,229,272
32.77551#33.85714#35.02041#37.06122#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.06774678644264195,0.018934100000000002,0.0342492744047619,0.01550145,214,672
32.77551#33.85714#69.71429#71.7551#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.09414028425720619,0.018364,0.07101604456404736,0.0199544,193,929
31.69388#32.77551#65.63265#67.67347#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.04855142662384012,0.0175396,0.05762056823770492,0.020741799999999998,213,488
33.85714#34.93878#71.7551#73.79592#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.07150370971679688,0.0205641,0.057973981512605036,0.02074885,217,1428
31.69388#32.77551#63.59184#65.63265#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.0632600594100295,0.018674700000000002,0.05927045871833085,0.022268200000000002,219,671
-4.0#-2.91837#28.89796#30.93878#Bombing_Explosion-Facility_Infrastructure_Attack,0.07701648798611112,0.0361095,0.3261222413098237,0.33431700000000003,208,397
