variable,srcmean_gamma,srcmed_gamma,tgtmean_gamma,tgtmed_gamma,numSrc,numTgt
7.89796#8.97959#79.91837#81.95918#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.1745409108208955,0.0922528,0.48712652500000003,0.4983535,103,80
42.5102#43.59184#43.18367#45.22449#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.04004749123408423,0.0207243,0.05728969475218658,0.0211768,215,343
33.85714#34.93878#69.71429#71.7551#Bombing_Explosion-Facility_Infrastructure_Attack,0.07140749598901097,0.021139650000000003,0.033601797851851856,0.01898895,224,1350
32.77551#33.85714#73.79592#75.83673#Bombing_Explosion-Facility_Infrastructure_Attack,0.057601343291139244,0.017913,0.047574740909090904,0.01696975,219,528
30.61224#31.69388#65.63265#67.67347#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.06268501888586957,0.018612,0.04892101585820896,0.017816699999999998,222,536
29.53061#30.61224#65.63265#67.67347#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.07356569136807817,0.01798395,0.07161211944444444,0.018543200000000003,220,900
34.93878#36.02041#43.18367#45.22449#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.059600447455012855,0.0210884,0.06686258700486448,0.0203676,222,1439
29.53061#30.61224#30.93878#32.97959#Bombing_Explosion-Facility_Infrastructure_Attack,0.08618377042948346,0.02918105,0.054582860037878794,0.02435035,222,1584
32.77551#33.85714#67.67347#69.71429#Bombing_Explosion-Facility_Infrastructure_Attack,0.07097646504360465,0.019008950000000004,0.05388583974591651,0.020348500000000002,218,1102
30.61224#31.69388#63.59184#65.63265#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.07386690960451978,0.018028400000000003,0.054181948730158726,0.020029199999999997,221,630
32.77551#33.85714#35.02041#37.06122#Bombing_Explosion-Facility_Infrastructure_Attack,0.06719102126789366,0.018311900000000002,0.0813153502209131,0.021176100000000003,219,1358
36.02041#37.10204#37.06122#39.10204#Bombing_Explosion-Facility_Infrastructure_Attack,0.07279677612903226,0.021021900000000003,0.040641554521963816,0.0204203,223,1161
37.10204#38.18367#39.10204#41.14286#Bombing_Explosion-Facility_Infrastructure_Attack,0.1376617547742605,0.033459749999999996,0.042993279497487435,0.0196673,218,995
36.02041#37.10204#65.63265#67.67347#Bombing_Explosion-Facility_Infrastructure_Attack,0.06319134839590443,0.018514700000000002,0.05879921455301455,0.0190799,221,481
32.77551#33.85714#71.7551#73.79592#Bombing_Explosion-Facility_Infrastructure_Attack,0.047072377034559645,0.018428700000000003,0.0505450407480315,0.0166189,217,508
36.02041#37.10204#41.14286#43.18367#Bombing_Explosion-Facility_Infrastructure_Attack,0.05874276855062413,0.0257371,0.06814492386569873,0.029077850000000002,222,2204
40.34694#41.42857#28.89796#30.93878#Bombing_Explosion-Facility_Infrastructure_Attack,0.03845213635907723,0.01882475,0.058917345646437996,0.015335499999999998,212,379
41.42857#42.5102#8.4898#10.53061#Bombing_Explosion-Facility_Infrastructure_Attack,0.04000601803370786,0.02334575,0.39702603050615604,0.49337299999999995,226,731
1.40816#2.4898#43.18367#45.22449#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.07060016242952333,0.019917400000000002,0.043373024034869236,0.018666,223,803
30.61224#31.69388#32.97959#35.02041#Bombing_Explosion-Facility_Infrastructure_Attack,0.06335826544250452,0.027023850000000002,0.06834785105182145,0.027741500000000002,224,1949
6.81633#7.89796#79.91837#81.95918#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.05640257091033538,0.0332417,0.4885491574923547,0.49872799999999995,214,327
31.69388#32.77551#69.71429#71.7551#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.0593022306504065,0.01758175,0.051046028278688524,0.016648750000000004,219,488
32.77551#33.85714#67.67347#69.71429#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.07936000883233534,0.01894225,0.06004933076023392,0.0187563,224,855
31.69388#32.77551#63.59184#65.63265#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.07352602777334397,0.0184928,0.06729313894557823,0.0211756,216,588
33.85714#34.93878#69.71429#71.7551#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.1052953142156863,0.019963550000000004,0.03704864903846154,0.021735450000000003,203,1040
47.91837#49.0#37.06122#39.10204#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.09824038933207459,0.0400149,0.061414229664429526,0.02368555,221,1490
31.69388#32.77551#61.55102#63.59184#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.0578249734375,0.017623399999999997,0.04521624876033058,0.0174078,221,605
-4.0#-2.91837#28.89796#30.93878#Bombing_Explosion-Facility_Infrastructure_Attack,0.18683843606353936,0.037935199999999995,0.03936800425531915,0.0166432,213,611
33.85714#34.93878#43.18367#45.22449#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.058876538717339666,0.027504700000000003,0.0697570538726334,0.027059200000000002,222,2324
30.61224#31.69388#35.02041#37.06122#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.1345987351245872,0.033618,0.04841752610441767,0.020501,217,747
33.85714#34.93878#71.7551#73.79592#Bombing_Explosion-Facility_Infrastructure_Attack,0.05592853916849015,0.02165065,0.07246225381760339,0.026454799999999997,223,1886
31.69388#32.77551#65.63265#67.67347#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.05621459249506254,0.018337400000000004,0.05398127530364372,0.0164593,218,494
31.69388#32.77551#43.18367#45.22449#Bombing_Explosion-Facility_Infrastructure_Attack,0.05022547691373025,0.01774515,0.03775554940397351,0.0172962,224,755
36.02041#37.10204#4.40816#6.44898#Bombing_Explosion-Facility_Infrastructure_Attack,0.05536339593285991,0.029535400000000003,0.355147638317757,0.494595,223,107
34.93878#36.02041#69.71429#71.7551#Bombing_Explosion-Facility_Infrastructure_Attack,0.0708145658882402,0.018425200000000003,0.058303331107205626,0.017750400000000003,224,569
17.63265#18.71429#79.91837#81.95918#Bombing_Explosion-Facility_Infrastructure_Attack,0.08485669375,0.019988,0.038707228849557525,0.016802200000000003,224,565
32.77551#33.85714#43.18367#45.22449#Bombing_Explosion-Facility_Infrastructure_Attack,0.07642127858949144,0.0361538,0.049661727436140016,0.023156799999999998,220,1057
33.85714#34.93878#73.79592#75.83673#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.07076784119010819,0.0183305,0.05951750709592642,0.0185617,216,761
31.69388#32.77551#61.55102#63.59184#Bombing_Explosion-Facility_Infrastructure_Attack,0.05725342764838467,0.0175427,0.06557497291666667,0.01808025,212,576
31.69388#32.77551#65.63265#67.67347#Bombing_Explosion-Facility_Infrastructure_Attack,0.06549037400145243,0.017525,0.05126125207166854,0.0183597,219,893
33.85714#34.93878#61.55102#63.59184#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.07480247273781902,0.018519650000000002,0.04501485297619048,0.017556500000000003,221,672
1.40816#2.4898#43.18367#45.22449#Bombing_Explosion-Facility_Infrastructure_Attack,0.08107417308814946,0.0184162,0.04314885980707395,0.0176211,225,622
36.02041#37.10204#2.36735#4.40816#Bombing_Explosion-Facility_Infrastructure_Attack,0.042869647617056854,0.022585050000000002,0.05904733457943925,0.026735799999999997,214,428
18.71429#19.79592#79.91837#81.95918#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.06113298289174868,0.017913099999999998,0.04501259440298508,0.01709645,220,536
47.91837#49.0#37.06122#39.10204#Bombing_Explosion-Facility_Infrastructure_Attack,0.10717326919889503,0.0579372,0.06277429646464647,0.028802050000000003,224,2178
-4.0#-2.91837#28.89796#30.93878#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.1528604593225007,0.0299714,0.04831214149214659,0.0186992,214,764
42.5102#43.59184#43.18367#45.22449#Bombing_Explosion-Facility_Infrastructure_Attack,0.045160883808758545,0.021810299999999998,0.0719104230636833,0.021892500000000002,218,581
31.69388#32.77551#32.97959#35.02041#Bombing_Explosion-Facility_Infrastructure_Attack,0.04974933328816621,0.02198195,0.04236214608378871,0.017624,212,549
31.69388#32.77551#35.02041#37.06122#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.10088103571895425,0.0254312,0.04270714394265233,0.0232262,222,1395
11.14286#12.22449#12.57143#14.61224#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.06469987670411985,0.016948500000000002,0.07824038119815668,0.0192572,218,1085
33.85714#34.93878#43.18367#45.22449#Bombing_Explosion-Facility_Infrastructure_Attack,0.05815135046548956,0.025784500000000002,0.052856588612440185,0.030088200000000002,224,2090
34.93878#36.02041#43.18367#45.22449#Bombing_Explosion-Facility_Infrastructure_Attack,0.06210674192307693,0.0207747,0.06297407750939345,0.0252195,222,1863
32.77551#33.85714#69.71429#71.7551#Bombing_Explosion-Facility_Infrastructure_Attack,0.07896822595419847,0.0188686,0.042320722444444445,0.023022850000000004,216,1350
34.93878#36.02041#35.02041#37.06122#Bombing_Explosion-Facility_Infrastructure_Attack,0.07593298581119277,0.0189935,0.050032184756898815,0.0176704,221,761
42.5102#43.59184#45.22449#47.26531#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.047370221833534384,0.0182711,0.040759423550087874,0.0178712,217,569
42.5102#43.59184#45.22449#47.26531#Bombing_Explosion-Facility_Infrastructure_Attack,0.0468554468002226,0.0179856,0.0635817386100386,0.01779065,218,518
42.5102#43.59184#8.4898#10.53061#Bombing_Explosion-Facility_Infrastructure_Attack,0.05536071321559073,0.029835650000000002,0.49406252718676125,0.49807399999999996,219,423
7.89796#8.97959#79.91837#81.95918#Bombing_Explosion-Facility_Infrastructure_Attack,0.06361212731222843,0.0355541,0.5062643487455197,0.497594,222,279
18.71429#19.79592#79.91837#81.95918#Bombing_Explosion-Facility_Infrastructure_Attack,0.1046399348194131,0.0200007,0.03679559874529485,0.0186926,227,797
31.69388#32.77551#69.71429#71.7551#Bombing_Explosion-Facility_Infrastructure_Attack,0.05873074617625638,0.017996099999999998,0.06662505225885226,0.0191929,217,819
27.36735#28.44898#28.89796#30.93878#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.053925931437670604,0.02865215,0.43890524364207223,0.49647299999999994,224,637
31.69388#32.77551#67.67347#69.71429#Bombing_Explosion-Facility_Infrastructure_Attack,0.07458442066115702,0.018002300000000002,0.04999925904139434,0.019283599999999998,217,459
33.85714#34.93878#73.79592#75.83673#Bombing_Explosion-Facility_Infrastructure_Attack,0.05908822494080505,0.0173669,0.04453190532319392,0.0189169,216,526
31.69388#32.77551#18.69388#20.73469#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.06941113831015482,0.0310738,0.05185383367537313,0.025873150000000004,228,2144
27.36735#28.44898#67.67347#69.71429#Bombing_Explosion-Facility_Infrastructure_Attack,0.06040947475728155,0.0173992,0.049941817317487265,0.0175873,221,589
42.5102#43.59184#-3.7551#-1.71429#Bombing_Explosion-Facility_Infrastructure_Attack,0.054860523738532105,0.028526899999999997,0.48552414444444447,0.49888049999999995,202,216
29.53061#30.61224#67.67347#69.71429#Bombing_Explosion-Facility_Infrastructure_Attack,0.0632663707214765,0.01724695,0.0533214279338843,0.0190222,225,605
33.85714#34.93878#67.67347#69.71429#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.06883430424814566,0.0180049,0.044336264226682416,0.018131599999999998,221,847
6.81633#7.89796#79.91837#81.95918#Bombing_Explosion-Facility_Infrastructure_Attack,0.0592381802238806,0.03286360000000001,0.4776869146153846,0.4973805,218,260
14.38776#15.46939#43.18367#45.22449#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.060265942817059485,0.018040300000000002,0.05355268415245737,0.019265099999999997,222,997
11.14286#12.22449#12.57143#14.61224#Bombing_Explosion-Facility_Infrastructure_Attack,0.07900612770303936,0.019566099999999996,0.0543146809954751,0.0186714,224,1105
13.30612#14.38776#43.18367#45.22449#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.05608568957415566,0.01768135,0.05344376489945155,0.018006400000000002,216,547
32.77551#33.85714#43.18367#45.22449#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.07210183477443609,0.0199103,0.04554069876712329,0.02508205,219,1460
33.85714#34.93878#61.55102#63.59184#Bombing_Explosion-Facility_Infrastructure_Attack,0.05111785552614162,0.0178505,0.05434026012024048,0.016291,217,499
25.20408#26.28571#49.30612#51.34694#Bombing_Explosion-Facility_Infrastructure_Attack,0.06562424107018763,0.017753400000000003,0.050181612680577845,0.0164159,223,623
36.02041#37.10204#65.63265#67.67347#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.08123862274346792,0.0192386,0.04594519345930233,0.019225199999999998,224,688
12.22449#13.30612#43.18367#45.22449#Bombing_Explosion-Facility_Infrastructure_Attack,0.07911290942105263,0.02067825,0.04675036849953402,0.018946099999999997,219,1073
30.61224#31.69388#63.59184#65.63265#Bombing_Explosion-Facility_Infrastructure_Attack,0.06286374290865383,0.01767255,0.07225646351132686,0.0218448,223,1236
31.69388#32.77551#18.69388#20.73469#Bombing_Explosion-Facility_Infrastructure_Attack,0.06456022044623264,0.02568255,0.06088973717121588,0.026606099999999997,225,2015
17.63265#18.71429#79.91837#81.95918#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.061483124247635426,0.017563299999999997,0.08168770773930754,0.0200406,221,491
32.77551#33.85714#41.14286#43.18367#Bombing_Explosion-Facility_Infrastructure_Attack,0.06131072150747239,0.0181555,0.042388172484599584,0.0154934,217,487
31.69388#32.77551#63.59184#65.63265#Bombing_Explosion-Facility_Infrastructure_Attack,0.05429675838020248,0.01770745,0.07791391420168067,0.02224135,223,1190
29.53061#30.61224#47.26531#49.30612#Bombing_Explosion-Facility_Infrastructure_Attack,0.03767531562656016,0.019331,0.15146636928635954,0.034010900000000004,212,1107
13.30612#14.38776#43.18367#45.22449#Bombing_Explosion-Facility_Infrastructure_Attack,0.1317847231591812,0.0285008,0.04194038718381113,0.02041925,222,1186
33.85714#34.93878#67.67347#69.71429#Bombing_Explosion-Facility_Infrastructure_Attack,0.0799918023455825,0.0180977,0.051745890223248645,0.022394,206,1299
36.02041#37.10204#2.36735#4.40816#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.03864811948829614,0.020757499999999998,0.3244632802919708,0.48686,225,959
12.22449#13.30612#43.18367#45.22449#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.07423494028213166,0.01877365,0.06353325716080402,0.01801115,221,796
36.02041#37.10204#43.18367#45.22449#Bombing_Explosion-Facility_Infrastructure_Attack,0.07049527938221065,0.0243011,0.03956740038572806,0.0180802,224,1037
1.40816#2.4898#45.22449#47.26531#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.06358483967213113,0.020062049999999998,0.05649445023847378,0.02049625,219,1258
14.38776#15.46939#43.18367#45.22449#Bombing_Explosion-Facility_Infrastructure_Attack,0.07614487713226205,0.0186014,0.06283585984174085,0.0184115,220,1011
32.77551#33.85714#73.79592#75.83673#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.06838881122942884,0.019591400000000002,0.04289005093283582,0.0173414,225,536
1.40816#2.4898#45.22449#47.26531#Bombing_Explosion-Facility_Infrastructure_Attack,0.06548826747169811,0.018278400000000004,0.06559476597096188,0.0198349,212,1102
29.53061#30.61224#65.63265#67.67347#Bombing_Explosion-Facility_Infrastructure_Attack,0.05959977960602549,0.018714650000000003,0.06700724316654219,0.0223516,223,1339
37.10204#38.18367#22.77551#24.81633#Bombing_Explosion-Facility_Infrastructure_Attack,0.0526799559618442,0.0169782,0.04634258549019608,0.017509949999999996,220,510
32.77551#33.85714#69.71429#71.7551#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.07990625926622767,0.018255900000000002,0.07832829562575941,0.0189755,210,823
42.5102#43.59184#47.26531#49.30612#Bombing_Explosion-Facility_Infrastructure_Attack,0.041655333068288114,0.0197102,0.11017455765765767,0.026091299999999998,214,444
