,mn,U,L
s1,131.52922580645168,133.05925744591664,129.99919416698668
s2,121.83473896922507,122.55568015668092,121.1137977817692
s3,159.77691879866524,161.29794447592914,158.2558931214013
s4,142.13909862810544,143.2938841280492,140.98431312816163
s5,138.36627845754543,139.1462071041932,137.58634981089767
s6,131.75679162031895,133.164325077154,130.34925816348388
s7,123.74230478309237,124.58267037125256,122.90193919493217
s8,128.42781794586585,129.8102950448851,127.04534084684654
s9,112.06333110863923,113.5997820336009,110.52688018367753
s10,132.88384427141273,135.29371752773397,130.47397101509145
s11,144.05602410085285,146.54845066030913,141.56359754139658
s12,126.49987059695958,128.36206932077567,124.6376718731435
s13,120.50038375973301,121.83936238390778,119.16140513555825
s14,126.4975635891732,128.0534795802586,124.9416475980878
s15,128.5814100852799,129.87273670709735,127.29008346346245
s16,130.6802565813868,131.8705756394283,129.48993752334525
s17,134.82243641082687,135.52602636295802,134.11884645869566
s18,134.14794957360027,135.07218211599232,133.22371703120825
s19,139.33012940304042,140.52642697495114,138.1338318311297
s20,136.29730923248053,136.86518220075936,135.7294362642017
s21,138.77615572858733,139.60479313978084,137.94751831739381
s22,142.4083355580275,143.49813471781192,141.31853639824305
s23,151.5821820541342,152.93046811251475,150.23389599575364
s24,160.391028550241,161.7318086349946,159.0502484654874
s25,134.53820837968118,135.66545688894897,133.4109598704134
s26,144.08872154245455,145.19982803827753,142.97761504663163
s27,127.30923470522805,129.01281070736727,125.60565870308886
s28,118.16974786800151,119.66031549194275,116.67918024406029
s29,118.91692769744161,120.62922380729164,117.2046315875916
s30,122.63577419354839,124.22315958934863,121.04838879774817
