,mn,U,L
s1,25.6373512544803,25.060716837655626,26.213985671304968
s2,33.99539982696822,33.84827642877646,34.14252322515998
s3,53.33178173278955,53.98014800800889,52.683415457570206
s4,45.43316363861082,46.50834720880146,44.357980068420176
s5,31.382878877765457,32.634280798178814,30.131476957352092
s6,33.82759411692003,34.59912105542128,33.056067178418786
s7,42.970642689407995,43.43043617032866,42.51084920848732
s8,34.120357928562605,34.11275662275328,34.12795923437192
s9,43.66173983438387,45.9836131064207,41.33986656234704
s10,44.97978840687182,45.1983681222963,44.76120869144734
s11,42.88617031269312,43.81029255716047,41.96204806822574
s12,42.359218885181086,42.93287914087878,41.78555862948338
s13,52.352267457668994,52.38563017909146,52.318904736246516
s14,47.725316030156996,47.871122960119955,47.57950910019404
s15,35.17836460264491,34.364524454039895,35.992204751249915
s16,40.65641317513284,41.713288225265,39.599538125000656
s17,44.11946174762083,45.34427608974022,42.89464740550143
s18,36.73917698677544,37.19448306583061,36.28387090772026
s19,33.185558892596724,33.07439349709075,33.29672428810268
s20,39.343607465084695,39.386745840700264,39.30046908946911
s21,32.416656037572615,32.12820933055966,32.70510274458555
s22,35.66970461006055,35.91746696008101,35.42194226004007
s23,40.82775318254853,42.20581327866054,39.4496930864365
s24,58.897468421703145,61.01215249866518,56.782784344741096
s25,47.418850327524424,48.18130618181998,46.65639447322886
s26,33.366898900012345,33.22798284835036,33.505814951674324
s27,38.6999474725003,39.239094458889035,38.16080048611155
s28,39.96632937832159,40.683179041276354,39.2494797153668
s29,34.20771128414289,34.496475187519586,33.91894738076618
s30,33.6924265232975,33.71388449376325,33.67096855283174
