,mn,U,L
s1,87.16152688172048,88.76846655280198,85.55458721063894
s2,87.49157100482024,88.54646784662125,86.43667416301918
s3,144.45328179458664,145.7952246108011,143.11133897837215
s4,132.4933259176863,134.5699432111694,130.41670862420318
s5,99.81003670745277,102.96185788322434,96.65821553168117
s6,99.83341416388586,100.57515743347551,99.09167089429619
s7,105.28845828698552,106.51412631940288,104.06279025456813
s8,103.29850241008529,103.93907044924059,102.65793437092998
s9,78.6718798665184,80.54723012241438,76.79652961062241
s10,132.5735906562848,133.69641819730364,131.450763115266
s11,104.94863477938446,106.62509285973992,103.272176699029
s12,106.87367890248427,106.80055563463222,106.9468021703363
s13,114.80538969225069,115.15525491830758,114.45552446619378
s14,116.14376714868376,116.15011461320496,116.13741968416254
s15,118.50547793845008,119.24860725272748,117.7623486241727
s16,126.82885539488328,127.13959945309324,126.51811133667331
s17,163.9222328513163,166.45669832762735,161.38776737500524
s18,127.17894364108271,128.6951415297056,125.6627457524598
s19,130.07232109751578,130.25166005927534,129.89298213575626
s20,136.05736522061557,135.7701551419346,136.34457529929654
s21,98.57907601038191,102.23708629600753,94.92106572475632
s22,91.30412013348166,92.88049611989229,89.72774414707105
s23,82.37916425658142,85.73519258401458,79.02313592914822
s24,101.91587504634782,104.77106718916323,99.06068290353238
s25,94.21425250278088,95.16322341320716,93.26528159235457
s26,106.34596329254731,106.38204521226106,106.30988137283353
s27,109.31934074898038,109.87324344183787,108.76543805612286
s28,115.33605153874676,115.21084142497942,115.46126165251411
s29,104.16276232851317,105.01704382371881,103.30848083330753
s30,111.48113978494624,114.78115047212921,108.18112909776328
