,mn,U,L
s1,296.63817678121103,307.00353382699495,286.27281973542733
s2,303.6140519669844,314.55456454699606,292.67353938697295
s3,436.61191699642916,450.92370515422783,422.3001288386307
s4,417.15984998805044,431.3432483263133,402.97645164978775
s5,315.5915766999358,327.4670725428088,303.716080857063
s6,310.63220471002745,322.0483385816065,299.2160708384486
s7,325.51729521557434,336.923202617793,314.1113878133559
s8,312.62964275313055,323.9138436542585,301.34544185200275
s9,302.771056793426,314.0847206576302,291.45739292922195
s10,423.06627841590443,436.51335875173936,409.61919808006974
s11,347.8126126391923,361.2089547738367,334.41627050454815
s12,322.18760351010457,332.3132226231062,312.0619843971032
s13,328.8976088094418,338.9415645990456,318.8536530198382
s14,324.82640942009795,337.0978682065301,312.55495063366595
s15,322.1115315903852,332.7747741378574,311.4482890429132
s16,343.29365089899875,355.13620130675963,331.4511004912381
s17,423.9011501633378,435.8128058616405,411.9894944650352
s18,356.4025020041184,368.26649052227856,344.5385134859584
s19,344.28659611932557,354.46502909043295,334.10816314821835
s20,368.3423098086623,378.3400865167536,358.3445331005713
s21,339.7570683092632,351.3211385838662,328.1929980346606
s22,319.1984921300769,331.1441019094954,307.2528823506587
s23,310.3308572309,323.4983498007406,297.1633646610597
s24,359.47829597827246,372.44247104352,346.5141209130252
s25,349.99794024493514,363.11389225554825,336.8819882343223
s26,322.7172649548292,334.464034704456,310.9704952052026
s27,321.52098095570375,332.36259536864276,310.67936654276497
s28,326.1490944232043,337.9194296466799,314.378759199729
s29,353.89618368797437,365.6324506198097,342.15991675613935
s30,368.0401408658503,380.7535636883569,355.32671804334393
