,mn,U,L
s1,252.12291873376086,266.88394782249566,237.3618896450261
s2,272.0609223913227,287.7504221958425,256.37142258680296
s3,346.4604297477937,367.2149782978064,325.705881197781
s4,328.64247700892054,348.060876644193,309.22407737364813
s5,284.6514999845484,301.59577712937175,267.7072228397251
s6,279.3187213252722,296.47169454033394,262.16574811021053
s7,285.3245177481741,302.1591828846978,268.48985261165046
s8,276.9967415732481,293.16094042884896,260.8325427176473
s9,278.79682383668467,295.07833739022965,262.51531028313974
s10,339.4231111112858,359.0092650843534,319.83695713821817
s11,318.5928020617332,336.98489359540287,300.20071052806367
s12,285.8181091991025,302.1686163034189,269.4676020947861
s13,287.5698348741773,303.49679819378014,271.6428715545744
s14,288.14660669716045,304.8668728165321,271.42634057778884
s15,287.1573785100943,302.8669624198763,271.44779460031236
s16,289.4359575059239,305.28200608242076,273.5899089294271
s17,327.90284575989676,345.4574985891559,310.34819293063777
s18,313.927708004767,331.4655763807583,296.38983962877575
s19,292.6697072933153,308.6498716871203,276.6895428995104
s20,289.8066588162956,305.5429243606201,274.07039327197117
s21,292.4525263949938,309.08773534084656,275.81731744914117
s22,286.90937938478623,303.51073711676923,270.3080216528032
s23,283.4086358620536,299.83812821247307,266.9791435116342
s24,306.3162657532088,323.7897057875109,288.84282571890674
s25,300.4536289039751,318.34533766510236,282.5619201428479
s26,287.3160926873821,305.63361567812774,268.9985696966364
s27,287.5150291494101,304.86501632877867,270.1650419700416
s28,288.8358812584728,306.81054581702483,270.86121669992076
s29,293.24561322857517,310.53312066445983,275.95810579269056
s30,296.01916665409726,312.860015404224,279.17831790397065
