,mn,U,L
s1,156.43682349134957,158.4432145235949,154.4304324591043
s2,165.45873841320443,167.68626619646713,163.23121062994178
s3,206.99420923546256,210.01339358795573,203.97502488296942
s4,193.88035681569306,196.58527746052775,191.1754361708584
s5,171.480173264831,173.95187792696558,169.00846860269647
s6,168.12245482571848,170.8177572263876,165.42715242504943
s7,162.899999643313,165.37771985449243,160.42227943213362
s8,155.5107069689058,158.00714357529722,153.01427036251445
s9,154.3267067857633,156.71640289064334,151.9370106808833
s10,191.83926462015495,194.88165600079242,188.79687323951754
s11,194.0466875457617,197.06552306385422,191.02785202766924
s12,165.08754950758518,167.5718589459784,162.603240069192
s13,173.3444508666984,175.93858809507566,170.75031363832116
s14,182.869032057136,185.70541653428424,180.03264757998775
s15,178.68214700638495,181.38674843348866,175.97754557928127
s16,175.95341937194252,178.55150295242896,173.35533579145607
s17,189.19602487423788,191.9512598173684,186.4407899311074
s18,194.33011715001317,197.29677139309405,191.36346290693234
s19,179.77345187216787,182.26126501959322,177.28563872474257
s20,181.85951251343727,184.3614291254106,179.35759590146398
s21,191.1482189546865,194.10567250731742,188.1907654020556
s22,180.61812853918042,183.35016089723453,177.88609618112633
s23,172.4761923618545,174.90010811985303,170.05227660385597
s24,187.68852158186718,190.4492573015614,184.92778586217295
s25,175.0841918146155,177.69435740308379,172.4740262261473
s26,172.76304789259103,175.4016795179196,170.12441626726246
s27,174.34747191335936,176.83780464354282,171.85713918317595
s28,167.317315284722,169.8749605425269,164.75967002691715
s29,163.25657934366723,165.59802539451672,160.91513329281779
s30,163.9213810295967,166.18246029801546,161.66030176117795
