,mn,U,L
s1,113.35045431245271,117.19248119906672,109.50842742583865
s2,123.49383672879091,127.78345583058874,119.20421762699306
s3,157.58177392197837,163.29234291501135,151.8712049289453
s4,144.77165558813263,149.44028888846861,140.1030222877966
s5,132.66951293561527,137.51074547028927,127.82828040094122
s6,126.40480255288372,130.92828713940938,121.88131796635803
s7,132.06393840191114,137.0553842599127,127.07249254390949
s8,126.05330849195605,130.48024912089917,121.62636786301286
s9,122.92301419443538,127.12598764277,118.72004074610071
s10,148.47666885759122,153.93563126308675,143.0177064520956
s11,153.05609947153613,159.7295993622607,146.38259958081147
s12,130.9569265809956,136.1110494311327,125.80280373085846
s13,132.17964772262633,137.0305855709817,127.32870987427093
s14,132.10744510813,136.58324723072434,127.6316429855356
s15,136.53479898302766,141.36695725361943,131.70264071243577
s16,125.91917706796784,130.17624401197077,121.66211012396482
s17,147.87859241635704,153.04717131881523,142.7100135138988
s18,145.3073568158424,150.64826207634187,139.96645155534287
s19,129.91978732274112,134.07921269251733,125.76036195296484
s20,131.62815992102867,135.66002242575,127.59629741630725
s21,143.22522091292313,148.37832980935124,138.0721120164949
s22,135.1825987733978,139.7766923916543,130.58850515514126
s23,126.77404271574605,131.29455855056415,122.25352688092788
s24,137.826179538085,142.88521408722374,132.7671449889462
s25,135.61772843116856,140.8724585447912,130.36299831754582
s26,130.28388806927273,135.08688395484927,125.48089218369611
s27,131.0988348439547,135.74961717473468,126.44805251317464
s28,131.93043959614891,136.46390688259348,127.39697230970427
s29,130.05436406591184,134.53366502933176,125.57506310249181
s30,132.00817183469468,137.02736226037894,126.98898140901036
