,mn,U,L
s1,97.85880286738347,97.58070831709117,98.13689741767581
s2,98.04859040909653,97.81879874252135,98.27838207567173
s3,133.78671128414294,134.3263943831309,133.247028185155
s4,121.39983215918917,122.47090575280464,120.32875856557372
s5,93.21795303423555,93.69348889254918,92.74241717592194
s6,78.26940724261523,80.73124825563583,75.80756622959464
s7,87.22086145099489,88.50974428296584,85.93197861902397
s8,78.39231565937459,81.37581820524915,75.40881311350006
s9,94.26543653442091,95.41254957728233,93.11832349155952
s10,86.495224076134,88.10709869164769,84.88334946062031
s11,83.27001161784698,86.4869914457859,80.05303178990808
s12,75.84313249289332,76.45287851478807,75.23338647099857
s13,100.94458670127301,101.0011746922817,100.88799871026434
s14,94.60770757631937,95.76530865296226,93.4501064996765
s15,86.54082845136571,87.27481592626438,85.80684097646703
s16,92.54228265974535,93.96856165344644,91.11600366604426
s17,96.65707020145841,97.22608793396397,96.08805246895287
s18,81.93519107650471,81.90913080872119,81.96125134428826
s19,77.29664528488442,77.14274919353866,77.45054137623018
s20,95.35143282659743,96.52336465378411,94.17950099941073
s21,88.3628870349771,89.10475061266375,87.62102345729048
s22,100.51600791002343,101.10415728194002,99.92785853810686
s23,102.20412878506983,105.34941370943052,99.05884386070915
s24,124.38891632678283,127.41303086390323,121.36480178966244
s25,101.35203720182918,103.39415443078187,99.30991997287649
s26,87.75182474354219,89.65828182656995,85.84536766051443
s27,104.82494561858853,105.4497037470554,104.20018749012166
s28,101.54306649363487,102.54118298284726,100.54495000442247
s29,93.47452070201454,93.6782457644799,93.27079563954919
s30,93.03764157706092,91.9034600101333,94.17182314398852
