,mn,U,L
s1,49.754889133581614,50.1882433975904,49.321534869572815
s2,55.7320410775447,56.17258899341499,55.291493161674396
s3,72.357555440313,73.05200079517181,71.66311008545422
s4,64.69722661483297,65.2436592698544,64.15079395981152
s5,61.16307438608326,61.71057483852553,60.61557393364095
s6,57.440277336322794,57.7234196753435,57.15713499730206
s7,60.52968585956214,61.12596388392403,59.933407835200235
s8,56.98866755368733,57.71248519653359,56.26484991084105
s9,55.84364488352548,56.681263359837004,55.00602640721394
s10,67.19930987737766,68.18418702064918,66.21443273410614
s11,75.9394586968597,77.5371608545277,74.34175653919169
s12,59.440531764676685,61.08008853377582,57.800974995577526
s13,59.59820581383902,61.15382337204283,58.042588255635195
s14,55.47256995610522,56.5628622170234,54.382277695187014
s15,60.987757207487256,62.432748621174305,59.542765793800186
s16,52.77662572906202,53.77264008455824,51.78061137356578
s17,66.51908179864388,67.69021456609852,65.34794903118923
s18,66.38623235829633,67.01372338573495,65.75874133085767
s19,55.023476123405814,55.65363268433632,54.39331956247529
s20,56.752511473781055,57.010156912224204,56.49486603533789
s21,67.09049333199877,67.44689286411383,66.73409379988368
s22,63.23818395333999,63.57365545318181,62.902712453498154
s23,57.842547144460724,58.43513456088926,57.24995972803217
s24,62.05298686668173,63.01704728563522,61.08892644772822
s25,61.70237977021654,62.62097588036047,60.78378366007259
s26,58.80748947074277,59.2311010673966,58.38387787408893
s27,59.28036867276076,60.341153963251614,58.21958338226988
s28,59.265357648841814,59.72555680147319,58.80515849621041
s29,59.548862829123735,60.13699016714665,58.9607354911008
s30,61.07981561544526,61.98558924461375,60.17404198627676
