,mn,U,L
s1,97.85880286738347,97.64527263376279,98.07233310100419
s2,98.04859040909653,97.8721487341471,98.22503208404598
s3,133.78671128414294,134.20109789505238,133.3723246732335
s4,121.39983215918917,122.22223804391159,120.57742627446677
s5,93.21795303423555,93.58308526287495,92.85282080559617
s6,78.26940724261523,80.15969055127647,76.379123933954
s7,87.22086145099489,88.21050850424037,86.23121439774944
s8,78.39231565937459,80.68314802181675,76.10148329693246
s9,94.26543653442091,95.14622803419692,93.38464503464493
s10,86.495224076134,87.73287495011216,85.25757320215583
s11,83.27001161784698,85.74011559324208,80.7999076424519
s12,75.84313249289332,76.31131574340142,75.37494924238518
s13,100.94458670127301,100.98803684054221,100.90113656200383
s14,94.60770757631937,95.49655213683039,93.71886301580835
s15,86.54082845136571,87.10440841661497,85.97724848611645
s16,92.54228265974535,93.63742705007269,91.447138269418
s17,96.65707020145841,97.09398091843755,96.22015948447927
s18,81.93519107650471,81.9151811372154,81.95520101579403
s19,77.29664528488442,77.1784787537394,77.41481181602941
s20,95.35143282659743,96.25128101342318,94.45158463977168
s21,88.3628870349771,88.93251453357992,87.7932595363743
s22,100.51600791002343,100.96760853526827,100.06440728477861
s23,102.20412878506983,104.61918303189462,99.78907453824505
s24,124.38891632678283,126.71093192517625,122.0669007283894
s25,101.35203720182918,102.92004264645473,99.7840317572036
s26,87.75182474354219,89.2156658216891,86.28798366539527
s27,104.82494561858853,105.30465566320359,104.34523557397344
s28,101.54306649363487,102.30945349006514,100.77667949720458
s29,93.47452070201454,93.63094757243282,93.31809383159624
s30,93.03764157706092,92.16677929407211,93.9085038600497
