,mn,U,L
s1,32.89068383829361,32.8134961928089,32.96787148377831
s2,42.161503340529656,42.45616990359147,41.866836777467825
s3,64.45278079703468,65.76822958116867,63.1373320129007
s4,56.84290280735757,58.57187209831829,55.11393351639684
s5,39.2219997119149,40.43479722884319,38.009202194986585
s6,42.071842842928106,43.21466286625636,40.92902281959984
s7,53.13915996014642,54.03394573643689,52.24437418385595
s8,43.036828959954505,43.463092745852734,42.61056517405626
s9,53.92236637831289,56.828785860857494,51.01594689576827
s10,58.37528748226586,59.32447355807452,57.42610140645718
s11,56.05115491536977,57.624541436848105,54.47776839389142
s12,53.2974250487433,54.47982065895422,52.11502943853235
s13,63.30562919674037,64.08535140796667,62.52590698551405
s14,59.17177238953994,60.02553714083515,58.318007638244715
s15,46.25016720124813,46.27689278735078,46.22344161514547
s16,53.251017317695215,55.014586661417816,51.48744797397261
s17,57.10593884196972,59.09153668400899,55.120340999930434
s18,49.35204185320652,50.5754285148138,48.12865519159922
s19,44.546180110846855,45.475251122264204,43.61710909942948
s20,50.07880299761031,50.929761768407985,49.227844226812635
s21,43.164958718594036,43.81765120519663,42.512266231991426
s22,46.897438558197365,47.91122803278613,45.88364908360859
s23,49.238108704670104,50.902896407014445,47.57332100232575
s24,69.03964165767101,71.4569354813328,66.6223478340092
s25,57.29487384465427,58.31492443694503,56.27482325236349
s26,42.84208754266958,43.12391973711175,42.5602553482274
s27,47.31044643319441,48.24601810743005,46.37487475895876
s28,48.689894884099694,49.84707061083515,47.53271915736423
s29,43.58071578339267,44.33214774044822,42.8292838263371
s30,42.857071324344034,43.33453118376765,42.37961146492039
