,mn,U,L
s1,97.85880286738347,97.78461309784058,97.9329926369264
s2,98.04859040909653,97.98728683170471,98.10989398648837
s3,133.78671128414294,133.93068736960754,133.64273519867834
s4,121.39983215918917,121.6855720379114,121.11409228046696
s5,93.21795303423555,93.34481598678387,93.09109008168726
s6,78.26940724261523,78.92617458025387,77.6126399049766
s7,87.22086145099489,87.56470824760143,86.87701465438838
s8,78.39231565937459,79.18825130815473,77.59638001059447
s9,94.26543653442091,94.5714621368648,93.95941093197706
s10,86.495224076134,86.92523827861059,86.06520987365741
s11,83.27001161784698,84.12823408861502,82.41178914707896
s12,75.84313249289332,76.0057998907137,75.68046509507292
s13,100.94458670127301,100.95968318557097,100.92949021697508
s14,94.60770757631937,94.91653116530556,94.2988839873332
s15,86.54082845136571,86.73664085241018,86.34501605032125
s16,92.54228265974535,92.92278385883523,92.16178146065548
s17,96.65707020145841,96.80887214937883,96.50526825353802
s18,81.93519107650471,81.92823874587094,81.9421434071385
s19,77.29664528488442,77.2555890486565,77.33770152111234
s20,95.35143282659743,95.6640795580332,95.03878609516167
s21,88.3628870349771,88.56080061438024,88.16497345557397
s22,100.51600791002343,100.67291377643988,100.35910204360701
s23,102.20412878506983,103.04322456540731,101.36503300473237
s24,124.38891632678283,125.19568639956748,123.58214625399819
s25,101.35203720182918,101.89683107296534,100.80724333069303
s26,87.75182474354219,88.26042734465257,87.24322214243182
s27,104.82494561858853,104.99161793029799,104.65827330687907
s28,101.54306649363487,101.8093429533275,101.27679003394223
s29,93.47452070201454,93.5288702583742,93.42017114565489
s30,93.03764157706092,92.73506582006846,93.34021733405339
