,mn,U,L
s1,62.57608960573479,62.68003157798461,62.47214763348501
s2,66.16236695093315,66.19300664821361,66.1317272536527
s3,79.21197762946487,80.5462923316451,77.87766292728466
s4,74.20992164132984,75.3592462757573,73.06059700690241
s5,64.95119898652825,65.30783721737635,64.59456075568019
s6,65.59080966505994,67.08426399429081,64.09735533582909
s7,57.73708701025834,58.755948352942895,56.71822566757382
s8,52.4783643554567,52.65628021902275,52.30044849189067
s9,52.0963083673217,53.22465616984047,50.96796056480295
s10,64.38425237918675,66.68248314489915,62.08602161347437
s11,68.1621963910518,69.9760812598856,66.348311522218
s12,58.515140402916806,59.489346319622925,57.540934486210716
s13,64.22475108144855,65.96869844924139,62.48080371365572
s14,69.55936175998025,71.70755204688248,67.41117147307801
s15,65.26897243851194,66.38465064316436,64.15329423385954
s16,65.96524978371028,66.66112904070508,65.2693705267155
s17,66.00486046224202,66.50022358478695,65.5094973396971
s18,71.21447114077371,72.34811482948838,70.08082745205905
s19,68.18408181930542,68.52088854619463,67.84727509241623
s20,70.55035916450376,70.75344029256102,70.34727803644651
s21,68.82496984303546,70.06284505041984,67.58709463565113
s22,71.32291385490049,72.82292403699303,69.822903672808
s23,72.19585786676555,73.5512093229652,70.84050641056592
s24,76.56380187863058,78.20755297270983,74.92005078455135
s25,65.6817458904956,66.90226704558367,64.46122473540757
s26,65.25968990236065,66.61340165157166,63.90597815314963
s27,67.13096724755903,68.42059900922193,65.84133548589612
s28,56.99557792609071,57.81100465466595,56.1801511975155
s29,57.890188604622416,57.92675513627362,57.85362207297123
s30,59.28646594982078,59.3824342905035,59.190497609138085
