,mn,U,L
s1,131.52922580645168,137.26442977502452,125.7940218378788
s2,121.83473896922507,124.53713064058311,119.13234729786701
s3,159.77691879866524,165.4783646220964,154.07547297523408
s4,142.13909862810544,146.4677217828814,137.81047547332943
s5,138.36627845754543,141.28978000750155,135.44277690758932
s6,131.75679162031895,137.03282072933928,126.48076251129858
s7,123.74230478309237,126.89234948279135,120.59226008339337
s8,128.42781794586585,133.60992525675059,123.24571063498107
s9,112.06333110863923,117.82259726697757,106.30406495030088
s10,132.88384427141273,141.91706574665233,123.85062279617308
s11,144.05602410085285,153.39869017811674,134.71335802358897
s12,126.49987059695958,133.4801769093413,119.51956428457785
s13,120.50038375973301,125.51944043877437,115.48132708069167
s14,126.4975635891732,132.32979302591824,120.66533415242816
s15,128.5814100852799,133.42184695935714,123.74097321120264
s16,130.6802565813868,135.14207450035127,126.21843866242227
s17,134.82243641082687,137.4597883332496,132.1850844884041
s18,134.14794957360027,137.61236299374661,130.68353615345399
s19,139.33012940304042,143.8143573137884,134.84590149229246
s20,136.29730923248053,138.42593665253622,134.16868181242484
s21,138.77615572858733,141.88223827394353,135.67007318323115
s22,142.4083355580275,146.49336249794652,138.32330861810846
s23,151.5821820541342,156.63612692255495,146.5282371857134
s24,160.391028550241,165.4168378634073,155.36521923707474
s25,134.53820837968118,138.76361127800362,130.31280548135874
s26,144.08872154245455,148.25361736551025,139.92382571939893
s27,127.30923470522805,133.69495614798896,120.92351326246718
s28,118.16974786800151,123.7570240600436,112.58247167595945
s29,118.91692769744161,125.33533578213817,112.4985196127451
s30,122.63577419354839,128.58596423329908,116.68558415379775
