,mn,U,L
s1,87.16152688172048,87.71984821095526,86.60320555248566
s2,87.49157100482024,87.85808844011605,87.12505356952438
s3,144.45328179458664,144.91953159250323,143.98703199667
s4,132.4933259176863,133.21483385508702,131.77181798028553
s5,99.81003670745277,100.90511763677152,98.71495577813398
s6,99.83341416388586,100.09112831189088,99.5757000158808
s7,105.28845828698552,105.71430912468328,104.86260744928772
s8,103.29850241008529,103.52106384504307,103.07594097512748
s9,78.6718798665184,79.32345880659643,78.02030092644034
s10,132.5735906562848,132.96371019623064,132.18347111633898
s11,104.94863477938446,105.53110985338678,104.36615970538213
s12,106.87367890248427,106.84827267172162,106.8990851332469
s13,114.80538969225069,114.92694821842338,114.68383116607797
s14,116.14376714868376,116.14597253628637,116.14156176108114
s15,118.50547793845008,118.7636736591777,118.24728221772246
s16,126.82885539488328,126.93682151131802,126.72088927844854
s17,163.9222328513163,164.8028173306834,163.04164837194918
s18,127.17894364108271,127.70573729475434,126.65214998741108
s19,130.07232109751578,130.1346313194333,130.01001087559825
s20,136.05736522061557,135.9575758409739,136.1571546002572
s21,98.57907601038191,99.85002924016338,97.30812278060043
s22,91.30412013348166,91.85182229800301,90.7564179689603
s23,82.37916425658142,83.54519570781879,81.21313280534402
s24,101.91587504634782,102.90789403815262,100.923856054543
s25,94.21425250278088,94.54396662313596,93.88453838242576
s26,106.34596329254731,106.35849973416889,106.3334268509257
s27,109.31934074898038,109.51179084110782,109.12689065685288
s28,115.33605153874676,115.29254805295307,115.37955502454045
s29,104.16276232851317,104.45957719252289,103.86594746450342
s30,111.48113978494624,112.62770825077854,110.3345713191139
