,mn,U,L
s1,113.35045431245271,114.68534298120179,112.01556564370355
s2,123.49383672879091,124.98423856647457,122.00343489110719
s3,157.58177392197837,159.56587608104152,155.5976717629151
s4,144.77165558813263,146.3937435836322,143.149567592633
s5,132.66951293561527,134.3515694760918,130.98745639513868
s6,126.40480255288372,127.97645951833923,124.83314558742816
s7,132.06393840191114,133.79818563993425,130.32969116388796
s8,126.05330849195605,127.59142185170121,124.51519513221082
s9,122.92301419443538,124.38331153144327,121.46271685742742
s10,148.47666885759122,150.37335185156303,146.5799858636193
s11,153.05609947153613,155.37476606287734,150.73743288019483
s12,130.9569265809956,132.74769494182095,129.16615822017016
s13,132.17964772262633,133.8650763147939,130.49421913045876
s14,132.10744510813,133.66253509405144,130.55235512220852
s15,136.53479898302766,138.21370272612455,134.8558952399307
s16,125.91917706796784,127.39826885815155,124.44008527778406
s17,147.87859241635704,149.67438344386534,146.08280138884868
s18,145.3073568158424,147.1630215791326,143.45169205255215
s19,129.91978732274112,131.36495414704598,128.47462049843622
s20,131.62815992102867,133.0290058105404,130.22731403151687
s21,143.22522091292313,145.01563698175352,141.4348048440927
s22,135.1825987733978,136.77878841370193,133.58640913309364
s23,126.77404271574605,128.34466820663573,125.20341722485631
s24,137.826179538085,139.58391005214895,136.06844902402102
s25,135.61772843116856,137.4434521684096,133.79200469392745
s26,130.28388806927273,131.9526595206238,128.61511661792161
s27,131.0988348439547,132.71472062960783,129.48294905830153
s28,131.93043959614891,133.50556498944175,130.35531420285602
s29,130.05436406591184,131.61066970261078,128.49805842921285
s30,132.00817183469468,133.75205875253056,130.26428491685877
