,mn,U,L
s1,186.4407060931899,188.42488961028027,184.45652257609953
s2,185.72012099864048,188.56389921143554,182.87634278584542
s3,284.15453590409095,285.1129500402771,283.19612176790486
s4,274.19895080954143,278.4854429558318,269.91245866325113
s5,190.75336571499207,194.1214330635757,187.38529836640845
s6,191.87444728710906,193.1346651112349,190.61422946298322
s7,200.58886219255962,201.84495231204306,199.33277207307617
s8,196.82161043134357,198.46111540252556,195.1821054601616
s9,185.58435867012736,189.36888398815253,181.7998333521022
s10,279.4487735755777,281.8238222542375,277.07372489691795
s11,204.034855147695,208.1557866121425,199.9139236832475
s12,202.62927005314538,203.1922198685006,202.06632023779014
s13,206.75535162526262,207.5732604300543,205.93744282047098
s14,201.09476653071312,204.07640436952073,198.11312869190553
s15,203.3541814361637,204.91065033142652,201.7977125409009
s16,221.98692967494748,224.93225491861614,219.04160443127878
s17,287.4380112470646,291.79733683215073,283.07868566197845
s18,219.47409281918183,221.45246154057273,217.49572409779094
s19,225.25184105796558,225.93082440185162,224.57285771407956
s20,250.30792263008277,251.1764680366989,249.4393772234666
s21,211.86567086886674,214.50020719785218,209.23113453988128
s22,196.92508577431718,199.30440792316426,194.5457636254701
s23,188.62616734643427,194.0398319427532,183.21250275011533
s24,226.98391558521817,231.28784395900064,222.6799872114357
s25,216.38833049066866,219.23468438208178,213.54197659925552
s26,195.90441206278575,196.8249634118381,194.98386071373343
s27,195.65049363490297,196.40119764378048,194.8997896260255
s28,197.47990854035342,197.94536801997228,197.01444906073456
s29,227.74099011247066,229.20399282423602,226.27798740070526
s30,242.27207168458781,246.88769781582644,237.65644555334916
