,mn,U,L
s1,320.4417139564033,333.5856302878814,307.2977976249252
s2,324.03115358896565,337.71579182850957,310.3465153494216
s3,412.6377167209579,430.8480241653316,394.4274092765841
s4,383.2008325552371,399.4019105920162,366.99975451845796
s5,351.5414630945447,366.1754534041516,336.9074727849378
s6,337.31204028278245,352.71867359115373,321.90540697441105
s7,337.6095146809349,352.0909796869664,323.12804967490337
s8,331.4165258857455,345.585052518703,317.2479992527879
s9,320.86749123025527,335.6155605674312,306.1194218930793
s10,382.26878496199646,399.9191048463636,364.61846507762925
s11,388.18881224005673,405.72443389683394,370.6531905832795
s12,338.6090829868516,353.75944300691737,323.45872296678573
s13,334.95236682368926,348.84900872779104,321.0557249195874
s14,341.21515528559684,355.8362919083347,326.59401866285884
s15,337.5557693833102,351.34267240463186,323.76886636198844
s16,342.3297271070297,355.58745869780483,329.0719955162545
s17,369.67350472377956,384.4456761132042,354.9013333343549
s18,368.95797719305546,384.45315667849275,353.46279770761805
s19,351.2129449919404,365.1242004862465,337.30168949763424
s20,343.20453378393427,356.4160997876549,329.9929677802137
s21,356.39957678772265,371.05096309859204,341.7481904768532
s22,352.8046573007882,367.8436842280223,337.765630373554
s23,361.2419740832902,375.88623215148465,346.59771601509567
s24,385.54151762661127,401.14727565841514,369.9357595948073
s25,358.89780946148915,374.70097028310465,343.0946486398735
s26,359.1093200363252,375.34016651193366,342.87847356071666
s27,343.82019673379335,359.1990102195757,328.44138324801094
s28,337.696429816692,353.3254383751515,322.06742125823234
s29,336.22970504063267,351.3235178411495,321.13589224011577
s30,339.2168197935349,353.9800230522373,324.45361653483246
