,mn,U,L
s1,25.6373512544803,25.194592194265475,26.08011031469512
s2,33.99539982696822,33.88243359460612,34.10836605933031
s3,53.33178173278955,53.8296188967103,52.833944568868795
s4,45.43316363861082,46.25872529987524,44.6076019773464
s5,31.382878877765457,32.343746842054344,30.422010913476562
s6,33.82759411692003,34.41999812933105,33.23519010450901
s7,42.970642689407995,43.323687397745665,42.61759798107032
s8,34.120357928562605,34.11452139345761,34.126194463667595
s9,43.66173983438387,45.444551261988096,41.87892840677964
s10,44.97978840687182,45.147621173282616,44.811955640461015
s11,42.88617031269312,43.59574207002438,42.176598555361835
s12,42.359218885181086,42.79969428568519,41.91874348467697
s13,52.352267457668994,52.37788446343941,52.326650451898566
s14,47.725316030156996,47.8372714344818,47.61336062583219
s15,35.17836460264491,34.55347110193143,35.80325810335838
s16,40.65641317513284,41.467916946513306,39.84490940375236
s17,44.11946174762083,45.05991488609399,43.17900860914766
s18,36.73917698677544,37.088776118895666,36.3895778546552
s19,33.185558892596724,33.100202409170585,33.27091537602285
s20,39.343607465084695,39.376730542877915,39.31048438729146
s21,32.416656037572615,32.19517707413789,32.63813500100733
s22,35.66970461006055,35.859944772719835,35.47946444740125
s23,40.82775318254853,41.88587350154366,39.76963286355338
s24,58.897468421703145,60.52119310279797,57.2737437406083
s25,47.418850327524424,48.004289260153776,46.833411394895066
s26,33.366898900012345,33.26023454095222,33.47356325907247
s27,38.6999474725003,39.113922438347174,38.285972506653415
s28,39.96632937832159,40.516750362266535,39.41590839437663
s29,34.20771128414289,34.4294338014825,33.98598876680327
s30,33.6924265232975,33.708902665824425,33.67595038077057
