,mn,U,L
s1,131.52922580645168,135.93290592885702,127.12554568404624
s2,121.83473896922507,123.90972506410924,119.75975287434082
s3,159.77691879866524,164.15467829583312,155.39915930149726
s4,142.13909862810544,145.4627592770594,138.81543797915134
s5,138.36627845754543,140.61104006217352,136.1215168529173
s6,131.75679162031895,135.8079020324228,127.705681208215
s7,123.74230478309237,126.16101374353491,121.32359582264975
s8,128.42781794586585,132.40681208141237,124.44882381031923
s9,112.06333110863923,116.48548697965829,107.6411752376201
s10,132.88384427141273,139.81985179089708,125.94783675192829
s11,144.05602410085285,151.22963346508186,136.8824147366238
s12,126.49987059695958,131.85958165947392,121.1401595344452
s13,120.50038375973301,124.35418220383966,116.64658531562633
s14,126.4975635891732,130.97574308908946,122.01938408925686
s15,128.5814100852799,132.2980583096387,124.86476186092104
s16,130.6802565813868,134.10618859482577,127.25432456794773
s17,134.82243641082687,136.84748282595035,132.79738999570327
s18,134.14794957360027,136.80804128048493,131.48785786671556
s19,139.33012940304042,142.77326855259886,135.8869902534819
s20,136.29730923248053,137.93174007558073,134.66287838938024
s21,138.77615572858733,141.1611090865651,136.3912023706095
s22,142.4083355580275,145.54495494129384,139.27171617476108
s23,151.5821820541342,155.46276880898245,147.70159529928588
s24,160.391028550241,164.25001189114167,156.5320452093403
s25,134.53820837968118,137.78261308689974,131.29380367246253
s26,144.08872154245455,147.28666690732416,140.89077617758494
s27,127.30923470522805,132.21240375358212,122.40606565687395
s28,118.16974786800151,122.45984412963577,113.87965160636722
s29,118.91692769744161,123.84519463527771,113.98866075960548
s30,122.63577419354839,127.2045277629362,118.06702062416056
