,mn,U,L
s1,32.89068383829361,32.831416600026444,32.94995107656078
s2,42.161503340529656,42.38775811605349,41.93524856500581
s3,64.45278079703468,65.46282607083418,63.4427355232352
s4,56.84290280735757,58.17046286286291,55.51534275185223
s5,39.2219997119149,40.15322593282448,38.290773491005304
s6,42.071842842928106,42.94933801969857,41.19434766615764
s7,53.13915996014642,53.82620620269566,52.45211371759719
s8,43.036828959954505,43.3641284546451,42.70952946526391
s9,53.92236637831289,56.1540118041404,51.69072095248538
s10,58.37528748226586,59.1041040818859,57.646470882645815
s11,56.05115491536977,57.25925335222779,54.843056478511755
s12,53.2974250487433,54.2053076757671,52.3895424217195
s13,63.30562919674037,63.904325811785036,62.7069325816957
s14,59.17177238953994,59.82732132643759,58.516223452642286
s15,46.25016720124813,46.2706879940438,46.22964640845246
s16,53.251017317695215,54.60514444307578,51.89689019231465
s17,57.10593884196972,58.630546823829384,55.58133086011006
s18,49.35204185320652,50.291398771156985,48.41268493525606
s19,44.546180110846855,45.25955169583335,43.83280852586035
s20,50.07880299761031,50.73219740947127,49.425408585749366
s21,43.164958718594036,43.66611769132548,42.66379974586259
s22,46.897438558197365,47.675859793433965,46.11901732296075
s23,49.238108704670104,50.516388004414516,47.95982940492569
s24,69.03964165767101,70.8957201545482,67.18356316079384
s25,57.29487384465427,58.07810257404791,56.51164511526063
s26,42.84208754266958,43.05848766362775,42.62568742171142
s27,47.31044643319441,48.028809443035584,46.59208342335324
s28,48.689894884099694,49.5784128468223,47.801376921377084
s29,43.58071578339267,44.15769020152294,43.00374136526239
s30,42.857071324344034,43.223680864948314,42.49046178373974
