,mn,U,L
s1,121.06707635528414,127.93431002468856,114.19984268587964
s2,132.66496011006208,140.23867675135162,125.09124346877246
s3,174.63406641935413,184.85283725707052,164.41529558163762
s4,162.91186526794652,172.4192135677765,153.4045169681165
s5,142.0791095664992,150.60415951993372,133.55405961306462
s6,139.36191002420827,148.01314642799255,130.7106736204239
s7,140.669868511003,148.85543227429332,132.48430474771254
s8,138.62862885341045,147.01231939154118,130.24493831527965
s9,132.85132908263228,140.56351976276463,125.13913840249985
s10,171.39616449318538,181.31610641888525,161.47622256748542
s11,163.9193801947852,173.52334749288377,154.3154128966865
s12,145.26593273588293,153.61569866944328,136.91616680232244
s13,148.11358241207492,156.74876930317234,139.47839552097736
s14,150.7360681245698,159.83767725447157,141.63445899466797
s15,154.67827484193418,163.4978995490545,145.8586501348138
s16,149.88636973686886,158.82174815820704,140.9509913155306
s17,172.60962261184397,181.95877930383375,163.26046591985414
s18,165.4960832784927,175.0273264746071,155.96484008237823
s19,152.14377757040995,160.53872722926238,143.74882791155744
s20,153.2782169811649,161.83270797134176,144.72372599098793
s21,155.41029036214348,164.7761142909809,146.044466433306
s22,146.60328244111184,155.07943080963557,138.12713407258803
s23,134.38689858225854,141.91100497298783,126.8627921915292
s24,149.25207282034415,157.77536476439047,140.72878087629778
s25,144.55274738650758,153.09189888572504,136.01359588729
s26,143.61171556323754,152.36282825949237,134.86060286698262
s27,144.2964393420483,152.69976559881226,135.89311308528426
s28,146.54282399858215,155.30684958720238,137.7787984099618
s29,141.18575349434093,149.4811811481655,132.89032584051628
s30,141.2134830658354,149.69326123145606,132.73370490021463
