,mn,U,L
s1,62.57608960573479,62.61220360625029,62.539975605219325
s2,66.16236695093315,66.1730125257614,66.15172137610492
s3,79.21197762946487,79.67557708596308,78.7483781729667
s4,74.20992164132984,74.6092474338059,73.81059584885381
s5,64.95119898652825,65.07511075165945,64.82728722139709
s6,65.59080966505994,66.10970120856541,65.07191812155449
s7,57.73708701025834,58.09108413248431,57.3830898880324
s8,52.4783643554567,52.540180130638426,52.41654858027499
s9,52.0963083673217,52.4883458882558,51.70427084638762
s10,64.38425237918675,65.18275855778975,63.58574620058378
s11,68.1621963910518,68.79241955951996,67.53197322258364
s12,58.515140402916806,58.85362227137282,58.17665853446081
s13,64.22475108144855,64.83067489428609,63.61882726861101
s14,69.55936175998025,70.30573729480372,68.81298622515678
s15,65.26897243851194,65.65660798540252,64.88133689162139
s16,65.96524978371028,66.20702876194085,65.72347080547974
s17,66.00486046224202,66.17697133983773,65.83274958464634
s18,71.21447114077371,71.60834868487332,70.82059359667412
s19,68.18408181930542,68.30110325006359,68.06706038854728
s20,70.55035916450376,70.62091845642985,70.4797998725777
s21,68.82496984303546,69.25506198877763,68.39487769729332
s22,71.32291385490049,71.8440831892589,70.80174452054214
s23,72.19585786676555,72.66676641437545,71.72494931915568
s24,76.56380187863058,77.13491311092709,75.99269064633411
s25,65.6817458904956,66.10580847724432,65.25768330374692
s26,65.25968990236065,65.73002874383786,64.78935106088343
s27,67.13096724755903,67.57904189052957,66.68289260458849
s28,56.99557792609071,57.27889293983066,56.71226291235079
s29,57.890188604622416,57.90289342168832,57.877483787556535
s30,59.28646594982078,59.31980956097103,59.25312233867056
