EntityIdx,SiteLocation
Site-2106,-1620.63334813921,2059.37211559572
Site-2107,579.943478411923,266.632431213989
Site-2108,1072.72258260634,463.867984892812
Site-2109,-1479.98927767924,1690.77721580138
Site-2110,-924.211960574166,2768.83260505728
Site-2111,-1942.02246020143,2077.11916174585
Site-2112,-682.439529161344,1808.93419774741
Site-2113,-713.140097602285,2208.8949287864
Site-2114,-1805.16639373307,866.743653735228
Site-2115,-1328.86880356934,1865.67982875346
Site-2116,-1172.61835615574,1928.3268240872
Site-2117,-1546.26517407039,905.507111603306
Site-2118,588.548515744721,289.361399801809
Site-2119,685.526322641321,1150.10461463704
Site-2120,57.0410904786683,637.877597192334
Site-2121,-2005.68835708042,1862.98609064101
Site-2122,1189.07877263638,1339.98238470947
Site-2123,-457.791280854316,2824.55918421369
Site-2124,-1405.49054577004,896.426211429979
Site-2125,-1835.68322993192,1648.45451805559
Site-2126,-269.360685249253,1496.11436384784
Site-2127,969.068235271214,1171.14710041843
Site-2128,-1313.21306834773,869.45608788015
Site-2129,-1312.57263846766,1849.35180355812
Site-2130,-214.112341748911,1503.04684246203
Site-2131,-1352.76530063607,1681.0395305334
Site-2132,-1492.18802062906,1985.03013099547
Site-2133,-1351.13533003444,2166.10872702968
Site-2134,-836.623898362204,2973.84011876089
Site-2135,27.4475516195665,2422.31123990111
Site-2136,-598.755130379402,1508.08797847578
Site-2137,-1085.05830987016,2054.5630698756
Site-2138,-1411.5913692629,2185.74188751069
Site-2139,512.701605187059,2198.72879035102
Site-2140,767.46341609356,1328.81373862286
Site-2141,219.876959882367,2071.28169796736
Site-2142,1017.77273040188,470.571766090023
Site-2143,-5.36820097928911,473.582161689789
Site-2144,-717.551120368375,3085.0252905925
Site-2145,344.433874614078,2014.96840550237
Site-2146,-1233.52954522561,1884.70067337759
Site-2147,-1447.16074951882,1088.97212953001
Site-2148,-1179.78968320233,1801.98258840427
Site-2149,-824.997460635755,2190.94590138109
Site-2150,-1010.58612778007,2094.38615020365
Site-2151,-1100.21138995059,1662.74541495145
Site-2152,-159.874970319811,1449.91567220746
Site-2153,-864.245236903235,2200.21795004146
Site-2154,568.33206495764,2198.72879035102
Site-2155,-1813.19455704993,1956.55998620513
Site-2156,770.641370587785,1162.51020112788
Site-2157,692.049426116327,569.754130760195
Site-2158,-1010.6463915715,1975.61425027301
Site-2159,-770.019132028442,2498.74453119188
Site-2160,-65.3207528714561,2592.07575965114
Site-2161,-1546.26517407039,861.602140770138
Site-2162,-942.491264590744,2760.38308205453
Site-2163,-1421.58319939554,1680.83292695459
Site-2164,1058.94534129379,2512.68709473937
Site-2165,-1832.85776400731,1964.53839373605
Site-2166,170.867799962903,2521.97134008127
Site-2167,-1811.59912908342,748.599666479273
Site-2168,938.953551133466,403.353484752779
Site-2169,-1098.65250757341,2074.55512724372
Site-2170,410.451430663262,1026.45834183344
Site-2171,-1835.68322993192,1746.68082264188
Site-2172,-38.5207352423608,2664.45257836313
Site-2173,-1411.30134818697,1774.09372675999
Site-2174,-1253.9412190692,1385.82689709694
Site-2175,-1719.73877897041,1966.69839448155
Site-2176,-1469.0943352664,1181.41201711478
Site-2177,322.787558749154,2083.6510847807
Site-2178,-1301.17193932387,1956.41375489003
Site-2179,-1715.00726206465,1765.75272151029
Site-2180,-1652.59034424996,892.540892905691
Site-2181,-668.728192305133,1858.35336480467
Site-2182,230.903255165918,2393.76973422802
Site-2183,-1933.292003834,1894.55677812752
Site-2184,228.566505288984,821.142280242903
Site-2185,-774.60113233663,1221.17398119257
Site-2186,373.395173480183,2809.88844378081
Site-2187,420.748074525707,2031.73513162443
Site-2188,-1802.71046035336,657.421436674042
Site-2189,-1599.05057471985,1298.33316973897
Site-2190,1017.77273040188,470.571766090023
Site-2191,-1000.60189111411,2139.3975541553
Site-2192,-1896.25131455466,2077.11916174585
Site-2193,579.943478411923,266.632431213989
Site-2194,588.65137945225,378.10564376794
Site-2195,36.565332482733,691.906711205876
Site-2196,-1652.59034424996,842.011980935007
Site-2197,-678.788368756798,2888.6007966247
Site-2198,11.075303677157,2488.57235422094
Site-2199,-1333.90046005665,858.480859532152
Site-2200,-1896.25131455466,2026.5902416698
Site-2201,643.094629045939,2274.96368553021
Site-2202,14.629057963423,1138.33024892676
Site-2203,-721.89839672133,3201.72959213137
Site-2204,-826.385870089648,1463.28678580803
Site-2205,36.5722864703413,2695.89658985462
Site-2206,890.015975669126,540.937999144983
Site-2207,773.416294195502,504.028046129467
Site-2208,44.2489642741164,2597.23643313046
Site-2209,-762.013708735154,2673.34540967525
Site-2210,69.3886797787796,3049.6020198667
Site-2211,-50.9750729306855,2648.1514945807
Site-2212,441.753554221714,2092.66049856763
Site-2213,875.525566912298,723.705596765134
Site-2214,-1944.89184727258,1908.09420526405
Site-2215,73.7875798725447,272.556544147649
Site-2216,-589.353719757748,1459.74214177018
Site-2217,-750.469881867439,2661.55567582967
Site-2218,855.04319785452,723.705596765134
Site-2219,-1746.26148029465,1839.93903100949
Site-2220,-847.55451661888,2838.09783154432
Site-2221,-879.216021669422,2375.34550327327
Site-2222,163.084687317134,2393.76973422802
Site-2223,-46.4929918261599,1565.98742096641
Site-2224,-1268.09483437566,1856.32239561889
Site-2225,-592.376885405685,2830.39862628297
Site-2226,152.213929010067,793.797528574365
Site-2227,-438.520250007787,1525.67354127599
Site-2228,-673.033943178408,2985.95472191798
Site-2229,-143.594395720054,2788.44852591539
Site-2230,-430.946771124442,1500.34133050887
Site-2231,-887.379429920031,2256.96108941099
Site-2232,337.278965259169,2749.61485941467
Site-2233,498.793990244414,2207.2827599058
Site-2234,-16.7013331595062,732.555087764021
Site-2235,154.843625798958,1041.14444029515
Site-2236,-1359.03915049941,1478.14344005588
Site-2237,875.525566912298,650.783866494772
Site-2238,-1803.76862830318,770.45166860678
Site-2239,-1942.39798523,1819.25704205492
Site-2240,-195.047469932891,2566.26782281135
Site-2241,-1538.51282214127,961.443145409043
Site-2242,-57.8457014264482,1634.85161076989
Site-2243,-900.628085676089,1863.9227972419
Site-2244,1051.37180899707,2496.24615610027
Site-2245,1028.50695736815,2609.27696168967
Site-2246,-1600.89348966298,968.594462919698
Site-2247,-1250.81218980063,1870.51153449824
Site-2248,-1092.27105180378,1955.10718010903
Site-2249,-1107.24495105045,1970.30247170411
Site-2250,242.442725350175,794.497528991066
Site-2672,-574.454452004687,4166.89795231304
Site-2673,194.91959786388,4630.25296257733
Site-2674,88.589039904785,4909.87865042872
Site-2675,-858.851996719373,4286.58043411449
Site-2676,-588.81242746799,4196.34712250529
Site-2677,13.4773419046647,3818.49034406216
Site-2678,1016.87905513645,3775.81166727039
Site-2679,-1316.6907538275,5254.27027909063
Site-2680,1112.9112211465,4278.31907035336
Site-2681,370.586469555635,3631.09885452245
Site-2682,-1022.9483297251,4203.92318636783
Site-2683,-1254.25362388031,4590.53106286576
Site-2684,-37.970197214448,4628.60609345016
Site-2685,428.255668126901,4613.82515246953
Site-2686,65.5894989255957,4591.63865967837
Site-2687,-1045.04573284758,5176.73835843391
Site-2688,903.256085414029,3376.85859177689
Site-2689,66.8998673155354,4895.0392335596
Site-2690,1268.0613228836,2811.11378306846
Site-2691,-24.2277559817005,5496.63207733161
Site-2692,110.278212494035,4895.0392335596
Site-2693,-1005.11873664269,4394.67719164081
Site-2694,65.5894989255957,4630.25296257733
Site-2695,-914.740587880846,4174.87542730998
Site-2696,443.603947405704,4633.06375205601
Site-2697,1232.29173389906,4048.75766554439
Site-2698,-839.592857684427,4174.87542730998
Site-2699,1127.84942768047,4260.67991290043
Site-2700,-160.551527357192,5438.2101065478
Site-2701,-700.363491655324,4164.73090897539
Site-2702,-1194.56243967708,4080.94421858401
Site-2703,-867.306773656193,4397.9985473067
Site-2704,-792.772879303418,4451.30695112783
Site-2705,-1025.58072263296,5191.09649477197
Site-2706,-1180.6807948811,4171.19308269463
Site-2707,903.256085414029,3331.94372120486
Site-2708,-792.772879303418,4314.25333089386
Site-2709,-1005.11873664269,4308.3392396912
Site-2710,-1249.37318102661,4789.52868058299
Site-2711,-175.285249944608,3798.24246373553
Site-2712,-914.740587880846,4213.39313053329
Site-2713,-1180.6807948811,3990.69535447339
Site-2714,-81.2039724838946,3798.24246373553
Site-2715,-1399.29403213102,5206.84412746172
Site-2716,1097.97301461253,4295.9582278063
Site-2717,194.91959786388,4591.63865967837
Site-2718,-1285.99170318373,5157.45762308946
Site-2719,-1386.61525850098,5163.26483911425
Site-2720,-947.713692431512,4585.30851766731
Site-2721,-341.61399974258,4234.50858662861
Site-2722,416.522677544315,3818.60397315657
Site-2723,947.347807982891,3376.85859177689
Site-2724,-942.770711040404,4674.23537341265
Site-2725,-881.08720378201,4378.85853278032
Site-2726,-9.79945206458943,5163.8694418028
Site-2727,347.520154799031,4486.77134520559
Site-2728,71.3131779557636,5137.40615606581
Site-2729,905.334611589336,3898.8464493681
Site-2730,-1276.12052171579,4599.44148149126
Site-2731,73.5766804687025,5325.68850580154
Site-2732,65.4059526119714,5496.63207733161
Site-2733,-820.805925135322,4165.24600150416
Site-2734,-1249.37318102661,4749.62981531889
Site-2735,-317.724118057743,4897.98659324427
Site-2736,-864.027967819862,4629.98463139283
Site-2737,-1117.13177834703,4203.92318636783
Site-2738,-282.321176688202,4915.10990555233
Site-2739,-355.413240217382,4255.94445545359
Site-2740,-355.413240217382,4213.07271780364
Site-2741,558.960737606122,3664.34991432191
Site-2742,347.520154799031,4529.11864688899
Site-2743,-256.819070998384,3725.93760300044
Site-2744,-353.127059427285,4880.8632809362
Site-2745,949.952389008181,3898.8464493681
Site-2746,-849.664833585648,4590.14603441414
Site-2747,-721.242228447955,5506.43011958391
Site-2748,-670.033820202038,4030.99018381819
Site-2749,903.256085414029,3376.85859177689
Site-2750,-1052.9164993285,5359.74961612487
Site-2751,-282.321176688202,4880.8632809362
Site-2752,-1378.88280166583,5346.4483463452
Site-2753,903.256085414029,3331.94372120486
Site-2754,-757.872418957518,4102.36483724493
Site-2755,429.74941477818,4398.98609283636
Site-2756,1015.92152672153,4171.81363409687
Site-2757,-57.6836531187163,3863.8539726944
Site-2758,-1121.95695282068,4140.2539692944
Site-2759,433.21048152204,3797.01263132408
Site-2760,50.6616645603137,5389.8554937115
Site-2761,1190.12999732373,4048.75766554439
Site-2762,-366.946621908309,4469.28893350974
Site-2763,-136.658473891182,5428.84892153579
Site-2764,-430.04746516615,3932.94111481777
Site-2765,947.347807982891,3376.85859177689
Site-2766,-94.1388073026384,4589.44686903184
Site-2767,443.603947405704,4594.58655288305
Site-2768,-9.79945206458943,5353.83656194075
Site-2769,-847.140330117853,4102.36483724493
Site-2770,-888.415503162901,5359.74961612487
Site-2771,-87.189998689372,5116.37766176831
Site-2772,-1332.13727370765,5272.061782472
Site-2773,-1268.57376071072,5344.9420758735
Site-2774,903.256085414029,3376.85859177689
Site-2775,-1246.05259216967,5182.35858094509
Site-2776,497.307867318291,4164.32814024731
Site-2777,-19.5899360248293,4716.0345692528
Site-2778,-1084.45397074415,4140.2539692944
Site-2779,-1411.97280576105,5163.26483911425
Site-2780,-1284.22931005268,4749.62981531889
Site-2781,-867.306773656193,4397.9985473067
Site-2782,-1014.70157074695,4329.9237276786
Site-2783,-999.402467569616,4191.84155728017
Site-2784,-353.127059427285,4915.10990555233
Site-2785,-654.431309940643,4141.67163073245
Site-2786,-1046.49419188058,4216.00481545549
Site-2787,-878.391102054077,4590.14603441414
Site-2788,412.141497219565,4418.35009855578
Site-2789,-1386.61525850098,5250.42341580919
Site-2790,535.153413651892,3678.07776765294
Site-2791,110.278212494035,4924.71806729784
Site-2792,1112.9112211465,4278.31907035336
Site-2793,1232.29173389906,4091.26240872987
Site-2794,-1254.25362388031,4590.53106286576
Site-2795,541.441520554082,4042.66742498786
Site-2796,-1084.45397074415,4095.80513719501
Site-2797,-444.916201482066,3906.85194504474
Site-2798,-366.946621908309,4510.42532754613
Site-2799,88.589039904785,4909.87865042872
Site-2800,903.256085414029,3331.94372120486
Site-2801,-1332.13727370765,5236.47877570925
Site-2802,-713.149365115367,5481.07600877969
Site-2803,541.441520554082,4164.32814024731
Site-2804,1294.29847524143,2800.88556753109
Site-2805,1039.18794384587,3751.20471085085
Site-2806,-801.356376593136,4348.51673595235
Site-2807,-113.861464575372,5496.63207733161
Site-2808,994.570166427026,3751.20471085085
Site-2809,-801.356376593136,4279.98992583536
Site-2810,-1180.6807948811,3945.57092241808
Site-2811,509.806596839053,3872.35849748329
Site-2812,-849.17029988035,5277.6656172727
Site-2813,-970.6660012457,5359.74961612487
Site-2814,1127.84942768047,4260.67991290043
Site-2815,-872.342758118811,4309.35151751805
Site-2816,-1316.6907538275,5254.27027909063
Site-2817,66.8998673155354,4895.0392335596
Site-2818,5.67865726036708,5116.37766176831
Site-2819,1190.12999732373,4091.26240872987
Site-2820,110.278212494035,4895.0392335596
Site-2821,1268.0613228836,2811.11378306846
Site-2822,-881.08720378201,4378.85853278032
Site-2823,-104.724291849073,3785.12016194375
Site-2824,-867.306773656193,4397.9985473067
Site-2825,-971.799727126621,4116.7017323533
Site-2826,130.110459788081,5325.68850580154
Site-2827,-160.551527357192,5438.2101065478
Site-2828,-872.342758118811,4263.80935071094
Site-2829,-85.005899955676,4716.0345692528
Site-2830,-370.828530112055,4880.8632809362
Site-2831,-1325.9308141978,5182.35858094509
Site-2832,29.3560817744942,3893.50917983961
Site-2833,411.718154312937,3673.09769763412
Site-2834,307.28412810056,4486.77134520559
Site-2835,-2.40139796516479,3743.47150828471
Site-2836,-933.527520429951,4223.02255633912
Site-2837,-1121.95695282068,4095.80513719501
Site-2838,5.67865726036708,5306.34478190626
Site-2839,-325.959013679036,4469.28893350974
Site-2840,-1180.6807948811,4035.8197865287
Site-2841,-735.555441167434,4059.09914739171
Site-2842,114.735084488495,5092.121470555
Site-2843,-57.6836531187163,3785.12016194375
Site-2844,110.222806908807,5496.63207733161
Site-2845,-881.08720378201,4378.85853278032
Site-2846,-1249.37318102661,4789.52868058299
Site-2847,-721.242228447955,5506.43011958391
Site-2848,-69.0446102785365,5496.63207733161
Site-2849,-1006.52222039832,4136.15961513314
Site-2850,-19.5899360248293,4804.35734264263
Site-2851,-849.664833585648,4669.82322837152
Site-2852,-1367.47181167721,5367.30171148302
Site-2853,-713.149365115367,5481.07600877969
Site-2854,1221.75129975523,4059.38385134076
Site-2855,-914.740587880846,4174.87542730998
Site-2856,66.5281357199058,5213.84096401422
Site-2857,497.307867318291,4042.66742498786
Site-2858,497.307867318291,4194.74331906217
Site-2859,-1276.12052171579,4599.44148149126
Site-2860,1294.29847524143,2800.88556753109
Site-2861,526.812570141171,3914.09827633799
Site-2862,-198.805569309786,3785.12016194375
Site-2863,-136.658473891182,5428.84892153579
Site-2864,50.6616645603137,5427.62878903965
Site-2865,-721.242228447955,5506.43011958391
Site-2866,-415.178728850235,3959.03028459081
Site-2867,-1305.96125869076,5169.90810201727
Site-2868,73.5766804687025,5287.13339308963
Site-2869,-1093.58591619155,4216.00481545549
Site-2870,399.834873566591,3797.01263132408
Site-2871,541.441520554082,4012.25224617299
Site-2872,-591.65888324393,4696.40764821404
Site-2873,-1378.88280166583,5346.4483463452
Site-2874,-560.096476541385,4137.44878212079
Site-2875,-961.573680692608,4686.62995376148
Site-2876,-735.555441167434,4030.25535415624
Site-2877,-574.454452004687,4166.89795231304
Site-2878,-94.1388073026384,4628.60609345016
Site-2879,-175.285249944608,3798.24246373553
Site-2880,1268.0613228836,2811.11378306846
Site-2881,-1247.18575323704,4928.77196651364
Site-2882,1294.29847524143,2800.88556753109
Site-2883,994.570166427026,3800.41862368993
Site-2884,-1399.29403213102,5206.84412746172
Site-2885,-158.678318872208,5496.63207733161
Site-2886,-1367.47181167721,5367.30171148302
Site-2887,-1254.25362388031,4590.53106286576
Site-2888,20.5890983151355,5496.63207733161
Site-2889,-422.282872449103,3440.24615026559
Site-2890,-1386.61525850098,5163.26483911425
Site-2891,-1332.13727370765,5272.061782472
Site-2892,-341.61399974258,4234.50858662861
Site-2893,-1411.97280576105,5163.26483911425
Site-2894,-181.582654175909,3725.93760300044
Site-2895,-923.967741388201,4661.84079306382
Site-2896,-806.395506391706,5277.6656172727
Site-2897,123.881233030414,5427.62878903965
Site-2898,-670.033820202038,4080.13250891575
Site-2899,-1.81932883328252,5496.63207733161
Site-2900,-545.879131886004,4696.40764821404
Site-2901,-937.077233854925,4136.15961513314
Site-2902,-160.551527357192,5438.2101065478
Site-2903,-1025.58072263296,5162.38022209586
Site-2904,-867.306773656193,4397.9985473067
Site-2905,1097.97301461253,4295.9582278063
Site-2906,58.8609875954253,5235.49974881036
Site-2907,-91.4530374269544,5496.63207733161
Site-2908,-713.149365115367,5481.07600877969
Site-2909,-858.851996719373,4286.58043411449
Site-2910,-619.641761121668,4080.13250891575
Site-2911,-839.592857684427,4174.87542730998
Site-2912,-1131.33269833981,4129.14176126955
Site-2913,-238.009966792765,3715.88608248008
Site-2914,66.5281357199058,5213.84096401422
Site-2915,-1014.70157074695,4416.26167962821
Site-2916,-619.641761121668,4030.99018381819
Site-2917,-919.715987219076,4106.97279096338
Site-2918,-591.65888324393,4598.81263739741
Site-2919,447.357332336794,4379.62208711693
Site-2920,949.952389008181,3751.20471085085
Site-2921,-942.770711040404,4674.23537341265
Site-2922,97.9220236601669,4630.25296257733
Site-2923,-1256.70481786661,4874.84915074971
Site-2924,-607.043746351575,4067.84692764136
Site-2925,-1304.14363518777,5360.35628629842
Site-2926,-588.81242746799,4196.34712250529
Site-2927,-1121.95695282068,4140.2539692944
Site-2928,-1033.86723895548,4286.7547517038
Site-2929,-414.523229540103,3421.79282081037
Site-2930,-721.242228447955,5506.43011958391
Site-2931,-37.970197214448,4589.44686903184
Site-2932,-1180.6807948811,4126.06865063932
Site-2933,-838.476601508189,5304.90878165005
Site-2934,115.977014958236,5316.04972762356
Site-2935,-35.943927007541,4693.95387590534
Site-2936,-881.08720378201,4378.85853278032
Site-2937,-101.680546977116,3729.5867363007
Site-2938,-801.356376593136,4485.57035618632
Site-2939,-136.658473891182,5428.84892153579
Site-2940,5.67865726036708,5211.36122183729
Site-2941,428.255668126901,4613.82515246953
Site-2942,-954.438480490773,4126.43067374322
Site-2943,-1276.12052171579,4599.44148149126
Site-2944,-869.457307907936,4116.78673386267
Site-2945,-961.573680692608,4686.62995376148
Site-2946,-1332.13727370765,5236.47877570925
Site-2947,-162.77354997029,3695.78304143937
Site-2948,-1005.11873664269,4394.67719164081
Site-2949,-654.431309940643,4187.79018721832
Site-2950,-1386.61525850098,5250.42341580919
Site-2951,906.677649980262,4472.82462151917
Site-2952,-1378.88280166583,5346.4483463452
Site-2953,-1367.47181167721,5367.30171148302
Site-2954,-806.165005080102,5359.74961612487
Site-2955,-769.261764227345,4153.20126985392
Site-2956,-1208.44408447306,4216.31751474994
Site-2957,411.718154312937,3631.09885452245
Site-2958,-63.6656258345112,3683.66481462038
Site-2959,497.307867318291,4012.25224617299
Site-2960,-817.089204763867,5250.42245289535
Site-2961,886.537625721701,4487.83943801702
Site-2962,997.63226752843,4151.79967385432
Site-2963,-415.178728850235,3906.85194504474
Site-2964,-1140.67764050251,4264.33133180613
Site-2965,-1378.88280166583,5346.4483463452
Site-2966,926.817674238823,4487.83943801702
Site-2967,307.28412810056,4529.11864688899
Site-2968,-1254.25362388031,4590.53106286576
Site-2969,-914.740587880846,4213.39313053329
Site-2970,-1045.04573284758,5176.73835843391
Site-2971,-1399.29403213102,5206.84412746172
Site-2972,-1005.11873664269,4308.3392396912
Site-2973,-24.2277559817005,5496.63207733161
Site-2974,-37.5931913041267,3933.41476924652
Site-2975,-1025.58072263296,5191.09649477197
Site-2976,1039.18794384587,3800.41862368993
Site-2977,-820.805925135322,4165.24600150416
Site-2978,58.8609875954253,5235.49974881036
Site-2979,-933.527520429951,4223.02255633912
Site-2980,-785.602380559402,5402.3519777513
Site-2981,73.5766804687025,5325.68850580154
Site-2982,-1249.37318102661,4749.62981531889
Site-2983,-878.391102054077,4610.06533290349
Site-2984,-81.2039724838946,3798.24246373553
Site-2985,-1367.47181167721,5367.30171148302
Site-2986,-723.329582512664,4153.20126985392
Site-2987,-430.04746516615,3932.94111481777
Site-2988,-422.282872449103,3440.24615026559
Site-2989,-780.189396747601,4116.78673386267
Site-2990,71.3131779557636,5092.121470555
Site-2991,-1276.12052171579,4599.44148149126
Site-2992,1268.0613228836,2811.11378306846
Site-2993,399.834873566591,3840.19531498905
Site-2994,370.586469555635,3631.09885452245
Site-2995,1112.9112211465,4278.31907035336
Site-2996,-1140.67764050251,4240.16807363081
Site-2997,-971.799727126621,4116.7017323533
Site-2998,541.441520554082,4194.74331906217
Site-2999,297.225121425942,4539.70547230984
Site-3000,-25.2775613895459,5401.32834197524
Site-3001,1294.29847524143,2800.88556753109
Site-3002,-57.6836531187163,3863.8539726944
Site-3003,-784.1893820137,4348.51673595235
Site-3004,1127.84942768047,4260.67991290043
Site-3005,-63.6656258345112,3729.5867363007
Site-3006,-325.959013679036,4510.42532754613
Site-3007,-1025.58072263296,5162.38022209586
Site-3008,443.603947405704,4633.06375205601
Site-3009,-1284.22931005268,4749.62981531889
Site-3010,416.522677544315,3818.60397315657
Site-3011,-914.740587880846,4174.87542730998
Site-3012,-1045.04573284758,5176.73835843391
Site-3013,906.677649980262,4472.82462151917
Site-3014,-49.6650509558316,3909.61007277057
Site-3015,65.4059526119714,5496.63207733161
Site-3016,-113.861464575372,5496.63207733161
Site-3017,443.603947405704,4594.58655288305
Site-3018,130.110459788081,5325.68850580154
Site-3019,110.278212494035,4924.71806729784
Site-3020,1097.97301461253,4295.9582278063
Site-3021,-35.943927007541,4826.43803599008
Site-3022,428.255668126901,4613.82515246953
Site-3023,-1022.9483297251,4203.92318636783
Site-3024,-1025.58072263296,5191.09649477197
Site-3025,1268.0613228836,2811.11378306846
Site-3026,-963.960953186192,4602.56837004166
Site-3027,60.4577013225806,5126.08498468811
Site-3028,-1304.14363518777,5329.52786544859
Site-3029,-1237.66668860747,4874.84915074971
Site-3030,443.603947405704,4633.06375205601
Site-3031,-162.77354997029,3675.68000039865
Site-3032,-1249.37318102661,4789.52868058299
Site-3033,1039.18794384587,3898.8464493681
Site-3034,411.718154312937,3673.09769763412
Site-3035,73.5766804687025,5287.13339308963
Site-3036,582.768061560353,3678.07776765294
Site-3037,-1006.52222039832,4136.15961513314
Site-3038,1232.29173389906,4048.75766554439
Site-3039,433.21048152204,3797.01263132408
Site-3040,-1345.90036970483,5120.106186306
Site-3041,-1237.66668860747,4982.69478227757
Site-3042,-923.967741388201,4661.84079306382
Site-3043,-1378.88280166583,5346.4483463452
Site-3044,110.222806908807,5496.63207733161
Site-3045,-560.096476541385,4137.44878212079
Site-3046,-713.149365115367,5481.07600877969
Site-3047,1112.9112211465,4278.31907035336
Site-3048,-1117.13177834703,4203.92318636783
Site-3049,-999.402467569616,4191.84155728017
Site-3050,-757.872418957518,4102.36483724493
Site-3051,886.537625721701,4487.83943801702
Site-3052,-33.0166160520242,5425.07423199248
Site-3053,558.960737606122,3664.34991432191
Site-3054,-414.523229540103,3421.79282081037
Site-3055,-1367.47181167721,5367.30171148302
Site-3056,-1254.25362388031,4590.53106286576
Site-3057,123.881233030414,5389.8554937115
Site-3058,-721.242228447955,5506.43011958391
Site-3059,-355.413240217382,4255.94445545359
Site-3060,1127.84942768047,4260.67991290043
Site-3061,-1256.70481786661,4982.69478227757
Site-3062,-1316.6907538275,5254.27027909063
Site-3063,-422.282872449103,3440.24615026559
Site-3064,-1249.37318102661,4749.62981531889
Site-3065,-1284.22931005268,4749.62981531889
Site-3066,-101.359890938388,4693.95387590534
Site-3067,97.9220236601669,4591.63865967837
Site-3068,-1247.18575323704,4928.77196651364
Site-3069,-1046.49419188058,4216.00481545549
Site-3070,926.817674238823,4487.83943801702
Site-3071,906.677649980262,4472.82462151917
Site-3072,-1233.00388623367,5329.52786544859
Site-3073,-414.523229540103,3421.79282081037
Site-3074,-422.282872449103,3440.24615026559
Site-3075,-1276.12052171579,4599.44148149126
Site-3076,-160.551527357192,5438.2101065478
Site-3077,-1249.37318102661,4789.52868058299
Site-3078,947.347807982891,3376.85859177689
Site-3079,-1256.70481786661,4874.84915074971
Site-3080,-677.397400797983,4153.20126985392
Site-3081,411.718154312937,3631.09885452245
Site-3082,370.586469555635,3631.09885452245
Site-3083,399.834873566591,3797.01263132408
Site-3084,-37.5931913041267,3933.41476924652
Site-3085,-49.6650509558316,3909.61007277057
Site-3086,-355.413240217382,4213.07271780364
Site-3087,-574.454452004687,4166.89795231304
Site-3088,-931.466431676831,4568.04866529296
Site-3089,-817.089204763867,5195.93612414066
Site-3090,903.256085414029,3376.85859177689
Site-3091,-101.680546977116,3683.66481462038
Site-3092,71.3131779557636,5137.40615606581
Site-3093,-839.592857684427,4174.87542730998
Site-3094,905.334611589336,3849.63253652901
Site-3095,-23.9280446924004,4599.23667513642
Site-3096,88.589039904785,4909.87865042872
Site-3097,-341.61399974258,4234.50858662861
Site-3098,-17.5385067270677,5092.63177175107
Site-3099,-3.23594504211758,4782.27664929517
Site-3100,886.537625721701,4487.83943801702
Site-3101,-937.077233854925,4136.15961513314
Site-3102,1294.29847524143,2800.88556753109
Site-3103,-1014.70157074695,4329.9237276786
Site-3104,-713.149365115367,5481.07600877969
Site-3105,399.834873566591,3840.19531498905
Site-3106,347.520154799031,4486.77134520559
Site-3107,-366.946621908309,4469.28893350974
Site-3108,905.334611589336,3751.20471085085
Site-3109,-1268.57376071072,5344.9420758735
Site-3110,-784.1893820137,4485.57035618632
Site-3111,33.2569741910246,4591.63865967837
Site-3112,-557.324069725486,4574.41388469326
Site-3113,-1386.61525850098,5163.26483911425
Site-3114,1190.12999732373,4048.75766554439
Site-3115,443.603947405704,4594.58655288305
Site-3116,-414.523229540103,3421.79282081037
Site-3117,447.357332336794,4418.35009855578
Site-3118,492.800623536936,3830.61871862859
Site-3119,411.718154312937,3673.09769763412
Site-3120,-867.306773656193,4397.9985473067
Site-3121,66.8998673155354,4895.0392335596
Site-3122,-1411.97280576105,5163.26483911425
Site-3123,-335.425588742514,4915.10990555233
Site-3124,-914.740587880846,4213.39313053329
Site-3125,428.255668126901,4613.82515246953
Site-3126,33.2569741910246,4630.25296257733
Site-3127,-136.658473891182,5428.84892153579
Site-3128,-79.4509440268937,5425.07423199248
Site-3129,-817.089204763867,5304.90878165005
Site-3130,-1304.14363518777,5360.35628629842
Site-3131,-37.5931913041267,3933.41476924652
Site-3132,1232.29173389906,4091.26240872987
Site-3133,66.5281357199058,5213.84096401422
Site-3134,162.587073129309,4591.63865967837
Site-3135,-588.81242746799,4196.34712250529
Site-3136,1190.12999732373,4091.26240872987
Site-3137,-1180.6807948811,4103.50643461166
Site-3138,-864.027967819862,4629.98463139283
Site-3139,1097.97301461253,4295.9582278063
Site-3140,-104.724291849073,3785.12016194375
Site-3141,-1014.70157074695,4416.26167962821
Site-3142,-942.770711040404,4674.23537341265
Site-3143,-1084.45397074415,4140.2539692944
Site-3144,-847.140330117853,4102.36483724493
Site-3145,-35.943927007541,4738.11526260026
Site-3146,-1084.45397074415,4095.80513719501
Site-3147,1268.0613228836,2811.11378306846
Site-3148,-1249.37318102661,4749.62981531889
Site-3149,-534.434194046523,4672.00889550988
Site-3150,-947.713692431512,4585.30851766731
Site-3151,-670.033820202038,4030.99018381819
Site-3152,1034.21078591463,4191.82759433943
Site-3153,-849.664833585648,4590.14603441414
Site-3154,541.441520554082,4073.08260380272
Site-3155,497.307867318291,4133.91296143244
Site-3156,-1121.95695282068,4095.80513719501
Site-3157,492.800623536936,3914.09827633799
Site-3158,-1226.08303666264,5194.80905987291
Site-3159,1221.75129975523,4059.38385134076
Site-3160,994.570166427026,3898.8464493681
