,mn,U,L
s1,156.43682349134957,163.95762339759597,148.91602358510323
s2,165.45873841320443,173.80845214013206,157.10902468627685
s3,206.99420923546256,218.31138571315077,195.67703275777438
s4,193.88035681569306,204.01954035725373,183.74117327413242
s5,171.480173264831,180.74516493021318,162.21518159944884
s6,168.12245482571848,178.22558513106742,158.01932452036962
s7,162.899999643313,172.18754012393885,153.6124591626872
s8,155.5107069689058,164.86840439356357,146.1530095442481
s9,154.3267067857633,163.28429578646103,145.3691177850656
s10,191.83926462015495,203.24343082830288,180.43509841200708
s11,194.0466875457617,205.36255644497402,182.7308186465494
s12,165.08754950758518,174.3997891912155,155.7753098239549
s13,173.3444508666984,183.06837143373602,163.62053029966083
s14,182.869032057136,193.50099749507118,172.23706661920082
s15,178.68214700638495,188.82013398524055,168.54416002752941
s16,175.95341937194252,185.6921325312993,166.21470621258575
s17,189.19602487423788,199.52380762892537,178.86824211955042
s18,194.33011715001317,205.45038861985702,183.20984568016937
s19,179.77345187216787,189.09882493515283,170.44807880918296
s20,181.85951251343727,191.2377513105417,172.48127371633285
s21,191.1482189546865,202.2340023557735,180.06243555359953
s22,180.61812853918042,190.85893821790077,170.3773188604601
s23,172.4761923618545,181.56205105665947,163.39033366704956
s24,187.68852158186718,198.03692356740248,177.34011959633187
s25,175.0841918146155,184.86819343620948,165.3001901930216
s26,172.76304789259103,182.653752227619,162.87234355756306
s27,174.34747191335936,183.68228943530903,165.01265439140974
s28,167.317315284722,176.90444855334744,157.7301820160966
s29,163.25657934366723,172.03330678946497,154.47985189786954
s30,163.9213810295967,172.39685987526792,155.4459021839255
