,mn,U,L
s1,60.157572042850376,60.72385458983551,59.59128949586528
s2,63.9352576369632,64.43732507438517,63.433190199541286
s3,83.98263204383426,84.64595708820897,83.31930699945958
s4,78.68220122509199,79.27247887749452,78.09192357268951
s5,69.1865567781107,69.6400814131363,68.73303214308513
s6,63.99401060910729,64.38586748719467,63.60215373101994
s7,65.21208001092728,65.58188628344048,64.84227373841411
s8,63.05279351704571,63.33863934142297,62.76694769266849
s9,58.306770026823955,58.607292402327474,58.00624765132048
s10,79.71877245671102,80.24162981739458,79.1959150960275
s11,73.450984563909,73.91505621568155,72.98691291213652
s12,64.93477251738318,65.37503628658607,64.49450874818031
s13,66.6840004556956,67.02010363569555,66.34789727569567
s14,74.18195363772708,74.69441086033913,73.66949641511505
s15,71.18454315470746,71.60380822909784,70.76527808031707
s16,75.51570875207507,76.08729448109708,74.94412302305312
s17,84.37119575466401,85.06813432932658,83.67425718000149
s18,78.29914160832976,78.86582300420633,77.73246021245322
s19,73.29924990336139,73.76644217109157,72.83205763563123
s20,73.55908544459618,74.00680974976156,73.11136113943084
s21,75.61309991563833,76.17041858317397,75.0557812481027
s22,63.942039384544216,64.27316651760954,63.61091225147892
s23,60.326620772616394,60.736875118804214,59.9163664264286
s24,70.22884859909834,70.69006554944448,69.76763164875226
s25,67.02329886812436,67.44089795454076,66.60569978170795
s26,68.45191972111951,68.918904492826,67.98493494941303
s27,69.70328652285221,70.16866456284649,69.23790848285799
s28,72.32682217142042,72.87967026799043,71.7739740748504
s29,65.50262672102238,65.93827507110994,65.06697837093483
s30,66.65670290827588,67.24226444062643,66.07114137592534
