,mn,U,L
s1,87.16152688172048,89.25435072965473,85.06870303378619
s2,87.49157100482024,88.86543295331883,86.11770905632163
s3,144.45328179458664,146.20098270637476,142.70558088279847
s4,132.4933259176863,135.19784200689895,129.78880982847357
s5,99.81003670745277,103.91486194749396,95.70521146741153
s6,99.83341416388586,100.79943549721767,98.86739283055401
s7,105.28845828698552,106.88472685515603,103.69218971881496
s8,103.29850241008529,104.13275654712234,102.46424827304823
s9,78.6718798665184,81.11427257695985,76.22948715607691
s10,132.5735906562848,134.03592324863416,131.11125806393545
s11,104.94863477938446,107.1319970510176,102.76527250775129
s12,106.87367890248427,106.77844563296355,106.96891217200496
s13,114.80538969225069,115.26104232304424,114.3497370614571
s14,116.14376714868376,116.15203387167467,116.13550042569283
s15,118.50547793845008,119.47330440947874,117.53765146742143
s16,126.82885539488328,127.23355794055382,126.42415284921272
s17,163.9222328513163,167.2230349200212,160.62143078261136
s18,127.17894364108271,129.15358846229245,125.20429881987296
s19,130.07232109751578,130.30588609238677,129.8387561026448
s20,136.05736522061557,135.68331253348134,136.43141790774973
s21,98.57907601038191,103.3431448173917,93.81500720337209
s22,91.30412013348166,93.35713887279167,89.25110139417163
s23,82.37916425658142,86.74994198046944,78.00838653269336
s24,101.91587504634782,105.63438067194916,98.19736942074644
s25,94.21425250278088,95.45016010284616,92.97834490271558
s26,106.34596329254731,106.39295516375141,106.29897142134317
s27,109.31934074898038,110.04072487180001,108.5979566261607
s28,115.33605153874676,115.17298212375219,115.49912095374131
s29,104.16276232851317,105.2753496385346,103.0501750184917
s30,111.48113978494624,115.77896202983877,107.1833175400537
