,mn,U,L
s1,49.754889133581614,49.90545541373831,49.604322853424904
s2,55.7320410775447,55.88510674790356,55.57897540718584
s3,72.357555440313,72.59883621804424,72.11627466258179
s4,64.69722661483297,64.8870812881472,64.50737194151871
s5,61.16307438608326,61.35330005905982,60.97284871310667
s6,57.440277336322794,57.53865340477738,57.34190126786819
s7,60.52968585956214,60.736859000624236,60.322512718500036
s8,56.98866755368733,57.24015355266422,56.737181554710425
s9,55.84364488352548,56.13467028385749,55.55261948319346
s10,67.19930987737766,67.54149939802983,66.85712035672549
s11,75.9394586968597,76.49457050873633,75.38434688498306
s12,59.440531764676685,60.010185704493395,58.87087782485997
s13,59.59820581383902,60.13869558984461,59.057716037833416
s14,55.47256995610522,55.851385312602424,55.09375459960799
s15,60.987757207487256,61.48981060833437,60.485703806640124
s16,52.77662572906202,53.12268480576857,52.43056665235546
s17,66.51908179864388,66.92598469313504,66.11217890415273
s18,66.38623235829633,66.60425026576802,66.1682144508246
s19,55.023476123405814,55.242420154134706,54.80453209267691
s20,56.752511473781055,56.84202880056785,56.66299414699425
s21,67.09049333199877,67.21432216271974,66.96666450127779
s22,63.23818395333999,63.35474146765291,63.12162643902706
s23,57.842547144460724,58.048438006440335,57.6366562824811
s24,62.05298686668173,62.387943744191965,61.71802998917149
s25,61.70237977021654,62.02154035258009,61.38321918785296
s26,58.80748947074277,58.954670720903756,58.66030822058178
s27,59.28036867276076,59.648932013424925,58.91180533209658
s28,59.265357648841814,59.42525102084187,59.105464276841744
s29,59.548862829123735,59.753204064226416,59.344521594021046
s30,61.07981561544526,61.394521105467064,60.76511012542345
