,mn,U,L
s1,116.45034985390984,117.48989911149386,115.41080059632586
s2,117.62129206233622,118.77320207579122,116.46938204888126
s3,158.11880303237936,160.3207871443807,155.9168189203781
s4,145.75759186002728,148.69260137864865,142.8225823414059
s5,112.54693805347148,113.92571604535965,111.16816006158334
s6,97.93356444067595,101.51754455880639,94.34958432254554
s7,108.32636885730784,110.43477692684586,106.21796078776985
s8,99.34623512459929,103.09447207209737,95.59799817710123
s9,116.52131426929817,118.93907018384282,114.10355835475356
s10,112.30273698522149,114.72815733606275,109.87731663438025
s11,108.48481828297791,112.49216781712516,104.47746874883069
s12,98.35188353748542,100.2161617858121,96.48760528915875
s13,123.7486468254182,125.45623435035436,122.04105930048206
s14,117.98719366553709,120.68151997976331,115.29286735131089
s15,109.43740379315597,111.54741881551135,107.3273887708006
s16,116.885537307316,119.7137155853583,114.05735902927371
s17,121.9576412363648,124.04257605620786,119.87270641652174
s18,106.54412761274916,108.24711129183373,104.84114393366461
s19,100.62767703257214,101.60564769856501,99.64970636657928
s20,117.80741107415415,119.93392426462661,115.6808978836817
s21,111.05534520176516,112.98521070652778,109.12547969700256
s22,123.41248499979507,125.4621127686365,121.36285723095364
s23,122.31949157646822,126.4774844485696,118.16149870436686
s24,146.46582806589578,150.5423624089388,142.38929372285276
s25,123.09520072322147,126.12963473743476,120.06076670900819
s26,108.58466118614572,111.41450838699481,105.75481398529665
s27,125.26167150711991,127.163185681092,123.36015733314784
s28,122.1128251263665,124.4427770528913,119.7828731998417
s29,114.61454514309784,116.2045833054199,113.02450698077578
s30,114.92863173253535,115.40292769491887,114.45433577015183
