,mn,U,L
s1,62.57608960573479,62.71146011294199,62.44071909852761
s2,66.16236695093315,66.20227105580776,66.12246284605854
s3,79.21197762946487,80.94974394367416,77.4742113152556
s4,74.20992164132984,75.70676315145897,72.71308013120073
s5,64.95119898652825,65.41567254955976,64.48672542349676
s6,65.59080966505994,67.53583404417145,63.64578528594844
s7,57.73708701025834,59.06401754416781,56.41015647634889
s8,52.4783643554567,52.71007595539885,52.24665275551455
s9,52.0963083673217,53.56583036143996,50.62678637320345
s10,64.38425237918675,67.37739035511457,61.391114403258946
s11,68.1621963910518,70.52453866140442,65.79985412069917
s12,58.515140402916806,59.78391322119503,57.2463675846386
s13,64.22475108144855,66.49600911716718,61.95349304572991
s14,69.55936175998025,72.35709209375429,66.7616314262062
s15,65.26897243851194,66.7219939771149,63.81595089990898
s16,65.96524978371028,66.8715393791008,65.05896018831977
s17,66.00486046224202,66.65000462969631,65.35971629478775
s18,71.21447114077371,72.69089031785794,69.73805196368949
s19,68.18408181930542,68.6227275026894,67.74543613592144
s20,70.55035916450376,70.81484515331351,70.28587317569401
s21,68.82496984303546,70.43713662278579,67.21280306328516
s22,71.32291385490049,73.27647635492553,69.36935135487549
s23,72.19585786676555,73.96102173751495,70.43069399601616
s24,76.56380187863058,78.70456767815918,74.42303607910199
s25,65.6817458904956,67.27131133980545,64.09218044118577
s26,65.25968990236065,67.0227182742166,63.4966615305047
s27,67.13096724755903,68.81054001213275,65.45139448298531
s28,56.99557792609071,58.05756210291838,55.93359374926305
s29,57.890188604622416,57.937811618014294,57.84256559123054
s30,59.28646594982078,59.41145186910689,59.16148003053468
