,mn,U,L
s1,156.43682349134957,162.21154348966314,150.66210349303603
s2,165.45873841320443,171.86992597837758,159.04755084803128
s3,206.99420923546256,215.68391327557018,198.30450519535498
s4,193.88035681569306,201.66555874818872,186.0951548831974
s5,171.480173264831,178.59414163538352,164.36620489427847
s6,168.12245482571848,175.87997388581343,160.36493576562358
s7,162.899999643313,170.03128174324922,155.7687175433768
s8,155.5107069689058,162.69585790098384,148.32555603682778
s9,154.3267067857633,161.2046411788909,147.4487723926357
s10,191.83926462015495,200.5957622649849,183.08276697532503
s11,194.0466875457617,202.73538758367962,185.3579875078438
s12,165.08754950758518,172.23779647606074,157.93730253910965
s13,173.3444508666984,180.81080009290864,165.87810164048815
s14,182.869032057136,191.0326082991831,174.7054558150889
s15,178.68214700638495,186.46643017828748,170.8978638344824
s16,175.95341937194252,183.43112684192434,168.47571190196066
s17,189.19602487423788,197.12603954757043,181.26601020090533
s18,194.33011715001317,202.86863098419303,185.79160331583336
s19,179.77345187216787,186.93378308558414,172.61312065875165
s20,181.85951251343727,189.0604357936351,174.65858923323944
s21,191.1482189546865,199.66025170403014,182.63618620534288
s22,180.61812853918042,188.48136239566327,172.75489468269757
s23,172.4761923618545,179.4526164870548,165.49976823665418
s24,187.68852158186718,195.63436838558624,179.74267477814809
s25,175.0841918146155,182.59667327032147,167.57171035890957
s26,172.76304789259103,180.35745923618435,165.1686365489977
s27,174.34747191335936,181.51505489610025,167.17988893061852
s28,167.317315284722,174.67863467933148,159.95599589011252
s29,163.25657934366723,169.9956422269785,156.51751646035598
s30,163.9213810295967,170.4291352306799,157.4136268285135
