,mn,U,L
s1,25.6373512544803,25.483517335585574,25.79118517337504
s2,33.99539982696822,33.95615040264566,34.03464925129079
s3,53.33178173278955,53.50475220088165,53.15881126469747
s4,45.43316363861082,45.71999997253008,45.146327304691575
s5,31.382878877765457,31.716726556489988,31.04903119904094
s6,33.82759411692003,34.03342125629905,33.621766977541036
s7,42.970642689407995,43.093305907191244,42.84797947162476
s8,34.120357928562605,34.11833006025083,34.122385796874404
s9,43.66173983438387,44.28116672634994,43.04231294241783
s10,44.97978840687182,45.038100871812446,44.921475941931206
s11,42.88617031269312,43.13270666615438,42.639633959231865
s12,42.359218885181086,42.51225936052089,42.2061784098413
s13,52.352267457668994,52.361167929149126,52.34336698618886
s14,47.725316030156996,47.76421424848002,47.68641781183399
s15,35.17836460264491,34.961249189896584,35.39548001539325
s16,40.65641317513284,40.938365181465024,40.374461168800664
s17,44.11946174762083,44.446216420372174,43.792707074869504
s18,36.73917698677544,36.860643060242495,36.61771091330839
s19,33.185558892596724,33.155902306140554,33.2152154790529
s20,39.343607465084695,39.35511587523518,39.332099054934226
s21,32.416656037572615,32.33970453062576,32.49360754451948
s22,35.66970461006055,35.735802387345686,35.60360683277542
s23,40.82775318254853,41.19539059521762,40.46011576987945
s24,58.897468421703145,59.46162159968156,58.33331524372475
s25,47.418850327524424,47.62225749266799,47.215443162380865
s26,33.366898900012345,33.329839022903,33.4039587771217
s27,38.6999474725003,38.84378053441357,38.556114410587035
s28,39.96632937832159,40.157569772049655,39.77508898459352
s29,34.20771128414289,34.284747412399675,34.13067515588612
s30,33.6924265232975,33.69815105792805,33.68670198866697
