,mn,U,L
s1,119.40837491559361,122.81711687100128,115.99963296018595
s2,127.50911255683826,130.92721570995982,124.09100940371673
s3,165.2662220854874,169.81679166901802,160.7156525019568
s4,155.8248555103371,159.8108463079867,151.83886471268752
s5,131.39533799125974,134.08831150675354,128.70236447576593
s6,125.21266082538659,127.61039116546922,122.81493048530399
s7,133.4753147457879,136.30019327421974,130.65043621735603
s8,125.11627720408202,127.23098949921462,123.0015649089494
s9,124.69091481569663,126.68643459710526,122.695395034288
s10,161.64826511960692,165.74440435383505,157.55212588537876
s11,147.69915343660105,151.34310997735943,144.05519689584267
s12,127.02640890208792,129.2563399806462,124.79647782352964
s13,129.1668815216538,131.29142184675732,127.0423411965503
s14,136.12983812519857,139.14362056036998,133.11605569002717
s15,127.97993434821517,130.00708433742233,125.952784359008
s16,139.4413596606945,142.95780638971453,135.92491293167447
s17,156.18974163065434,160.26148216312683,152.11800109818188
s18,145.85836474317438,149.1728190476486,142.54391043870012
s19,133.76497720455666,136.26156563638406,131.26838877272928
s20,133.19674122957974,136.08539713444435,130.3080853247151
s21,134.1711282908586,137.0128397416571,131.32941684006005
s22,125.87439104713008,128.20777342081504,123.54100867344509
s23,128.65095569866057,131.4706672077631,125.831244189558
s24,144.2943519124742,147.836518995856,140.7521848290924
s25,140.27940909943527,143.7368287540807,136.82198944478978
s26,132.63416131222925,136.26497124584188,129.00335137861663
s27,135.44700805729852,138.5462656189208,132.34775049567622
s28,137.14786543949793,140.73045876864143,133.56527211035444
s29,136.73406536320888,139.76255313855984,133.70557758785793
s30,139.70026662300893,142.9793942965872,136.42113894943063
