,mn,U,L
s1,143.10640305874563,144.73247979403718,141.48032632345405
s2,145.65038038379424,147.22491221658413,144.07584855100433
s3,222.68442160498142,224.75024496289208,220.61859824707076
s4,203.60218853098385,205.64829565414274,201.55608140782496
s5,163.81075698522992,165.80491922491427,161.81659474554553
s6,159.21324571558313,160.82900425484547,157.59748717632078
s7,167.48438252161833,169.0892909920412,165.87947405119542
s8,162.93372905302658,164.48686447662743,161.3805936294257
s9,136.92199280246732,138.51827406763147,135.32571153730314
s10,206.06686919504605,207.9093297076714,204.22440868242072
s11,180.32257291112487,182.22091531838603,178.4242305038637
s12,167.88075032500996,169.2189953280321,166.54250532198782
s13,177.01743432662064,178.38010891220094,175.65475974104035
s14,180.5994617669635,182.0910388834719,179.10788465045508
s15,183.1928610950643,184.66194285737615,181.72377933275243
s16,188.06902487162137,189.5335002249079,186.6045495183348
s17,235.7265488092701,237.37206830370573,234.08102931483447
s18,199.470439898305,201.20773393957322,197.73314585703682
s19,192.35780326060313,193.6098870710792,191.1057194501271
s20,198.9541056747776,200.1470271133261,197.76118423622916
s21,171.46096430789171,173.7410288261566,169.18089978962684
s22,155.39748559901437,157.14402609596715,153.6509451020616
s23,142.0581530771117,144.23238791855948,139.883918235664
s24,168.49402274310722,170.6357979295545,166.35224755665996
s25,160.2424962466468,161.86541500053124,158.61957749276235
s26,170.857693951604,172.18628386019736,169.5291040430107
s27,172.3249616187237,173.71117352724218,170.93874971020526
s28,180.24418177701,181.55248716246038,178.93587639155965
s29,165.8432856836972,167.50032086383794,164.1862505035565
s30,173.53881755160384,176.03180060732623,171.04583449588148
