,mn,U,L
s1,230.609403067889,241.77486424160367,219.44394189417415
s2,251.89001931771867,264.0396335486907,239.74040508674648
s3,311.3859770347303,326.7240830087015,296.04787106075895
s4,291.47893125497194,305.3319875311332,277.62587497881054
s5,260.5415926241231,273.36064009718797,247.72254515105806
s6,252.97831666906404,265.14375450883716,240.81287882929078
s7,260.8402069118434,273.7095769711615,247.97083685252505
s8,249.68719544252485,261.283541959658,238.09084892539147
s9,247.32242955760645,258.2327981689119,236.4120609463008
s10,289.7170302200978,303.0482908920252,276.38576954817023
s11,289.9074820417602,304.5977155173118,275.21724856620847
s12,252.43705675392428,264.09186964050076,240.78224386734766
s13,258.4887530791583,269.89386907077636,247.0836370875401
s14,257.38060060614237,269.1099695669907,245.65123164529388
s15,257.3360907958951,268.3814503978177,246.29073119397225
s16,255.5751403973033,266.5504360608786,244.59984473372782
s17,286.0242056131101,298.3065064999119,273.74190472630806
s18,280.25145197783405,293.16883709524046,267.33406686042747
s19,255.40675762365927,266.38881510156875,244.42470014574965
s20,254.17035151931765,265.29644186245633,243.0442611761788
s21,268.3333559872425,281.5547628345813,255.11194913990354
s22,261.89304038022686,274.5953699007838,249.19071085966976
s23,257.71962380291836,270.4577975262548,244.98145007958186
s24,273.8151697582587,286.6395939620099,260.99074555450744
s25,274.0869294948974,287.89599733011664,260.2778616596779
s26,262.0512318824053,276.14172245943223,247.96074130537818
s27,260.9736227260885,272.93412244493044,249.01312300724635
s28,263.0270067133458,276.18862386132093,249.86538956537055
s29,263.38228482728465,275.6601476118449,251.10442204272428
s30,264.40746199535147,276.46034060735604,252.3545833833467
