,mean
0,1.03
1,1.2696153846153846
2,1.5267307692307694
3,0.7430769230769231
4,1.5780769230769232
5,1.5648076923076921
6,1.3890384615384617
7,0.9950000000000002
8,1.8259615384615393
9,1.2398076923076924
10,1.645769230769231
11,0.9040384615384617
12,1.0763461538461536
13,1.146346153846154
14,1.9342307692307692
15,1.1567307692307691
16,1.4019230769230773
17,1.1467307692307693
18,2.0259615384615386
19,0.9873076923076922
20,1.3459615384615387
21,1.5859615384615384
22,1.8101923076923079
23,1.320384615384616
24,1.6330769230769233
25,1.8036538461538463
26,2.0351923076923075
27,1.3555769230769232
28,1.8151923076923078
29,1.5867307692307693
30,1.7842307692307695
31,1.1382692307692308
32,1.6180769230769232
33,1.4017307692307692
34,1.711923076923077
35,1.5511538461538463
36,1.7063461538461544
37,1.747115384615385
38,1.9092307692307693
39,1.5725
40,1.4717307692307686
41,1.6386538461538467
42,1.9553846153846157
43,1.3221153846153848
44,1.4196153846153843
45,1.4828846153846156
46,2.0134615384615384
47,1.4021153846153849
48,1.3567307692307689
49,1.621538461538462
50,1.6684615384615387
51,1.5486538461538462
52,1.4411538461538458
53,1.3884615384615389
54,1.554615384615385
55,1.3507692307692312
56,1.4055769230769228
57,1.475769230769231
58,1.7600000000000002
59,1.2619230769230767
60,1.5230769230769226
61,1.3286538461538464
62,1.4913461538461539
63,1.2432692307692308
64,1.275576923076923
65,1.3701923076923077
66,1.4063461538461541
67,1.1667307692307693
68,1.2265384615384616
69,1.271346153846154
70,1.4115384615384616
71,1.2111538461538465
72,1.1980769230769235
73,1.2107692307692306
74,1.4057692307692309
75,1.348846153846154
76,1.2053846153846155
77,1.3623076923076927
78,1.3980769230769232
79,1.3417307692307696
80,1.1928846153846158
81,1.387884615384616
82,1.442884615384616
83,1.3382692307692305
84,1.2071153846153848
85,1.3740384615384618
86,1.293653846153846
87,1.1855769230769233
88,1.2228846153846153
89,1.2836538461538465
90,1.2128846153846156
91,1.1984615384615387
92,1.205192307692308
93,1.2130769230769234
94,1.2363461538461542
95,1.1973076923076926
96,1.2694230769230772
97,1.3469230769230771
98,1.2930769230769232
99,1.207692307692308
100,1.207692307692308
101,1.2130769230769234
102,1.207692307692308
103,1.2130769230769234
104,1.2130769230769234
105,1.2130769230769234
106,1.2130769230769234
107,1.2130769230769234
108,1.2130769230769234
109,1.2130769230769234
110,1.2130769230769234
111,1.2130769230769234
112,1.2130769230769234
113,1.2130769230769234
114,1.2130769230769234
115,1.2130769230769234
116,1.2130769230769234
117,1.2130769230769234
118,1.2130769230769234
119,1.2130769230769234
