,mean
0,0.7446938775510203
1,0.8167346938775509
2,1.6024489795918366
3,0.5206122448979592
4,1.254489795918367
5,1.5518367346938773
6,1.224897959183673
7,0.8944897959183673
8,1.4412244897959186
9,1.186734693877551
10,1.3183673469387753
11,0.9477551020408163
12,0.7191836734693878
13,1.2124489795918367
14,1.6602040816326529
15,1.1685714285714286
16,1.2624489795918368
17,1.1075510204081631
18,2.1097959183673476
19,0.7273469387755104
20,0.9593877551020409
21,1.5212244897959184
22,1.6785714285714286
23,1.2053061224489796
24,0.9944897959183672
25,1.748163265306122
26,1.9224489795918371
27,1.1612244897959183
28,1.2273469387755103
29,1.6308163265306124
30,1.7136734693877553
31,1.0810204081632655
32,1.6083673469387758
33,1.1281632653061227
34,1.5485714285714287
35,1.135918367346939
36,1.2636734693877554
37,1.9585714285714286
38,1.8332653061224486
39,1.2930612244897959
40,1.0518367346938777
41,1.635714285714286
42,1.8904081632653063
43,1.1736734693877553
44,1.29265306122449
45,1.3600000000000003
46,2.126938775510204
47,1.146938775510204
48,1.0310204081632655
49,1.2353061224489796
50,1.520408163265306
51,1.2530612244897963
52,1.0055102040816328
53,1.0022448979591838
54,1.3651020408163268
55,1.157142857142857
56,1.0381632653061226
57,1.2395918367346939
58,1.4836734693877551
59,0.9659183673469387
60,1.3632653061224491
61,1.1144897959183673
62,1.103265306122449
63,1.156122448979592
64,1.055918367346939
65,1.2055102040816328
66,1.1248979591836734
67,0.982857142857143
68,1.0057142857142858
69,1.0281632653061226
70,1.272857142857143
71,0.9328571428571428
72,0.9822448979591839
73,0.9848979591836736
74,1.2606122448979593
75,1.035714285714286
76,1.096734693877551
77,1.1675510204081634
78,1.2812244897959186
79,1.145918367346939
80,1.026530612244898
81,1.1773469387755102
82,1.3916326530612244
83,1.136938775510204
84,0.9728571428571431
85,1.129387755102041
86,1.2277551020408162
87,0.989387755102041
88,1.0375510204081635
89,1.0489795918367348
90,1.0555102040816329
91,1.0651020408163265
92,1.0581632653061224
93,1.0
94,1.1044897959183673
95,0.9924489795918368
96,1.1179591836734695
97,1.1859183673469387
98,1.123469387755102
99,0.9961224489795919
100,0.9961224489795919
101,0.9961224489795919
102,0.9961224489795919
103,0.9961224489795919
104,0.9961224489795919
105,0.9961224489795919
106,0.9961224489795919
107,0.9961224489795919
108,0.9961224489795919
109,0.9961224489795919
110,0.9961224489795919
111,0.9961224489795919
112,0.9961224489795919
113,0.9961224489795919
114,0.9961224489795919
115,0.9961224489795919
116,0.9961224489795919
117,0.9961224489795919
118,0.9961224489795919
119,0.9961224489795919
