,mean
0,0.7610407954601957
1,0.6294070782159018
2,1.7132907570370803
3,0.5254413948607953
4,0.8303905706849712
5,1.6815380305968548
6,1.477301624374871
7,1.1865169683257921
8,1.4826221756184992
9,1.1768933419521654
10,1.4008572012766016
11,0.7551323529411764
12,0.2955566962260967
13,1.1559583602671841
14,1.4823108619321852
15,1.1453040322234325
16,1.2808492818456054
17,0.6539134884723121
18,1.85746466646099
19,0.4390219809413814
20,0.6676236116824352
21,0.8398727135421141
22,1.4073017284374756
23,0.8417142886336891
24,0.7193580231043467
25,1.4429702650290885
26,1.16756318973259
27,1.175614093422917
28,0.8289578783772789
29,1.646095684481431
30,1.4840022954986192
31,0.9252285067873303
32,1.2143974388168393
33,1.0217852833441068
34,1.8192353124816363
35,0.962819561565885
36,0.9744299063493068
37,1.6871524610382078
38,1.7027632396826407
39,1.0846721640915644
40,1.207759160428561
41,1.354094269230016
42,1.8272201609664849
43,0.7879542153736155
44,1.0298145217339223
45,1.176621325507072
46,1.4834536390268855
47,1.1680554298642536
48,1.0144105987338452
49,1.4124959060547293
50,1.2373700335298188
51,1.2373503016591256
52,1.078485418145203
53,1.0150920599008835
54,1.3986712099175336
55,0.770619532428356
56,1.1877321489784725
57,1.1774327192415428
58,1.2513676801140035
59,0.6376003016591253
60,1.348803577549901
61,1.2678369432226904
62,0.9509253724216958
63,0.8700951849809317
64,0.9075102981796986
65,0.878880521439345
66,0.8967538879232883
67,0.7760618401206637
68,0.817837221256622
69,0.8761186166774403
70,1.1668332978296214
71,0.7229208144796383
72,0.6937756055219292
73,0.7824198987287224
74,0.9487371439834676
75,1.013016968325792
76,0.7704838972302208
77,1.0638164188752424
78,1.055204176950501
79,0.9307092760180995
80,0.790588792335116
81,0.8525365769223237
82,1.1343593166825636
83,0.8714785067873305
84,0.697873956956819
85,0.961977002949288
86,1.0587392359086365
87,0.7064522776745628
88,0.7429773311467317
89,0.7629000798723649
90,0.7355767317461323
91,0.7941445853668703
92,0.8112425883254505
93,0.7106830469053319
94,0.9241272037100658
95,0.7089522776745627
96,0.7398964344792966
97,0.8514522776745628
98,0.8560676622899474
99,0.7139522776745628
100,0.7139522776745628
101,0.7139522776745628
102,0.7139522776745628
103,0.7139522776745628
104,0.7139522776745628
105,0.7139522776745628
106,0.7139522776745628
107,0.7139522776745628
108,0.7139522776745628
109,0.7139522776745628
110,0.7139522776745628
111,0.7139522776745628
112,0.7139522776745628
113,0.7139522776745628
114,0.7139522776745628
115,0.7139522776745628
116,0.7139522776745628
117,0.7139522776745628
118,0.7139522776745628
119,0.7139522776745628
