,mean
0,1.2061481481481484
1,0.9718888888888891
2,1.9654074074074068
3,1.0818888888888887
4,1.475592592592592
5,1.6942962962962964
6,1.3048518518518517
7,1.059111111111111
8,2.078370370370371
9,1.2315185185185185
10,1.7387407407407405
11,1.0950370370370373
12,1.3735555555555556
13,1.3681851851851852
14,2.0089259259259262
15,1.3465185185185184
16,1.7572592592592597
17,1.1185555555555557
18,2.099851851851852
19,1.142814814814815
20,1.6691111111111108
21,1.8017037037037038
22,2.1083703703703702
23,1.5905925925925928
24,1.930407407407408
25,1.8820740740740745
26,2.043740740740741
27,1.6563333333333332
28,1.9337407407407405
29,1.7352222222222222
30,2.0454074074074073
31,1.4587407407407407
32,1.9524444444444449
33,1.8217037037037038
34,1.893185185185185
35,1.8889259259259268
36,1.8752222222222223
37,1.7772592592592589
38,2.0531851851851854
39,1.7844814814814816
40,1.7868888888888892
41,1.838185185185185
42,2.196333333333333
43,1.6776296296296298
44,1.9155925925925925
45,1.8065185185185186
46,2.3289259259259256
47,1.709851851851852
48,1.7546666666666666
49,1.7611481481481484
50,1.8765185185185185
51,1.8981851851851848
52,1.6817037037037041
53,1.6550370370370369
54,1.7574444444444444
55,1.6774444444444452
56,1.7092962962962968
57,1.6881851851851855
58,2.029296296296297
59,1.6167037037037042
60,1.747444444444445
61,1.6696666666666673
62,1.8857777777777782
63,1.6268888888888893
64,1.6365185185185191
65,1.6776296296296296
66,1.6509629629629627
67,1.5428148148148149
68,1.6352222222222224
69,1.7031851851851851
70,1.7055925925925932
71,1.5361481481481485
72,1.557814814814815
73,1.5715185185185185
74,1.6668888888888889
75,1.6572592592592594
76,1.5792962962962966
77,1.6207777777777779
78,1.750592592592593
79,1.809666666666667
80,1.5659629629629634
81,1.6467037037037042
82,1.7413333333333334
83,1.7202222222222228
84,1.5468888888888894
85,1.6191111111111112
86,1.6326296296296299
87,1.5368888888888892
88,1.5581851851851856
89,1.587074074074074
90,1.5507777777777783
91,1.547444444444445
92,1.5502222222222228
93,1.5572592592592593
94,1.5915185185185188
95,1.5480000000000005
96,1.6196666666666673
97,1.6665185185185187
98,1.6174444444444447
99,1.5500370370370373
100,1.5500370370370373
101,1.5500370370370373
102,1.5500370370370373
103,1.5500370370370373
104,1.5500370370370373
105,1.5500370370370373
106,1.5500370370370373
107,1.5500370370370373
108,1.5500370370370373
109,1.5500370370370373
110,1.5500370370370373
111,1.5500370370370373
112,1.5500370370370373
113,1.5500370370370373
114,1.5500370370370373
115,1.5500370370370373
116,1.5500370370370373
117,1.5500370370370373
118,1.5500370370370373
119,1.5500370370370373
