variable,srcmean_gamma,srcmed_gamma,tgtmean_gamma,tgtmed_gamma,numSrc,numTgt
41.73216#41.73492#-87.55528#-87.55176#HOMICIDE-ASSAULT-BATTERY,0.05995564872071517,0.04257585,0.04545270207020702,0.0417224,3157,1111
41.87588#41.87864#-87.76633#-87.76281#HOMICIDE-ASSAULT-BATTERY,0.04968622153311114,0.0409269,0.05015501206113176,0.0458311,3241,2421
41.90905#41.91181#-87.71357#-87.71005#HOMICIDE-ASSAULT-BATTERY,0.09830652157601572,0.048159350000000004,0.048088860153994224,0.0445649,3208,1039
42.0196#42.02236#-87.67487#-87.67136#HOMICIDE-ASSAULT-BATTERY,0.07055735643626151,0.0422221,0.04809833443640124,0.0448541,3324,967
41.99472#41.99749#-87.66432#-87.6608#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.28318254212389377,0.280503,0.12623414389002038,0.126115,2092,982
41.81784#41.8206#-87.69598#-87.69246#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.14564143774468796,0.061189999999999994,0.062428454851228984,0.0474971,2998,773
41.93116#41.93392#-87.70302#-87.6995#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.2981526089186603,0.304145,0.2647529197478568,0.27216399999999996,2061,9915
41.8593#41.86206#-87.7206#-87.71709#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.07671649833518313,0.0448855,0.052818903687888205,0.04595505,3244,2576
41.76256#41.76533#-87.68543#-87.68191#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.07050970520304568,0.043388449999999995,0.05415504135886913,0.0474421,3237,2193
42.00578#42.00854#-87.67136#-87.66784#HOMICIDE-ASSAULT-BATTERY,0.07609364634377967,0.044515799999999994,0.0513796766456267,0.0466986,3283,1109
41.99196#41.99472#-87.69246#-87.68894#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.18448579749387603,0.0742042,0.2273857349422513,0.233618,2668,5801
41.75704#41.7598#-87.57286#-87.56935#HOMICIDE-ASSAULT-BATTERY,0.42722230373201436,0.45405799999999996,0.3885393365853659,0.4228015,996,20008
41.80955#41.81231#-87.60452#-87.60101#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.09790173722943721,0.050487800000000006,0.07346087785310734,0.050036800000000006,3215,885
41.82613#41.82889#-87.66784#-87.66432#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.4730343005260851,0.4631395,0.43418499216253176,0.46061599999999997,822,25595
41.81508#41.81784#-87.64673#-87.64322#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.3900744859367843,0.427538,0.4393363173947237,0.491203,1263,13987
41.80126#41.80402#-87.59397#-87.59045#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.05510497995973363,0.03958540000000001,0.04674852860110804,0.04347895,3279,1444
41.75704#41.7598#-87.62563#-87.62211#HOMICIDE-ASSAULT-BATTERY,0.07398053358585858,0.04355490000000001,0.04758620285954584,0.0436407,3243,1189
41.78744#41.7902#-87.65025#-87.64673#HOMICIDE-ASSAULT-BATTERY,0.048969365153733534,0.03802725,0.055656205007194245,0.0494524,3308,3475
41.77915#41.78191#-87.67839#-87.67487#HOMICIDE-ASSAULT-BATTERY,0.20214266429903058,0.08154715,0.08620197659817351,0.05154415,2579,876
41.74598#41.74874#-87.63618#-87.63266#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.07830829990477702,0.0449755,0.04776096267682264,0.0435426,3227,919
41.7598#41.76256#-87.55879#-87.55528#HOMICIDE-ASSAULT-BATTERY,0.043109908380440924,0.0351666,0.05161133204692807,0.046544999999999996,3322,3239
41.79573#41.79849#-87.59045#-87.58693#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.3076025005098919,0.311994,0.20490983336099586,0.20926399999999998,1946,1205
41.84824#41.85101#-87.70302#-87.6995#HOMICIDE-ASSAULT-BATTERY,0.08201154463092716,0.045993,0.04872904265091864,0.04467805,3232,1524
41.79849#41.80126#-87.62563#-87.62211#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.22270580950250535,0.09955485,0.233567011716673,0.22912099999999996,2596,5266
41.90352#41.90628#-87.69598#-87.69246#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.1223562061755328,0.0541673,0.04807137985074627,0.04424145,3105,670
41.72111#41.72387#-87.5799#-87.57638#HOMICIDE-ASSAULT-BATTERY,0.12212820953930467,0.053978399999999996,0.05194609247999999,0.0428973,3059,625
41.77362#41.77638#-87.61859#-87.61508#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.07239982677299472,0.042531200000000005,0.048626382202447166,0.044844199999999994,3336,899
41.76256#41.76533#-87.63618#-87.63266#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.305388447370479,0.30846999999999997,0.13008968118279568,0.118428,1977,930
41.93116#41.93392#-87.66784#-87.66432#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.2297243510442924,0.1146405,0.09808568527227722,0.07584454999999998,2517,808
41.9809#41.98367#-87.71005#-87.70653#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.4024355906229508,0.422745,0.3513977987423781,0.4294395,1165,13120
41.75704#41.7598#-87.5799#-87.57638#BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,0.2077322737389004,0.0855552,0.12415503733108109,0.09252375,2554,1776
41.97814#41.9809#-87.69246#-87.68894#HOMICIDE-ASSAULT-BATTERY,0.1927961761353018,0.0766465,0.04311845179856115,0.041207850000000004,2671,556
41.97538#41.97814#-87.69246#-87.68894#HOMICIDE-ASSAULT-BATTERY,0.2841672079099307,0.2764125,0.08861082913385827,0.057671900000000005,2090,635
41.77915#41.78191#-87.60804#-87.60452#HOMICIDE-ASSAULT-BATTERY,0.04848114739952719,0.03786185,0.046051477906976744,0.0422559,3278,1806
41.88417#41.88693#-87.76633#-87.76281#HOMICIDE-ASSAULT-BATTERY,0.03885820974242627,0.0324559,0.05207215914870093,0.0470386,3535,5427
