variable,srcmean_gamma,srcmed_gamma,tgtmean_gamma,tgtmed_gamma,numSrc,numTgt
37.57143#38.36735#23.42857#24.83673#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.044629140226510065,0.0298633,0.07375827766179542,0.04162009999999999,431,479
39.95918#40.7551#22.02041#23.42857#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.09801611314596555,0.0686799,0.1139309355172414,0.09593275000000001,245,290
51.10204#51.89796#-3.32653#-1.91837#Bombing_Explosion-Facility_Infrastructure_Attack,0.05510333263707572,0.0379846,0.09916449506578949,0.0763636,357,912
42.34694#43.14286#19.20408#20.61224#Bombing_Explosion-Facility_Infrastructure_Attack,0.09278761552006552,0.07203580000000001,0.08414745743589744,0.0506839,340,195
43.14286#43.93878#45.95918#47.36735#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.02447720081799591,0.0154224,0.0469580015237266,0.0158613,117,2297
41.55102#42.34694#22.02041#23.42857#Bombing_Explosion-Facility_Infrastructure_Attack,0.20947152072368422,0.19829999999999998,0.14586029672131146,0.08533450000000001,165,122
35.97959#36.77551#37.5102#38.91837#Bombing_Explosion-Facility_Infrastructure_Attack,0.2050667793103448,0.18828599999999998,0.1486214205479452,0.0840799,164,73
43.93878#44.73469#43.14286#44.55102#Bombing_Explosion-Facility_Infrastructure_Attack,0.08272768581560284,0.0604842,0.12374772916666668,0.0619941,220,144
39.16327#39.95918#19.20408#20.61224#Bombing_Explosion-Facility_Infrastructure_Attack,0.22368624857142855,0.203729,0.1390270909090909,0.10608900000000002,91,55
51.89796#52.69388#12.16327#13.57143#Bombing_Explosion-Facility_Infrastructure_Attack,0.043919021477118264,0.0423302,0.07594278429118774,0.06369340000000001,665,522
47.91837#48.71429#43.14286#44.55102#Bombing_Explosion-Facility_Infrastructure_Attack,0.09203590279248917,0.050711,0.07442099878419453,0.0444205,286,329
37.57143#38.36735#40.32653#41.73469#Bombing_Explosion-Facility_Infrastructure_Attack,0.17403276804733728,0.129633,0.14557305901639345,0.08416280000000001,95,61
46.32653#47.12245#51.59184#53.0#Bombing_Explosion-Facility_Infrastructure_Attack,0.1944201288590604,0.15709800000000002,0.17395757659574468,0.0841664,93,47
43.14286#43.93878#43.14286#44.55102#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.028842409698558318,0.017211700000000003,0.030803498816568048,0.0138049,109,1859
36.77551#37.57143#37.5102#38.91837#Bombing_Explosion-Facility_Infrastructure_Attack,0.21732509568345323,0.202724,0.1505736107142857,0.10618,95,56
44.73469#45.53061#19.20408#20.61224#Bombing_Explosion-Facility_Infrastructure_Attack,0.21065669058441555,0.19761,0.13786346544117645,0.08421039999999999,173,136
39.95918#40.7551#23.42857#24.83673#Bombing_Explosion-Facility_Infrastructure_Attack,0.09243478755020079,0.06946139999999999,0.11772306790123457,0.07607475,228,162
34.38776#35.18367#36.10204#37.5102#Bombing_Explosion-Facility_Infrastructure_Attack,0.03383930167992927,0.020748,0.05627654350852768,0.0255655,120,2873
32.0#32.79592#20.61224#22.02041#Bombing_Explosion-Facility_Infrastructure_Attack,0.09626444693877552,0.07017625,0.12415363831168831,0.0785418,227,154
36.77551#37.57143#33.28571#34.69388#Bombing_Explosion-Facility_Infrastructure_Attack,0.07928031222967935,0.0644837,0.10693225235849056,0.0576636,315,212
44.73469#45.53061#7.93878#9.34694#Bombing_Explosion-Facility_Infrastructure_Attack,0.09269237880434783,0.06750804999999999,0.12800803333333335,0.0790601,163,96
32.79592#33.59184#40.32653#41.73469#Bombing_Explosion-Facility_Infrastructure_Attack,0.1024081581861013,0.07997389999999999,0.08691129285714287,0.0560042,293,154
35.97959#36.77551#6.53061#7.93878#Bombing_Explosion-Facility_Infrastructure_Attack,0.21049888282208593,0.20643499999999998,0.17528114545454548,0.1322655,103,66
32.79592#33.59184#34.69388#36.10204#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.0435177999002991,0.02328125,0.06194756428571428,0.0382862,374,854
41.55102#42.34694#7.93878#9.34694#Bombing_Explosion-Facility_Infrastructure_Attack,0.04250912924901186,0.0268241,0.058744495867768594,0.0501158,460,605
52.69388#53.4898#-10.36735#-8.95918#Bombing_Explosion-Facility_Infrastructure_Attack,0.21198853564356437,0.199657,0.14209294615384616,0.08427915,170,130
