variable,srcmean_gamma,srcmed_gamma,tgtmean_gamma,tgtmed_gamma,numSrc,numTgt
43.93878#44.73469#41.73469#43.14286#Bombing_Explosion-Facility_Infrastructure_Attack,0.0704879772691397,0.053921500000000004,0.12358730900900902,0.0743334,231,222
36.77551#37.57143#2.30612#3.71429#Bombing_Explosion-Facility_Infrastructure_Attack,0.2349072655319149,0.242193,0.14685236984126984,0.10620999999999998,140,63
41.55102#42.34694#41.73469#43.14286#Bombing_Explosion-Facility_Infrastructure_Attack,0.18932775590551185,0.193339,0.12264701029411765,0.0620866,82,68
40.7551#41.55102#29.06122#30.46939#Bombing_Explosion-Facility_Infrastructure_Attack,0.23947208692307692,0.22969699999999998,0.1855287105263158,0.143191,82,57
37.57143#38.36735#23.42857#24.83673#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.03805197389473684,0.029586,0.10071922877492878,0.050716199999999996,325,351
51.10204#51.89796#10.7551#12.16327#Bombing_Explosion-Facility_Infrastructure_Attack,0.24753833333333336,0.225021,0.134252572173913,0.0841393,96,115
51.89796#52.69388#6.53061#7.93878#Bombing_Explosion-Facility_Infrastructure_Attack,0.22002610506329112,0.21783550000000002,0.16971775384615384,0.106131,97,52
57.46939#58.26531#33.28571#34.69388#Bombing_Explosion-Facility_Infrastructure_Attack,0.16297176039603958,0.10043400000000001,0.14844690491803278,0.10621400000000002,62,61
32.79592#33.59184#44.55102#45.95918#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.06359392593703148,0.0525679,0.09780690646551725,0.06166055,294,232
32.79592#33.59184#34.69388#36.10204#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.058403442411764706,0.0471019,0.06750717133956387,0.03640530000000001,330,321
33.59184#34.38776#40.32653#41.73469#Bombing_Explosion-Facility_Infrastructure_Attack,0.035015008072916666,0.02418065,0.09772492228360957,0.0793217,278,543
35.18367#35.97959#36.10204#37.5102#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.089243539292196,0.0746938,0.1416111631578947,0.0799515,174,133
35.97959#36.77551#0.89796#2.30612#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.09531411987577638,0.08448530000000001,0.13456046972477062,0.0690577,206,109
43.14286#43.93878#45.95918#47.36735#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.03848667114228457,0.017271400000000003,0.058463510630630613,0.041205,86,1110
41.55102#42.34694#43.14286#44.55102#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.05262744158523344,0.039356249999999995,0.07374863112745098,0.05545765,286,408
41.55102#42.34694#22.02041#23.42857#Bombing_Explosion-Facility_Infrastructure_Attack,0.21194632890173412,0.209623,0.15438824594594597,0.0702638,101,37
35.97959#36.77551#6.53061#7.93878#Bombing_Explosion-Facility_Infrastructure_Attack,0.08124978378378378,0.0689246,0.10538629746835441,0.0572476,263,237
32.0#32.79592#44.55102#45.95918#Bombing_Explosion-Facility_Infrastructure_Attack,0.02338341625,0.016964550000000002,0.09446792377414562,0.0470034,77,673
54.28571#55.08163#-7.55102#-6.14286#Bombing_Explosion-Facility_Infrastructure_Attack,0.03246569173789174,0.014971700000000001,0.04351131687817259,0.017362,75,1576
59.06122#59.85714#17.79592#19.20408#Bombing_Explosion-Facility_Infrastructure_Attack,0.2330262729032258,0.229527,0.17659249318181816,0.10625949999999999,96,44
32.79592#33.59184#38.91837#40.32653#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.23961413642384105,0.20764899999999997,0.1646595090909091,0.143092,89,77
48.71429#49.5102#2.30612#3.71429#Bombing_Explosion-Facility_Infrastructure_Attack,0.055918064406779655,0.04256265,0.11899225420560748,0.06695409999999999,310,214
32.0#32.79592#36.10204#37.5102#Bombing_Explosion-Facility_Infrastructure_Attack,0.25349059662162166,0.2533065,0.20926247826086963,0.143295,89,23
35.97959#36.77551#5.12245#6.53061#Bombing_Explosion-Facility_Infrastructure_Attack,0.024531092841648592,0.0177686,0.06123626333754742,0.045493900000000004,76,791
43.14286#43.93878#44.55102#45.95918#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.026645637073170733,0.015705,0.03791241706507304,0.0166937,87,1506
44.73469#45.53061#14.97959#16.38776#Bombing_Explosion-Facility_Infrastructure_Attack,0.2427971347639485,0.245577,0.13137018405797096,0.0841529,143,69
39.16327#39.95918#19.20408#20.61224#Bombing_Explosion-Facility_Infrastructure_Attack,0.228154025984252,0.22071100000000002,0.189814362745098,0.143203,82,51
46.32653#47.12245#30.46939#31.87755#Bombing_Explosion-Facility_Infrastructure_Attack,0.24833144802631577,0.246253,0.1762755677419355,0.10618949999999999,98,62
35.18367#35.97959#-1.91837#-0.5102#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.2236747126506024,0.21917999999999999,0.14415422641509434,0.0840613,101,53
36.77551#37.57143#36.10204#37.5102#Bombing_Explosion-Facility_Infrastructure_Attack,0.21167435929203537,0.220978,0.1517160125,0.10617750000000001,70,64
51.89796#52.69388#12.16327#13.57143#Bombing_Explosion-Facility_Infrastructure_Attack,0.0844265884272997,0.0599889,0.14059886666666666,0.113722,194,195
33.59184#34.38776#43.14286#44.55102#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.02458970326797386,0.014902,0.032403553199498114,0.0155828,99,1594
42.34694#43.14286#47.36735#48.77551#Bombing_Explosion-Facility_Infrastructure_Attack,0.02695295839416058,0.01494455,0.03141931099050203,0.01693255,80,1474
47.91837#48.71429#43.14286#44.55102#Bombing_Explosion-Facility_Infrastructure_Attack,0.22639289253731343,0.219833,0.17675054754098363,0.10738900000000001,80,61
34.38776#35.18367#34.69388#36.10204#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.04981860850027071,0.035931199999999996,0.07097604871465296,0.05913205,255,778
55.87755#56.67347#36.10204#37.5102#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.22514741695906432,0.22458899999999998,0.1418260947368421,0.07061735,108,38
51.89796#52.69388#5.12245#6.53061#Bombing_Explosion-Facility_Infrastructure_Attack,0.23908667290322583,0.219164,0.17311845066666667,0.143085,95,75
39.16327#39.95918#2.30612#3.71429#Bombing_Explosion-Facility_Infrastructure_Attack,0.09881650680751174,0.0878591,0.10293845762711865,0.0499786,145,59
