variable,srcmean_gamma,srcmed_gamma,tgtmean_gamma,tgtmed_gamma,numSrc,numTgt
42.34694#43.14286#9.34694#10.7551#Bombing_Explosion-Facility_Infrastructure_Attack,0.059535814932126695,0.0460595,0.08166440535714285,0.0682732,270,224
33.59184#34.38776#40.32653#41.73469#Bombing_Explosion-Facility_Infrastructure_Attack,0.058035625310559,0.029365299999999997,0.09758572803738316,0.0712841,251,428
33.59184#34.38776#47.36735#48.77551#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.23379277808219176,0.222628,0.1432301875,0.1061985,99,40
41.55102#42.34694#41.73469#43.14286#Bombing_Explosion-Facility_Infrastructure_Attack,0.08893714765432098,0.06849039999999999,0.1499490287671233,0.07936810000000001,174,73
39.95918#40.7551#43.14286#44.55102#Bombing_Explosion-Facility_Infrastructure_Attack,0.19969156260869564,0.179705,0.15671765468749999,0.10607649999999999,74,64
51.89796#52.69388#3.71429#5.12245#Bombing_Explosion-Facility_Infrastructure_Attack,0.22103277338129496,0.217916,0.17309144084507044,0.0952153,91,71
51.10204#51.89796#10.7551#12.16327#Bombing_Explosion-Facility_Infrastructure_Attack,0.2386649515384615,0.22241500000000003,0.13335370818181821,0.08406695,95,110
34.38776#35.18367#5.12245#6.53061#Bombing_Explosion-Facility_Infrastructure_Attack,0.09383727181818183,0.06851574999999999,0.12476418252427186,0.07852310000000001,175,103
57.46939#58.26531#33.28571#34.69388#Bombing_Explosion-Facility_Infrastructure_Attack,0.16318817115384615,0.1124605,0.17328467962962962,0.143122,63,54
47.12245#47.91837#12.16327#13.57143#Bombing_Explosion-Facility_Infrastructure_Attack,0.10550229181636726,0.0827486,0.12027986402877701,0.079273,145,139
32.79592#33.59184#34.69388#36.10204#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.052251483975240716,0.03941215,0.07348219329140462,0.05667819999999999,307,477
34.38776#35.18367#24.83673#26.2449#Bombing_Explosion-Facility_Infrastructure_Attack,0.19456463230769228,0.194511,0.17088675135135134,0.10613299999999999,84,37
42.34694#43.14286#19.20408#20.61224#Bombing_Explosion-Facility_Infrastructure_Attack,0.21246041869918697,0.249806,0.1804658451612903,0.1067785,80,62
53.4898#54.28571#-6.14286#-4.73469#Bombing_Explosion-Facility_Infrastructure_Attack,0.23665109136690646,0.23179899999999998,0.171477535483871,0.08421435000000001,99,62
43.14286#43.93878#45.95918#47.36735#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.04570808886597938,0.0178774,0.03634696318141197,0.0177507,88,1119
41.55102#42.34694#43.14286#44.55102#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.05142715540398741,0.038995,0.07738433349056606,0.06677185,286,424
41.55102#42.34694#22.02041#23.42857#Bombing_Explosion-Facility_Infrastructure_Attack,0.21058191111111113,0.22738200000000003,0.14558812790697673,0.0840256,95,43
32.0#32.79592#44.55102#45.95918#Bombing_Explosion-Facility_Infrastructure_Attack,0.027046311853448274,0.016852149999999996,0.08394976273006134,0.044501,74,652
54.28571#55.08163#-7.55102#-6.14286#Bombing_Explosion-Facility_Infrastructure_Attack,0.04649428206896552,0.0179935,0.054338402599009905,0.026530400000000003,80,1616
48.71429#49.5102#2.30612#3.71429#Bombing_Explosion-Facility_Infrastructure_Attack,0.0810065916592724,0.06986,0.12465902222222223,0.0685033,212,144
35.97959#36.77551#5.12245#6.53061#Bombing_Explosion-Facility_Infrastructure_Attack,0.026619252857142853,0.01621485,0.07414794777006938,0.056333400000000006,75,1009
43.14286#43.93878#44.55102#45.95918#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.027477872085889567,0.015433800000000001,0.04042343082706766,0.0198873,82,1596
54.28571#55.08163#-3.32653#-1.91837#Bombing_Explosion-Facility_Infrastructure_Attack,0.24306004098360656,0.231952,0.1262652125,0.07684179999999999,130,104
42.34694#43.14286#41.73469#43.14286#Bombing_Explosion-Facility_Infrastructure_Attack,0.030282177818991098,0.0216701,0.07733961886792452,0.0396228,323,530
46.32653#47.12245#30.46939#31.87755#Bombing_Explosion-Facility_Infrastructure_Attack,0.23069138642857143,0.231952,0.14370802763157897,0.08443814999999999,100,76
47.12245#47.91837#7.93878#9.34694#Bombing_Explosion-Facility_Infrastructure_Attack,0.23389741880341877,0.256348,0.16505222222222227,0.10621550000000002,87,54
35.18367#35.97959#-1.91837#-0.5102#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.2159773259259259,0.2191125,0.15305684255319146,0.10625899999999999,102,47
35.97959#36.77551#2.30612#3.71429#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.026268089898989898,0.017104599999999998,0.07792570168650793,0.053710850000000004,75,1008
34.38776#35.18367#7.93878#9.34694#Bombing_Explosion-Facility_Infrastructure_Attack,0.04500454531864674,0.031776900000000004,0.09611742616632861,0.0733045,287,493
35.18367#35.97959#0.89796#2.30612#Bombing_Explosion-Facility_Infrastructure_Attack,0.09228683114754098,0.07222689999999998,0.13216857843137256,0.0792185,131,153
35.97959#36.77551#44.55102#45.95918#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.0882291076335878,0.0670793,0.1343064607142857,0.10062949999999998,125,112
51.89796#52.69388#5.12245#6.53061#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.23424152312925164,0.236816,0.141697221875,0.106074,102,64
34.38776#35.18367#34.69388#36.10204#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.0452302454595186,0.03333225,0.06910100918499354,0.055105799999999996,257,773
55.87755#56.67347#36.10204#37.5102#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.238629401459854,0.235154,0.1448241257142857,0.0847778,100,35
34.38776#35.18367#43.14286#44.55102#Bombing_Explosion-Facility_Infrastructure_Attack,0.02784506943521595,0.015460499999999999,0.036711094780635396,0.01598815,82,1322
39.16327#39.95918#2.30612#3.71429#Bombing_Explosion-Facility_Infrastructure_Attack,0.08861820284463895,0.0729754,0.10330739047619047,0.0723487,148,63
