variable,srcmean_gamma,srcmed_gamma,tgtmean_gamma,tgtmed_gamma,numSrc,numTgt
37.57143#38.36735#23.42857#24.83673#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.0444949347733711,0.02957555,0.07958399824561403,0.04263635,511,570
39.95918#40.7551#22.02041#23.42857#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.1016793315607735,0.0798806,0.10581961460055096,0.0887192,323,363
51.10204#51.89796#-3.32653#-1.91837#Bombing_Explosion-Facility_Infrastructure_Attack,0.03547120957496497,0.0225603,0.08338429488337096,0.058699400000000006,480,1329
42.34694#43.14286#19.20408#20.61224#Bombing_Explosion-Facility_Infrastructure_Attack,0.08269956854166667,0.06565660000000001,0.09972331934156378,0.0534285,338,243
43.14286#43.93878#45.95918#47.36735#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.025071690557275542,0.01574305,0.059927831918412354,0.03961819999999999,124,1814
41.55102#42.34694#22.02041#23.42857#Bombing_Explosion-Facility_Infrastructure_Attack,0.19887760807017543,0.190877,0.13581713437499998,0.0841381,164,128
35.97959#36.77551#37.5102#38.91837#Bombing_Explosion-Facility_Infrastructure_Attack,0.06539249208378672,0.04685785,0.08715544615384614,0.051527199999999995,474,403
43.93878#44.73469#43.14286#44.55102#Bombing_Explosion-Facility_Infrastructure_Attack,0.0819439590618337,0.0663314,0.1196913684931507,0.07934585,211,146
49.5102#50.30612#29.06122#30.46939#Bombing_Explosion-Facility_Infrastructure_Attack,0.2318377464788732,0.2164185,0.12574369,0.08418315,168,30
42.34694#43.14286#41.73469#43.14286#Bombing_Explosion-Facility_Infrastructure_Attack,0.1846039937172775,0.14464000000000002,0.13667253203125002,0.07676140000000001,114,128
46.32653#47.12245#30.46939#31.87755#Bombing_Explosion-Facility_Infrastructure_Attack,0.06736280744186046,0.03575575,0.07667750552238806,0.0427858,441,670
51.89796#52.69388#12.16327#13.57143#Bombing_Explosion-Facility_Infrastructure_Attack,0.035758106906206254,0.0209365,0.06743147003231018,0.0473253,448,1238
47.91837#48.71429#43.14286#44.55102#Bombing_Explosion-Facility_Infrastructure_Attack,0.06571637041640771,0.0460839,0.0812271355960265,0.0604171,282,604
37.57143#38.36735#40.32653#41.73469#Bombing_Explosion-Facility_Infrastructure_Attack,0.1770270707142857,0.1155115,0.14232742424242423,0.0957316,92,66
46.32653#47.12245#51.59184#53.0#Bombing_Explosion-Facility_Infrastructure_Attack,0.18919522642857142,0.14517000000000002,0.165866675,0.10607550000000002,85,48
43.14286#43.93878#43.14286#44.55102#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.027756904411764708,0.01808295,0.060288347364152485,0.041148699999999996,122,1233
36.77551#37.57143#37.5102#38.91837#Bombing_Explosion-Facility_Infrastructure_Attack,0.1656457572200393,0.05442655,0.08564487270131355,0.0604724,163,1751
44.73469#45.53061#19.20408#20.61224#Bombing_Explosion-Facility_Infrastructure_Attack,0.19798405625,0.18535400000000002,0.13209662290076335,0.0840745,162,131
39.95918#40.7551#23.42857#24.83673#Bombing_Explosion-Facility_Infrastructure_Attack,0.09247123041401274,0.0742661,0.12122792733333335,0.0795214,226,150
34.38776#35.18367#36.10204#37.5102#Bombing_Explosion-Facility_Infrastructure_Attack,0.034934224315514996,0.020176100000000002,0.04720102825501347,0.0219496,151,3341
32.0#32.79592#20.61224#22.02041#Bombing_Explosion-Facility_Infrastructure_Attack,0.0769325659099099,0.0327557,0.08473571940085593,0.05559975,378,1402
32.0#32.79592#10.7551#12.16327#Bombing_Explosion-Facility_Infrastructure_Attack,0.21165574597315437,0.1907295,0.1301341753246753,0.0841585,164,77
32.79592#33.59184#40.32653#41.73469#Bombing_Explosion-Facility_Infrastructure_Attack,0.09108112493036212,0.0807261,0.0892454069620253,0.0506356,290,158
42.34694#43.14286#9.34694#10.7551#Bombing_Explosion-Facility_Infrastructure_Attack,0.07157554217926186,0.0529555,0.09136701880597015,0.0544878,416,335
41.55102#42.34694#7.93878#9.34694#Bombing_Explosion-Facility_Infrastructure_Attack,0.033562511016949154,0.0237789,0.06948399640387275,0.056264699999999994,538,723
52.69388#53.4898#-10.36735#-8.95918#Bombing_Explosion-Facility_Infrastructure_Attack,0.20157195952380957,0.1895635,0.12833815724637682,0.0772129,161,138
47.91837#48.71429#38.91837#40.32653#Bombing_Explosion-Facility_Infrastructure_Attack,0.08333017623045745,0.054957400000000003,0.07258471975452951,0.0424306,168,3422
55.08163#55.87755#37.5102#38.91837#Bombing_Explosion-Facility_Infrastructure_Attack,0.03694435366289458,0.0242701,0.09168494785100287,0.0655703,333,698
48.71429#49.5102#2.30612#3.71429#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.11672476398104265,0.0838958,0.06627571428571429,0.042268400000000005,195,217
53.4898#54.28571#-0.5102#0.89796#Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,0.1863265932075472,0.138572,0.1281657381443299,0.10601600000000001,141,97
42.34694#43.14286#26.2449#27.65306#Bombing_Explosion-Facility_Infrastructure_Attack,0.20271937370129872,0.1910935,0.12102305928571429,0.0841395,171,140
42.34694#43.14286#-1.91837#-0.5102#Bombing_Explosion-Facility_Infrastructure_Attack,0.18201766715328463,0.138803,0.14848328539325842,0.10604300000000001,151,89
50.30612#51.10204#3.71429#5.12245#Bombing_Explosion-Facility_Infrastructure_Attack,0.0883317081115336,0.06434930000000001,0.11043645336787564,0.0619259,292,193
