loc_id,lattgt1,lattgt2,lontgt1,lontgt2,varsrc,vartgt,num_models,auc,tpr,fpr,horizon
models/133model,41.55102,42.346940000000004,-8.95918,-7.551019999999999,VAR,VAR,20,0.993102,1.0,0.00828729,7
models/133model,41.55102,42.346940000000004,-8.95918,-7.551019999999999,Bombing_Explosion-Facility_Infrastructure_Attack,VAR,20,0.493113,-1.0,-1.0,7
models/133model,41.55102,42.346940000000004,-8.95918,-7.551019999999999,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,VAR,20,0.845506,-1.0,0.162983,7
models/133model,41.55102,42.346940000000004,-8.95918,-7.551019999999999,ALL,VAR,20,0.781795,-1.0,0.417127,7
models/626model,51.10204,51.89796,19.204079999999998,20.61224,VAR,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,20,0.9999950000000001,1.0,0.0,7
models/626model,51.10204,51.89796,19.204079999999998,20.61224,Bombing_Explosion-Facility_Infrastructure_Attack,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,20,0.9999950000000001,1.0,0.0,7
models/626model,51.10204,51.89796,19.204079999999998,20.61224,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,20,0.9999950000000001,1.0,0.0,7
models/626model,51.10204,51.89796,19.204079999999998,20.61224,ALL,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,20,0.9999950000000001,1.0,0.0,7
models/255model,55.081630000000004,55.87755,48.77551,50.18367,VAR,VAR,20,0.9999950000000001,1.0,0.0,7
models/255model,55.081630000000004,55.87755,48.77551,50.18367,Bombing_Explosion-Facility_Infrastructure_Attack,VAR,20,0.9999950000000001,1.0,0.0,7
models/255model,55.081630000000004,55.87755,48.77551,50.18367,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,VAR,20,0.9999950000000001,1.0,0.0,7
models/255model,55.081630000000004,55.87755,48.77551,50.18367,ALL,VAR,20,0.9999950000000001,1.0,0.0,7
models/506model,59.06122,59.85714,23.42857,24.83673,VAR,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.9999950000000001,1.0,0.0,7
models/506model,59.06122,59.85714,23.42857,24.83673,Bombing_Explosion-Facility_Infrastructure_Attack,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.9999950000000001,1.0,0.0,7
models/506model,59.06122,59.85714,23.42857,24.83673,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.9999950000000001,1.0,0.0,7
models/506model,59.06122,59.85714,23.42857,24.83673,ALL,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.9999950000000001,1.0,0.0,7
models/407model,42.346940000000004,43.14286,20.61224,22.020410000000002,VAR,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.9365969999999999,1.0,0.10924400000000001,7
models/407model,42.346940000000004,43.14286,20.61224,22.020410000000002,Bombing_Explosion-Facility_Infrastructure_Attack,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.7459640000000001,0.5,0.596639,7
models/407model,42.346940000000004,43.14286,20.61224,22.020410000000002,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.733371,0.5,0.561453,7
models/407model,42.346940000000004,43.14286,20.61224,22.020410000000002,ALL,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.6553680000000001,-1.0,0.413408,7
models/152model,42.346940000000004,43.14286,26.2449,27.653059999999996,VAR,VAR,20,0.9999950000000001,1.0,0.0,7
models/152model,42.346940000000004,43.14286,26.2449,27.653059999999996,Bombing_Explosion-Facility_Infrastructure_Attack,VAR,20,0.9999950000000001,1.0,0.0,7
