loc_id,lattgt1,lattgt2,lontgt1,lontgt2,varsrc,vartgt,num_models,auc,tpr,fpr,horizon
models/133model,40.7551,41.55102,13.57143,14.97959,VAR,VAR,20,0.9999950000000001,1.0,0.0,7
models/133model,40.7551,41.55102,13.57143,14.97959,Bombing_Explosion-Facility_Infrastructure_Attack,VAR,20,0.9999950000000001,1.0,0.0,7
models/133model,40.7551,41.55102,13.57143,14.97959,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,VAR,20,0.9999950000000001,1.0,0.0,7
models/133model,40.7551,41.55102,13.57143,14.97959,ALL,VAR,20,0.9999950000000001,1.0,0.0,7
models/626model,32.79592,33.591840000000005,43.14286,44.55102,VAR,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,20,0.694235,0.292517,0.584746,7
models/626model,32.79592,33.591840000000005,43.14286,44.55102,Bombing_Explosion-Facility_Infrastructure_Attack,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,20,0.7466020000000001,0.442953,0.5,7
models/626model,32.79592,33.591840000000005,43.14286,44.55102,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,20,0.707665,0.4,0.545455,7
models/626model,32.79592,33.591840000000005,43.14286,44.55102,ALL,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,20,0.747803,0.46323500000000006,0.44444399999999995,7
models/255model,50.30612,51.10204,30.46939,31.87755,VAR,VAR,20,0.7925810000000001,0.6,0.48012200000000005,7
models/255model,50.30612,51.10204,30.46939,31.87755,Bombing_Explosion-Facility_Infrastructure_Attack,VAR,20,0.76455,0.47618999999999995,0.50774,7
models/255model,50.30612,51.10204,30.46939,31.87755,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,VAR,20,0.678555,0.22222199999999998,0.684049,7
models/255model,50.30612,51.10204,30.46939,31.87755,ALL,VAR,20,0.741985,0.4,0.530488,7
models/506model,46.32653,47.12245,29.061220000000002,30.46939,VAR,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.9999950000000001,1.0,0.0,7
models/506model,46.32653,47.12245,29.061220000000002,30.46939,Bombing_Explosion-Facility_Infrastructure_Attack,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.9999950000000001,1.0,0.0,7
models/506model,46.32653,47.12245,29.061220000000002,30.46939,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.9999950000000001,1.0,0.0,7
models/506model,46.32653,47.12245,29.061220000000002,30.46939,ALL,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.9999950000000001,1.0,0.0,7
models/407model,36.77551,37.57143,41.73469,43.14286,VAR,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.691905,0.30232600000000004,0.568493,7
models/407model,36.77551,37.57143,41.73469,43.14286,Bombing_Explosion-Facility_Infrastructure_Attack,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.610133,0.16279100000000002,0.685121,7
models/407model,36.77551,37.57143,41.73469,43.14286,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.728337,0.243902,0.43103400000000003,7
models/407model,36.77551,37.57143,41.73469,43.14286,ALL,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.701106,0.325581,0.491349,7
models/152model,41.55102,42.346940000000004,47.36735,48.77551,VAR,VAR,20,0.5893609999999999,0.14285699999999998,0.74359,7
models/152model,41.55102,42.346940000000004,47.36735,48.77551,Bombing_Explosion-Facility_Infrastructure_Attack,VAR,20,0.682721,0.125,0.482759,7
models/152model,41.55102,42.346940000000004,47.36735,48.77551,Armed_Assault-Hostage_Taking_Barricade_Incident-Hijacking-Assassination-Hostage_Taking_Kidnapping_,VAR,20,0.822868,0.428571,0.211429,7
models/152model,41.55102,42.346940000000004,47.36735,48.77551,ALL,VAR,20,0.710801,0.14285699999999998,0.530086,7
models/533model,48.714290000000005,49.5102,36.10204,37.5102,VAR,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.9999950000000001,1.0,0.0,7
models/533model,48.714290000000005,49.5102,36.10204,37.5102,Bombing_Explosion-Facility_Infrastructure_Attack,Bombing_Explosion-Facility_Infrastructure_Attack,20,0.9999950000000001,1.0,0.0,7
