Current_Popularity,Enter,Leave,Meeting,time,site
254.49393263607308,18.54547249393523,12.647200462271584,24.947387661612133,361,Site-2629
336.4842259301059,43.59977514760366,18.951012152724157,26.6721455475148,362,Site-2629
809.0950798468433,55.73529976062538,82.7551409411431,79.08414791146977,363,Site-2629
36.289634202889786,5.997848990323976,10.364343473305528,14.573375585291764,364,Site-2629
145.01938323929372,23.66022458777982,14.222633865301212,31.261448532793363,365,Site-2629
345.8993362443863,45.931424380124724,21.054984741436847,20.309460689815847,366,Site-2629
806.8085122335857,56.960605955835526,81.45019298422162,70.12862075532061,367,Site-2629
61.66017718718941,8.5562873860418,14.727888623708466,17.38231532881092,368,Site-2629
572.9950369076926,45.1267828518461,41.133761173535454,34.41821057902336,369,Site-2629
383.24402366071547,46.60028065760705,32.94159714805428,32.034093348423966,370,Site-2629
715.3266200224451,53.378296625835524,70.53651909177007,73.84915600320214,371,Site-2629
58.20393538444972,8.90429610719983,15.154611957731122,18.727032229532373,372,Site-2629
542.126911510673,40.594753484198165,37.16485031014763,46.601350005385974,373,Site-2629
397.65084849104204,45.84033534637088,31.468485317552414,27.01444469467158,374,Site-2629
690.7200766631855,54.8221073221024,67.98949400884679,61.78689900224837,375,Site-2629
68.01276945836064,6.168895980831863,12.825340871120718,20.25275975431408,376,Site-2629
156.10046770959988,23.331873729470537,21.880039629458583,30.663669454409646,377,Site-2629
375.4773219503548,46.70036507219376,21.017881538094393,27.61015798164611,378,Site-2629
793.2682188675325,57.890978344101164,78.23404005083484,69.98041977898497,379,Site-2629
81.89897933127932,5.263354579337124,11.12910472343847,22.421222795207484,380,Site-2629
210.37846024585906,17.338575623092723,13.593643277628907,20.790943958530395,381,Site-2629
331.7910627058257,45.15066595886237,18.608211366960834,25.13602846045009,382,Site-2629
807.9789091833453,57.22545103268769,75.5963469315731,80.03800462986364,383,Site-2629
87.79168972606135,8.33661444066198,11.870529020276257,16.502706582077032,384,Site-2629
217.1207296132969,20.889874603036837,16.9122440853271,26.8769360328851,385,Site-2629
364.71095734918515,44.266844922298176,25.43261199183369,26.47809334413168,386,Site-2629
751.2087954878432,54.958961840712725,73.10172181732446,75.54674762357462,387,Site-2629
63.190568475977614,8.556902020204168,10.319797306836971,24.507573025624666,388,Site-2629
145.59993566183695,19.526201865153848,17.341048883732004,26.93349290264636,389,Site-2629
346.2190165176411,43.260903728193085,23.85021898589006,20.05158422112383,390,Site-2629
711.9733025968375,52.18525118909628,67.1269622601918,55.78492906770796,391,Site-2629
78.95164466760976,10.007873351244296,11.49791095167946,21.613037577202512,392,Site-2629
200.86751797933297,18.75851404162118,13.368278212696291,32.70220912220766,393,Site-2629
338.0262428299923,41.48701251841657,21.89924207595837,21.986110407982903,394,Site-2629
679.812721854002,51.14691966556649,64.90211297705538,67.4334297257364,395,Site-2629
94.59871208455252,14.681788713382721,15.064034052633431,18.65441667660371,396,Site-2629
429.5800236086445,38.638111490378364,31.203796100943077,35.863625169968046,397,Site-2629
338.72847747194584,43.16678069272506,31.60590997302989,18.77443531093383,398,Site-2629
555.9398729054816,48.99524236452797,62.971064650672396,49.79288263233753,399,Site-2629
180.34188620618707,11.998035558500414,12.684246420668556,14.18791923467103,400,Site-2629
366.1509946957529,35.30281936524546,30.11459304698441,29.520158444500726,401,Site-2629
336.47637840138947,42.221560560473364,29.24857885800635,28.011498557506194,402,Site-2629
573.3804094630838,49.80863176290873,61.34891383295373,42.256210020582294,403,Site-2629
152.88430694373508,12.343222106711702,16.19956676481052,20.534423027313547,404,Site-2629
