,gamma,gamma_dot
0.06134969263803681,0.33550100000000005,0.5089520000000001
0.12269938527607362,0.414525,0.5368029999999999
0.18404907791411043,0.377314,0.226649
0.24539877055214723,0.262382,0.12980999999999998
0.30674846319018406,0.106396,0.0627586
0.36809815582822086,0.0620457,0.0133899
0.42944784846625766,0.0,0.000325782
0.49079754110429447,0.0,0.0
0.5521472337423313,0.0,0.0
0.6134969263803681,0.0,0.0570607
0.6748466190184049,0.171284,0.09966560000000001
0.7361963116564417,0.041803,0.08965189999999999
0.7975460042944785,0.0,0.473308
0.8588956969325153,0.0861686,0.247739
0.9202453895705521,0.219728,0.457028
0.9815950822085889,0.18271400000000002,0.35171399999999997
1.0429447748466258,0.169051,0.288084
1.1042944674846626,0.0745787,0.270939
1.1656441601226994,0.132231,0.11879
1.2269938527607362,0.0,0.0385096
1.288343545398773,0.0,0.00954897
1.3496932380368099,0.0,0.0
1.4110429306748467,0.0,0.0
1.4723926233128835,0.0333102,0.0648127
1.5337423159509203,0.14933,0.250979
1.595092008588957,0.23973899999999998,0.40624899999999997
1.6564417012269939,0.222322,0.397766
1.7177913938650307,0.208112,0.377377
1.7791410865030675,0.10699700000000001,0.351073
1.8404907791411043,0.0651163,0.291016
1.901840471779141,0.123197,0.12306199999999999
1.9631901644171779,0.100479,0.191329
2.0245398570552147,0.033994800000000006,0.06882189999999999
2.0858895496932517,0.0169,0.0
2.1472392423312883,0.00364985,0.0224004
2.2085889349693253,0.00033272699999999995,0.0
2.269938627607362,0.0,0.118674
2.331288320245399,0.0784659,0.0
2.3926380128834355,0.058071199999999996,0.135434
2.4539877055214725,0.0374195,0.209839
2.515337398159509,0.129471,0.20341199999999998
2.576687090797546,0.0587769,0.280675
2.6380367834355827,0.0913842,0.216002
2.6993864760736197,0.050274599999999996,0.115124
2.7607361687116563,0.138991,0.207181
2.8220858613496933,0.101359,0.199552
2.88343555398773,0.0358875,0.22715300000000002
2.944785246625767,0.07076569999999999,0.14817
3.0061349392638035,0.00788636,0.0353541
3.0674846319018405,0.000767245,0.142565
3.128834324539877,0.118094,0.0
3.190184017177914,0.00715303,0.145073
3.2515337098159507,0.11773900000000001,0.211998
3.3128834024539877,0.019658000000000002,0.243979
3.3742330950920243,0.09929249999999999,0.0696729
3.4355827877300613,0.109127,0.203872
3.496932480368098,0.117773,0.0
3.558282173006135,0.0,0.06604969999999999
3.6196318656441715,0.085267,0.103343
3.6809815582822085,0.11841099999999999,0.244488
3.742331250920245,0.0884094,0.136202
3.803680943558282,0.016894299999999998,0.0659377
3.8650306361963187,0.021531599999999998,0.0
3.9263803288343557,0.0,0.0241494
3.9877300214723927,0.0,0.00042929199999999995
4.049079714110429,0.0,0.196427
4.110429406748466,0.0,0.0
4.171779099386503,0.11664400000000001,0.187407
4.23312879202454,0.0,0.08457680000000001
4.2944784846625765,0.14125,0.245725
4.355828177300613,0.175623,0.293016
4.417177869938651,0.225392,0.311275
4.478527562576687,0.22244,0.203498
4.539877255214724,0.198711,0.268915
4.60122694785276,0.163997,0.254349
4.662576640490798,0.061427499999999996,0.233393
4.723926333128834,0.09081460000000001,0.084348
4.785276025766871,0.0,0.034557300000000006
4.8466257184049075,0.0101344,0.0
4.907975411042945,0.00408835,0.0
4.969325103680982,0.145269,0.00364141
5.030674796319018,0.0,0.0
5.092024488957055,0.0,0.436468
5.153374181595092,0.0,0.262855
5.214723874233129,0.213498,0.22058000000000003
5.276073566871165,0.152674,0.390034
5.337423259509202,0.22999,0.31182600000000005
5.398772952147239,0.21524000000000001,0.169929
5.460122644785276,0.0,0.10896199999999999
5.521472337423313,0.156131,0.25309699999999996
5.582822030061349,0.089655,0.17186700000000002
5.644171722699387,0.0480511,0.103808
5.705521415337423,0.00903554,0.0442748
5.76687110797546,0.0829564,0.013208500000000001
5.828220800613496,0.0,0.0
5.889570493251534,0.0,0.0
5.95092018588957,0.0552804,0.0168526
6.012269878527607,0.10425999999999999,0.214666
6.073619571165644,0.441856,0.47401000000000004
6.134969263803681,0.391418,0.720457
6.196318956441718,0.719989,0.693643
6.257668649079754,0.707833,0.6851109999999999
6.319018341717792,0.489295,0.0
6.380368034355828,0.334989,0.42462
6.441717726993865,0.21722199999999997,0.208227
6.503067419631901,0.172189,0.11568800000000001
6.564417112269939,0.0980687,0.0289056
6.625766804907975,0.00901348,0.00815212
6.687116497546012,0.0,0.00211769
6.748466190184049,0.0,0.0
6.809815882822086,0.08761039999999999,0.374618
6.871165575460123,0.12395199999999999,0.231371
6.932515268098159,0.146449,0.10127799999999999
6.993864960736196,0.225647,0.375664
7.055214653374233,0.233683,0.390718
