,x,xdot
1e-06,6.04e-10,0.000607999
6e-06,3.74399e-09,0.000647996
3.1e-05,2.24437e-08,0.000847978
0.000156,1.90932e-07,0.00184781
0.000781,2.90763e-06,0.00684509
0.003906,6.32869e-05,0.0317846
0.019531,0.0015275,0.155308
0.09765599999999999,0.0369539,0.743366
0.22465900000000003,0.186692,1.59205
0.305398,0.33441,2.05629
0.374298,0.488063,2.39322
0.43237600000000004,0.633903,2.61822
0.482821,0.769641,2.75236
0.533266,0.9102950000000001,2.80955
0.573789,1.02388,2.78467
0.614313,1.13496,2.68408
0.649667,1.22727,2.52677
0.68502,1.31281,2.30043
0.720374,1.38911,2.00485
0.755728,1.4538,1.64455
0.786335,1.4987700000000002,1.2878399999999999
0.8169420000000001,1.53231,0.8994989999999999
0.84755,1.5536299999999998,0.491541
0.878157,1.56234,0.07760700000000001
0.9087649999999999,1.55847,-0.328088
0.939372,1.5424799999999999,-0.711915
0.96998,1.5152299999999999,-1.06189
1.0005899999999999,1.4779200000000001,-1.36853
1.0322200000000001,1.4303,-1.6329799999999999
1.0650899999999999,1.3729200000000001,-1.84738
1.0995700000000002,1.30631,-2.0056599999999998
1.13614,1.23098,-2.10264
1.1754799999999999,1.14741,-2.13355
1.2186299999999999,1.05597,-2.0933200000000003
1.26739,0.956526,-1.9744400000000002
1.3261,0.8466319999999999,-1.7582200000000001
1.3984,0.731186,-1.4274799999999999
1.47069,0.640945,-1.0669899999999999
1.54298,0.57692,-0.7060069999999999
1.61527,0.5384399999999999,-0.36254899999999995
1.6921,0.523636,-0.0290272
1.77783,0.535419,0.294687
1.8728599999999997,0.5777720000000001,0.583558
1.95482,0.633502,0.765293
2.03678,0.701292,0.8765430000000001
2.10354,0.76122,0.9097780000000001
2.1703,0.821542,0.887993
2.23706,0.878534,0.810026
2.2939599999999998,0.921694,0.7007369999999999
2.35086,0.9576020000000001,0.555956
2.4077599999999997,0.984406,0.381999
2.46466,1.00068,0.187451
2.52156,1.0055399999999999,-0.0175202
2.57845,0.998693,-0.222208
2.63535,0.98045,-0.416562
2.69225,0.951644,-0.592276
2.74982,0.9130209999999999,-0.745149
2.80989,0.8642120000000001,-0.8746889999999999
2.87345,0.8051470000000001,-0.978158
2.94158,0.735737,-1.05398
3.0156099999999997,0.6557189999999999,-1.10251
3.0973900000000003,0.564404,-1.1267
3.18969,0.460004,-1.13299
3.2980099999999997,0.3373,-1.13287
3.44266,0.172567,-1.15034
3.5973699999999997,-0.00968891,-1.2145
3.70855,-0.148763,-1.29112
3.8227,-0.30148600000000003,-1.3859299999999999
3.93685,-0.464975,-1.4748299999999999
4.02349,-0.594779,-1.5159799999999999
4.09439,-0.70249,-1.516
4.16529,-0.8086979999999999,-1.4713399999999999
4.22194,-0.890071,-1.3951799999999999
4.278580000000001,-0.965985,-1.27804
4.33523,-1.03406,-1.1184
4.38358,-1.08418,-0.9503379999999999
4.43193,-1.1255600000000001,-0.7574649999999999
4.48029,-1.15714,-0.5466409999999999
4.52864,-1.17828,-0.326805
4.57699,-1.18877,-0.10819400000000001
4.62535,-1.1889299999999998,0.0986873
4.6737,-1.17957,0.284142
4.72205,-1.16193,0.440216
4.77161,-1.13689,0.56385
4.82404,-1.10483,0.65123
4.8812,-1.0661100000000001,0.695209
4.94638,-1.02081,0.6844020000000001
5.01524,-0.9758389999999999,0.612337
5.08411,-0.937594,0.49151999999999996
5.15297,-0.9089280000000001,0.336542
5.221830000000001,-0.891704,0.161456
5.2907,-0.8868540000000001,-0.0207801
5.35956,-0.894458,-0.198348
5.42842,-0.9138149999999999,-0.36039099999999996
5.4972900000000005,-0.9435049999999999,-0.49686
5.567880000000001,-0.9824809999999999,-0.600605
5.64651,-1.0325600000000001,-0.6629149999999999
5.71265,-1.07676,-0.666038
5.77879,-1.11962,-0.622183
5.83367,-1.15196,-0.551617
