,x,xdot
1e-06,6.04e-10,0.000608
6e-06,3.744e-09,0.000648
3.1e-05,2.2444000000000002e-08,0.000847998
0.000156,1.9094300000000002e-07,0.00184798
0.000781,2.90836e-06,0.00684771
0.003906,6.33624e-05,0.0318416
0.019531,0.00153649,0.156682
0.09765599999999999,0.0380433,0.776489
0.21150100000000002,0.176952,1.6583900000000003
0.304701,0.36385700000000004,2.34456
0.397901,0.611628,2.95284
0.45234399999999997,0.780332,3.23126
0.498406,0.9331370000000001,3.389
0.538871,1.0716700000000001,3.4428300000000003
0.579336,1.21036,3.3921300000000003
0.6128979999999999,1.3221399999999999,3.25342
0.646461,1.4276200000000001,3.01459
0.6800229999999999,1.5233,2.6686900000000002
0.708358,1.5937700000000001,2.29308
0.736694,1.65257,1.8459599999999998
0.765029,1.6978,1.3372600000000001
0.7933640000000001,1.7279099999999998,0.781712
0.821699,1.74183,0.198025
0.850035,1.7390599999999998,-0.392615
0.8783700000000001,1.7197200000000001,-0.968419
0.9067049999999999,1.68452,-1.5090000000000001
0.935041,1.6347,-1.99711
0.963376,1.57196,-2.4199200000000003
0.991711,1.4982600000000001,-2.76959
1.02005,1.41572,-3.04315
1.0483799999999999,1.32651,-3.24201
1.07762,1.2296,-3.37394
1.1084200000000002,1.1245100000000001,-3.4409
1.14121,1.01146,-3.4429800000000004
1.17656,0.8906700000000001,-3.38045
1.21525,0.762162,-3.25342
1.2584799999999998,0.625541,-3.06065
1.30831,0.479458,-2.79667
1.3693899999999999,0.319371,-2.44177
1.46017,0.12247100000000001,-1.8954099999999998
1.55095,-0.0249587,-1.35493
1.64559,-0.127187,-0.808856
1.76328,-0.18391400000000002,-0.161795
1.8906900000000002,-0.16262200000000002,0.485421
2.0204,-0.0607822,1.0716299999999999
2.1501099999999997,0.11177899999999999,1.57451
2.24703,0.280021,1.8869200000000002
2.32523,0.435708,2.0844099999999997
2.3917200000000003,0.578322,2.19542
2.45001,0.707666,2.23124
2.5083,0.836939,2.1896299999999997
2.5563,0.9397620000000001,2.08281
2.60429,1.03566,1.8998099999999998
2.6522900000000003,1.1208200000000001,1.63475
2.69287,1.18151,1.34683
2.73346,1.2294100000000001,1.00549
2.7740400000000003,1.26253,0.6203489999999999
2.81462,1.27935,0.20517
2.8552,1.2790000000000001,-0.223321
2.89578,1.26129,-0.647282
2.9363599999999996,1.22675,-1.0498399999999999
2.9769400000000004,1.17656,-1.41697
3.01752,1.11236,-1.73889
3.0581,1.03611,-2.01056
3.09868,0.9498709999999999,-2.23149
3.13995,0.8539889999999999,-2.4076
3.18335,0.746333,-2.54693
3.22974,0.625542,-2.6543200000000002
3.28027,0.489226,-2.73627
3.33684,0.33247899999999997,-2.8019700000000003
3.4032699999999996,0.144228,-2.86479
3.4893099999999997,-0.10570299999999999,-2.94608
3.58475,-0.39124200000000003,-3.03418
3.65323,-0.600372,-3.0653099999999998
3.70687,-0.764372,-3.03995
3.75359,-0.904767,-2.9584099999999998
3.8003099999999996,-1.03964,-2.8001099999999997
3.83931,-1.1450799999999999,-2.5955
3.87831,-1.24111,-2.31638
3.91731,-1.32474,-1.9598200000000001
3.9509,-1.38456,-1.59333
3.98449,-1.43125,-1.17918
4.01809,-1.46338,-0.728692
4.05168,-1.47997,-0.256817
4.0852699999999995,-1.48059,0.21915300000000001
4.11886,-1.4654,0.681231
4.15245,-1.43516,1.11251
4.18605,-1.39116,1.49874
4.21964,-1.3351,1.82942
4.25323,-1.26895,2.09832
4.28682,-1.19484,2.3033200000000003
4.32112,-1.11317,2.44828
4.35701,-1.02357,2.5352099999999997
4.39498,-0.9265610000000001,2.56323
4.43564,-0.8227909999999999,2.53145
4.47976,-0.712954,2.43873
4.52845,-0.5978220000000001,2.28266
4.583419999999999,-0.478335,2.05765
4.64768,-0.355781,1.7501400000000003
4.72816,-0.231902,1.32189
4.85733,-0.10880699999999999,0.574416
4.98649,-0.0854712,-0.218944
5.09463,-0.146059,-0.9036129999999999
5.187869999999999,-0.258033,-1.49767
5.28111,-0.424887,-2.07627
5.37435,-0.643405,-2.59492
5.43404,-0.806404,-2.85303
5.48307,-0.949945,-2.98818
5.52594,-1.07915,-3.0244
5.56881,-1.20784,-2.9607900000000003
5.60431,-1.31067,-2.81735
5.63981,-1.40678,-2.58161
5.67531,-1.49282,-2.2492400000000004
5.70531,-1.55514,-1.8947
5.73532,-1.60589,-1.47916
5.76532,-1.6433900000000001,-1.0134299999999998
5.795319999999999,-1.66635,-0.512493
5.82532,-1.6739700000000002,0.00557702
5.85532,-1.6660400000000002,0.521068
5.88532,-1.64293,1.01444
5.91533,-1.6055700000000002,1.46807
5.94533,-1.55538,1.8677099999999998
5.9753300000000005,-1.49414,2.20332
6.005330000000001,-1.42387,2.46945
6.03533,-1.34667,2.66486
6.06594,-1.26296,2.79382
6.09804,-1.17205,2.85851
6.13213,-1.07445,2.8573
6.16876,-0.9708549999999999,2.7882599999999997
6.20871,-0.862041,2.64878
6.25315,-0.7489,2.43417
6.30405,-0.632437,2.13443
