,x,xdot
1e-06,-2e-07,-0.2
6e-06,-1.2e-06,-0.200001
3.1e-05,-6.2001e-06,-0.200006
0.000156,-3.12024e-05,-0.200031
0.000781,-0.00015626,-0.200154
0.003906,-0.0007826510000000001,-0.200724
0.019531,-0.00393499,-0.202467
0.09765599999999999,-0.0192965,-0.182831
0.215984,-0.0348396,-0.06162619999999999
0.339909,-0.0288,0.176759
0.465703,0.0137567,0.513016
0.6065159999999999,0.116718,0.9561719999999999
0.750997,0.28832399999999997,1.41211
0.866886,0.470279,1.7127
0.966467,0.6498109999999999,1.8744599999999998
1.06605,0.839303,1.9072200000000001
1.15341,1.0025700000000002,1.8105200000000001
1.2407700000000002,1.15222,1.59727
1.32812,1.27883,1.2880200000000002
1.42147,1.3809,0.891532
1.51481,1.4446299999999999,0.474217
1.61424,1.47046,0.052284699999999996
1.72325,1.45364,-0.348051
1.8187200000000001,1.40636,-0.6316
1.91419,1.33512,-0.850242
2.01385,1.2417799999999999,-1.01175
2.13077,1.1163399999999999,-1.1198700000000001
2.26005,0.968893,-1.14574
2.38932,0.823845,-1.08514
2.5186,0.691293,-0.9561200000000001
2.64787,0.578436,-0.785783
2.81181,0.46793,-0.5681039999999999
2.98772,0.382776,-0.423832
3.1276200000000003,0.324083,-0.438154
3.26994,0.251724,-0.6060180000000001
3.41225,0.143801,-0.93725
3.5306599999999997,0.0107527,-1.32503
3.63975,-0.156406,-1.74711
3.7488300000000003,-0.37114899999999995,-2.1882200000000003
3.8460900000000002,-0.601661,-2.5396
3.92228,-0.8033170000000001,-2.73814
3.9984800000000003,-1.0161,-2.82504
4.06355,-1.1992399999999999,-2.78491
4.12862,-1.37601,-2.62889
4.19369,-1.5389899999999999,-2.36381
4.26412,-1.69245,-1.9813
4.329940000000001,-1.80955,-1.5714299999999999
4.39576,-1.8990599999999997,-1.14895
4.46159,-1.9612,-0.7440869999999999
4.53268,-1.99975,-0.34879499999999997
4.60039,-2.0120299999999998,-0.0226413
4.6681,-2.00395,0.253268
4.73581,-1.97879,0.482479
4.80352,-1.93955,0.670301
4.87122,-1.88884,0.82209
4.93992,-1.828,0.9439549999999999
5.0128699999999995,-1.75538,1.04201
5.09201,-1.66979,1.11538
5.18009,-1.56932,1.15975
5.2832099999999995,-1.4490299999999998,1.1649100000000001
5.39772,-1.31795,1.11543
5.5215,-1.18621,1.0040200000000001
5.6452800000000005,-1.07131,0.8462360000000001
5.773619999999999,-0.9747100000000001,0.657429
5.93847,-0.885702,0.431208
6.103330000000001,-0.827368,0.298745
6.24138,-0.786698,0.31250300000000003
6.3596699999999995,-0.743474,0.436357
6.4779599999999995,-0.6791659999999999,0.668937
6.59625,-0.581091,1.00596
6.7145399999999995,-0.437454,1.43719
6.81835,-0.26569499999999996,1.88078
6.92634,-0.035593,2.38504
7.034339999999999,0.24943,2.887
7.11205,0.486307,3.1974400000000003
7.1779399999999995,0.703658,3.3846800000000004
7.24383,0.92996,3.46294
7.3014600000000005,1.1287,3.4159300000000004
7.3590800000000005,1.3212899999999999,3.24835
7.4167,1.50079,2.96389
7.47693,1.66772,2.56446
7.539389999999999,1.81305,2.08121
7.60185,1.9272599999999998,1.57597
7.66431,2.01035,1.09087
7.72677,2.06455,0.654034
7.78857,2.0931599999999997,0.282537
7.85036,2.1007599999999997,-0.0263969
7.912160000000001,2.0911,-0.276978
7.97395,2.06759,-0.476166
8.03575,2.0331599999999996,-0.63134
8.097539999999999,1.99033,-0.749101
8.1602,1.94052,-0.835832
8.22675,1.8827,-0.896733
8.29862,1.8168400000000002,-0.930781
8.37763,1.7429400000000002,-0.934424
8.46692,1.6607299999999998,-0.9006719999999999
8.57254,1.56968,-0.8158810000000001
8.69304,1.4796,-0.67242
8.81887,1.40621,-0.49080100000000004
8.95223,1.35392,-0.296429
9.083839999999999,1.32565,-0.143044
9.21546,1.3128600000000001,-0.0668903
9.34707,1.3034,-0.095929
9.467039999999999,1.28521,-0.22322899999999998
9.587019999999999,1.24617,-0.44191499999999995
9.70699,1.17603,-0.739275
9.82696,1.06621,-1.10111
9.94694,0.9096690000000001,-1.51684
10.0774,0.6793779999999999,-2.0232
10.1842,0.43935799999999997,-2.47428
10.2911,0.150088,-2.94029
