,x,xdot
1e-06,2.08333e-19,6.24999e-13
6e-06,4.4999799999999997e-17,2.24999e-11
3.1e-05,6.20634e-15,6.00609e-10
0.000156,7.90843e-13,1.5208e-08
0.000781,9.91973e-11,3.80978e-07
0.003906,1.2385e-08,9.50454e-06
0.019531,1.5333500000000001e-06,0.00023457
0.09765599999999999,0.000182632,0.00549816
0.213407,0.00177628,0.023899200000000002
0.33974499999999996,0.00664659,0.0547635
0.47297700000000004,0.0165892,0.0956181
0.613448,0.0333948,0.144368
0.7622760000000001,0.058936300000000004,0.199174
0.921216,0.0953074,0.258411
1.09324,0.14516199999999999,0.320722
1.28447,0.21276799999999998,0.385325
1.51521,0.309823,0.45407200000000003
1.72534,0.41089899999999996,0.506208
1.93546,0.521787,0.547363
2.1455900000000003,0.640124,0.577047
2.3257,0.745644,0.59323
2.50582,0.853311,0.6009
2.68593,0.9616030000000001,0.6002029999999999
2.8660400000000004,1.06903,0.591366
3.04616,1.17416,0.574688
3.22627,1.2756,0.550529
3.40639,1.37205,0.5193
3.5865,1.4622700000000002,0.481461
3.7666199999999996,1.54512,0.437512
3.94673,1.61954,0.387991
4.1268400000000005,1.68458,0.333467
4.30696,1.7394,0.274537
4.48707,1.78325,0.211823
4.66719,1.81552,0.145966
4.8473,1.83568,0.07761950000000001
5.027419999999999,1.8433700000000002,0.0074499
5.20753,1.8383,-0.0638721
5.38764,1.82033,-0.135675
5.56776,1.7894400000000001,-0.20729099999999998
5.74787,1.7457099999999999,-0.278062
5.93201,1.68796,-0.348869
6.12138,1.61517,-0.419357
6.31762,1.52597,-0.48916499999999996
6.52335,1.4181700000000002,-0.558018
6.74357,1.28769,-0.6259140000000001
6.99135,1.1239700000000001,-0.694029
7.23645,0.9465879999999999,-0.751708
7.48155,0.756351,-0.798784
7.6856800000000005,0.5900350000000001,-0.829327
7.889819999999999,0.418322,-0.851611
8.093960000000001,0.24292600000000003,-0.865366
8.29809,0.06560880000000001,-0.870418
8.47793,-0.0907694,-0.8675889999999999
8.657760000000001,-0.246025,-0.857944
8.837589999999999,-0.398939,-0.8415450000000001
9.017430000000001,-0.548304,-0.8185100000000001
9.19726,-0.6929420000000001,-0.789009
9.377089999999999,-0.8317100000000001,-0.75327
9.55693,-0.9635100000000001,-0.711568
9.73676,-1.0873,-0.66423
9.91659,-1.2021,-0.61163
10.0964,-1.3069899999999999,-0.554182
10.2763,-1.40115,-0.49234300000000003
10.4561,-1.48384,-0.426605
10.6359,-1.55439,-0.357493
10.8158,-1.61225,-0.285559
10.9956,-1.6569599999999998,-0.211377
11.1754,-1.6881700000000002,-0.135543
11.3553,-1.70565,-0.05866469999999999
11.5351,-1.70925,0.0186419
11.7149,-1.69895,0.0957557
11.8948,-1.6748599999999998,0.172057
12.0746,-1.63715,0.24693400000000001
12.2598,-1.58446,0.32190100000000005
12.4506,-1.51588,0.396248
12.6488,-1.42998,0.469616
12.8575,-1.32438,0.541808
13.0825,-1.1942700000000002,0.613032
13.3422,-1.0254299999999998,0.685483
13.5799,-0.8556239999999999,0.741671
13.8176,-0.6736989999999999,0.787371
14.0193,-0.511721,0.817443
14.220999999999998,-0.344513,0.8391930000000001
14.4227,-0.173777,0.852402
14.6244,-0.00124924,0.856936
14.8261,0.17131300000000002,0.8527520000000001
15.002,0.32051199999999996,0.8420120000000001
15.177999999999999,0.46724499999999997,0.824752
15.3539,0.610378,0.801106
15.5299,0.7488,0.771258
15.7058,0.8814420000000001,0.735438
15.8818,1.00728,0.693924
16.0578,1.12533,0.647038
16.2337,1.23468,0.595143
16.4097,1.33449,0.538641
16.5856,1.4239899999999999,0.477968
16.7616,1.50248,0.413596
16.9375,1.56935,0.346021
17.1135,1.62409,0.275767
17.2894,1.6662700000000001,0.203377
17.4654,1.69557,0.129412
17.6414,1.71176,0.054443399999999996
17.8173,1.7147,-0.020947900000000002
17.9933,1.70439,-0.0961788
18.1692,1.6809,-0.170667
18.3498,1.6432799999999999,-0.24573699999999998
18.5349,1.59084,-0.32058600000000004
18.7255,1.52262,-0.394801
18.9233,1.43718,-0.46805399999999997
19.1314,1.33219,-0.540141
19.3556,1.2030100000000001,-0.6112390000000001
19.6128,1.03625,-0.683338
19.8519,0.865864,-0.740243
20.090999999999998,0.683122,-0.786583
20.2931,0.520921,-0.817022
20.4953,0.353406,-0.839125
20.6974,0.182285,-0.852665
20.8995,0.00930596,-0.857505
21.1016,-0.163767,-0.8535950000000001
21.2777,-0.313216,-0.843087
21.4537,-0.46023800000000004,-0.826052
21.6298,-0.603696,-0.80262
21.8058,-0.742479,-0.7729739999999999
21.9819,-0.8755120000000001,-0.737342
22.1579,-1.00176,-0.696001
22.334,-1.12026,-0.64927
22.5101,-1.2300799999999998,-0.597512
22.6861,-1.33037,-0.541127
22.8622,-1.4203700000000001,-0.48055200000000003
23.0382,-1.49936,-0.416256
23.2143,-1.56674,-0.34873699999999996
23.3903,-1.62199,-0.278518
23.5664,-1.66468,-0.20614200000000002
23.7424,-1.69448,-0.132169
23.9185,-1.7111599999999998,-0.057173800000000004
24.0945,-1.71459,0.0182644
24.2706,-1.7047400000000001,0.0935612
24.4466,-1.6816900000000001,0.168133
24.6271,-1.6445400000000001,0.243225
24.811999999999998,-1.59261,0.318098
25.0024,-1.52493,0.392347
25.2,-1.4400899999999999,0.465642
25.4077,-1.33579,0.537774
25.6312,-1.20753,0.6088979999999999
25.8867,-1.0425,0.680872
26.1268,-0.871925,0.738395
26.3669,-0.6887979999999999,0.7852899999999999
26.5693,-0.52656,0.8160729999999999
26.7718,-0.35893200000000003,0.838501
26.9742,-0.187628,0.852345
27.1767,-0.014403999999999998,0.8574620000000001
27.3791,0.158968,0.853801
27.5553,0.30853200000000003,0.8435020000000001
27.7314,0.455704,0.826666
27.9075,0.599346,0.803424
28.0836,0.738342,0.7739550000000001
28.2598,0.871617,0.7384890000000001
28.4359,0.998136,0.697299
28.612,1.1169200000000001,0.650705
28.7881,1.22705,0.599068
28.9643,1.3276700000000001,0.5427890000000001
29.1404,1.4180000000000001,0.482303
29.3165,1.49734,0.418079
29.4926,1.5650700000000002,0.350615
29.6687,1.62068,0.280434
29.8449,1.66373,0.20808000000000001
30.021,1.6938799999999998,0.134113
30.1971,1.71091,0.0591066
30.3732,1.7146700000000001,-0.0163577
30.5494,1.70515,-0.0916953
30.7255,1.68242,-0.166322
30.9059,1.6456099999999998,-0.241423
31.0907,1.59404,-0.316308
31.2809,1.52675,-0.390575
31.4783,1.44235,-0.46389600000000003
31.6857,1.33856,-0.536057
31.9087,1.21096,-0.607196
32.163000000000004,1.04718,-0.679079
32.4038,0.8764940000000001,-0.7370439999999999
32.6446,0.6931229999999999,-0.7843399999999999
32.8473,0.530849,-0.81538
33.05,0.363128,-0.838051
33.2527,0.191679,-0.8521209999999999
33.4554,0.0182628,-0.8574450000000001
33.6581,-0.155341,-0.8539690000000001
33.8343,-0.30499299999999996,-0.843824
34.0104,-0.45228100000000004,-0.8271370000000001
34.1866,-0.596061,-0.804035
34.3628,-0.73522,-0.774699
34.539,-0.868676,-0.739354
