,gamma,gamma_dot
0.05878894708994709,0.536047,0.709531
0.11757789417989419,0.485284,0.45104799999999995
0.17636684126984128,0.34382199999999996,0.39222199999999996
0.23515578835978837,0.177811,0.16203599999999999
0.2939447354497355,0.08752560000000001,0.0360515
0.35273368253968257,0.0357859,0.015453
0.41152262962962965,0.0,0.00411542
0.47031157671957674,0.0,0.0
0.5291005238095239,0.0,0.446143
0.587889470899471,0.004889800000000001,0.431204
0.646678417989418,0.148228,0.48331999999999997
0.7054673650793651,0.09933489999999999,0.425196
0.7642563121693122,0.26955100000000004,0.428304
0.8230452592592593,0.27865500000000004,0.409516
0.8818342063492064,0.27262,0.379282
0.9406231534391535,0.24843,0.0
0.9994121005291006,0.174537,0.352716
1.0582010476190478,0.137654,0.290304
1.1169899947089947,0.0469152,0.26952800000000005
1.175778941798942,0.0267851,0.0
1.234567888888889,0.040326999999999995,0.0522265
1.293356835978836,0.0129733,0.11561300000000001
1.352145783068783,0.00177803,0.0
1.4109347301587303,0.0,0.0
1.4697236772486773,0.07020119999999999,0.0197676
1.5285126243386244,0.079015,0.214227
1.5873015714285714,0.209218,0.28613299999999997
1.6460905185185186,0.185945,0.271384
1.7048794656084656,0.17587,0.23974499999999999
1.7636684126984128,0.14596900000000002,0.24678699999999998
1.8224573597883598,0.156182,0.204335
1.881246306878307,0.134696,0.14277
1.9400352539682542,0.1229,0.17508800000000002
1.9988242010582011,0.0,0.11083499999999999
2.0576131481481483,0.029854200000000004,0.0559053
2.1164020952380955,0.017628599999999998,0.0
2.1751910423280423,0.0351986,0.038755
2.2339799894179895,0.0099681,0.0
2.2927689365079367,0.00220825,0.026539999999999998
2.351557883597884,0.0373504,0.010205500000000001
2.4103468306878306,0.0198676,0.052527
2.469135777777778,0.0114324,0.11366300000000001
2.527924724867725,0.0,0.105582
2.586713671957672,0.0,0.0912669
2.645502619047619,0.0292779,0.105958
2.704291566137566,0.0,0.0851403
2.7630805132275134,0.0553814,0.0793193
2.8218694603174606,0.0496928,0.0803865
2.8806584074074078,0.041346499999999994,0.07461330000000001
