,x,xdot
1e-06,6.04e-10,0.000608
6e-06,3.744e-09,0.000648
3.1e-05,2.2444000000000002e-08,0.000848
0.000156,1.90944e-07,0.001848
0.000781,2.90844e-06,0.00684799
0.003906,6.33706e-05,0.03184770000000001
0.019531,0.00153747,0.156831
0.09765599999999999,0.0381636,0.780176
0.195945,0.153038,1.55467
0.294234,0.342937,2.3026299999999997
0.392522,0.603342,2.9763900000000003
0.44828599999999996,0.778187,3.2808900000000003
0.494742,0.935001,3.45515
0.535304,1.07679,3.52041
0.575865,1.21912,3.47736
0.6092930000000001,1.3333700000000002,3.3416699999999997
0.642721,1.44137,3.1017200000000003
0.6722060000000001,1.52855,2.7970099999999998
0.701692,1.60544,2.404
0.7311770000000001,1.6694900000000001,1.92747
0.760663,1.71839,1.37855
0.7862640000000001,1.74708,0.856499
0.811865,1.7620200000000001,0.30739299999999997
0.8374659999999999,1.76273,-0.252224
0.863067,1.7491599999999998,-0.805044
0.888668,1.7217099999999999,-1.33433
0.91427,1.68117,-1.82519
0.9398709999999999,1.62869,-2.26554
0.9654719999999999,1.5656700000000001,-2.6468
0.991073,1.49371,-2.96402
1.0175,1.4117899999999999,-3.22283
1.04493,1.32054,-3.4195599999999997
1.07361,1.22041,-3.5524199999999997
1.10385,1.11178,-3.62079
1.13606,0.9948969999999999,-3.62485
1.1708,0.869859,-3.56525
1.20882,0.73646,-3.44248
1.2513299999999998,0.5939399999999999,-3.25563
1.30043,0.440255,-2.99948
1.36095,0.26907600000000004,-2.6535
1.44919,0.0579471,-2.13083
1.5374299999999999,-0.107037,-1.6096700000000002
1.6292,-0.230161,-1.07497
1.73652,-0.31245700000000004,-0.46133199999999996
1.85585,-0.32805,0.193324
1.95593,-0.282844,0.7028439999999999
2.056,-0.188994,1.16422
2.15607,-0.051566999999999995,1.5736299999999999
2.25615,0.124222,1.9305400000000001
2.34634,0.310917,2.19948
2.4188400000000003,0.47664799999999996,2.3624099999999997
2.48049,0.625099,2.44292
2.53477,0.758209,2.44971
2.58905,0.88959,2.37573
2.6341900000000003,0.993991,2.23805
2.67932,1.09041,2.02075
2.72445,1.1751200000000002,1.7186
2.7629,1.23517,1.39529
2.80135,1.2817100000000001,1.01734
2.8398,1.31283,0.595414
2.8782400000000004,1.32712,0.144295
2.91669,1.32378,-0.318405
2.95514,1.30272,-0.7741899999999999
2.99359,1.2645600000000001,-1.2058
3.0320400000000003,1.21049,-1.5991
3.07048,1.14221,-1.9443599999999999
3.10893,1.06166,-2.23677
3.14738,0.9708950000000001,-2.47617
3.18643,0.870268,-2.66892
3.22748,0.757371,-2.82412
3.27137,0.630602,-2.94722
3.3191800000000002,0.487203,-3.04541
3.3728,0.32160500000000003,-3.1289
3.43595,0.121341,-3.21264
3.51802,-0.14674,-3.32036
3.60736,-0.44840100000000005,-3.4276
3.6669300000000002,-0.653816,-3.45949
3.71561,-0.82176,-3.4296900000000003
3.7583599999999997,-0.966666,-3.3373199999999996
3.80111,-1.10589,-3.1604799999999997
3.8370699999999998,-1.21566,-2.93165
3.87302,-1.3157299999999998,-2.62033
3.90898,-1.40307,-2.22312
3.9400199999999996,-1.4658799999999998,-1.81377
3.97106,-1.51511,-1.35033
4.0021,-1.5492700000000001,-0.844691
4.03314,-1.5672700000000002,-0.312722
4.06418,-1.5686,0.22704000000000002
4.095219999999999,-1.5533,0.755088
4.12626,-1.52204,1.2528299999999999
4.1573,-1.476,1.7043099999999998
4.18834,-1.4168399999999999,2.09747
4.21938,-1.34648,2.42476
4.25042,-1.26702,2.68319
4.28146,-1.18061,2.87374
4.31381,-1.0853700000000002,3.00457
4.3478699999999995,-0.981643,3.0754099999999998
4.38411,-0.86979,3.0863099999999997
4.42316,-0.750063,3.03752
4.46585,-0.622527,2.92881
4.51348,-0.48692399999999997,2.75809
4.568219999999999,-0.342329,2.51824
4.6347,-0.18573499999999998,2.1871
4.73562,0.00743967,1.63278
4.836530000000001,0.142279,1.03244
4.93745,0.214464,0.392027
5.048080000000001,0.21729600000000002,-0.34579099999999996
5.18901,0.10052699999999999,-1.31472
5.27833,-0.0446282,-1.9356900000000001
5.37066,-0.252934,-2.57498
5.46298,-0.5191319999999999,-3.18055
5.5237300000000005,-0.7229359999999999,-3.51674
5.57108,-0.894267,-3.7052099999999997
5.61174,-1.04685,-3.78445
5.65241,-1.20059,-3.7565800000000005
5.6854,-1.32277,-3.6338199999999996
5.71839,-1.43919,-3.4049300000000002
5.74731,-1.5336,-3.1082400000000003
5.77623,-1.61809,-2.71863
5.80515,-1.68998,-2.23889
5.83408,-1.7468099999999998,-1.6784599999999998
5.85896,-1.7820099999999999,-1.14399
5.88384,-1.8034599999999998,-0.575838
5.90873,-1.81053,0.00941344
5.93361,-1.8030000000000002,0.593871
5.9585,-1.7811299999999999,1.15967
5.98338,-1.74558,1.6903700000000002
6.00826,-1.6974099999999999,2.17205
6.03315,-1.6379700000000001,2.59421
6.0580300000000005,-1.56885,2.9500900000000003
6.08328,-1.4905700000000002,3.24031
