,gamma,gamma_dot
0.03692762149187592,0.6407390000000001,0.256232
0.07385524298375185,0.599713,0.5766789999999999
0.11078286447562777,0.319902,0.46632700000000005
0.1477104859675037,0.219142,0.446563
0.1846381074593796,0.271582,0.164486
0.22156572895125554,0.206625,0.347425
0.2584933504431315,0.14065,0.18345699999999998
0.2954209719350074,0.120734,0.282377
0.3323485934268833,0.0722457,0.164681
0.3692762149187592,0.0292981,0.06314159999999999
0.4062038364106352,0.0,0.0
0.4431314579025111,0.0,0.020733900000000003
0.48005907939438697,0.0,0.0
0.516986700886263,0.0,0.0
0.5539143223781389,0.013204399999999998,0.0
0.5908419438700148,0.0,0.0
0.6277695653618907,0.00986715,0.0
0.6646971868537666,0.00845069,0.0
0.7016248083456426,0.0,0.00932376
0.7385524298375185,0.0063874,0.0353306
0.7754800513293943,0.00546341,0.0480322
0.8124076728212704,0.0,0.050143
0.8493352943131462,0.0,0.154113
0.8862629158050221,0.0,0.178821
0.923190537296898,0.00247662,0.18878
0.9601181587887739,0.00186909,0.2036
0.9970457802806499,0.0,0.217042
1.033973401772526,0.0,0.0655495
1.0709010232644018,0.0,0.11487
1.1078286447562777,0.0,0.13864300000000002
1.1447562662481536,0.0,0.0
1.1816838877400295,0.0,0.0
1.2186115092319054,0.00451137,0.0468759
1.2555391307237813,0.00397948,0.0745779
1.2924667522156572,0.00348061,0.054111
1.329394373707533,0.0,0.0368587
1.3663219951994092,0.00382652,0.0107163
1.4032496166912851,0.00237675,0.0102846
1.440177238183161,0.00197945,0.0
1.477104859675037,0.0,0.0
1.5140324811669128,0.0,0.000209217
1.5509601026587887,0.00133334,0.0
1.5878877241506646,0.0,0.0
1.6248153456425407,0.030405500000000002,0.0
1.6617429671344166,0.0,0.00357448
1.6986705886262925,0.0,0.0
1.7355982101181684,0.031633,0.0
1.7725258316100443,0.014669,0.014202600000000001
1.8094534531019202,0.045666000000000005,0.0
1.846381074593796,0.0393093,0.0
1.883308696085672,0.025418,0.0
1.9202363175775479,0.0552432,0.0
1.957163939069424,0.0,0.020697999999999998
1.9940915605612999,0.0567281,0.0213682
2.0310191820531758,0.06926399999999999,0.021122400000000003
2.067946803545052,0.0676729,0.019671
2.1048744250369276,0.06666219999999999,0.0
2.1418020465288037,0.0612841,0.0
2.1787296680206794,0.0557068,0.00585729
2.2156572895125555,0.0258851,0.0
2.252584911004431,0.0,0.0
2.2895125324963073,0.0,0.0
2.326440153988183,0.0,0.0
2.363367775480059,0.0,0.000248757
2.400295396971935,0.0,0.0
2.437223018463811,0.0,0.0
2.474150639955687,0.0,0.0
2.5110782614475626,0.0,0.0
2.5480058829394387,0.0,0.0
2.5849335044313144,0.0,0.0
2.6218611259231905,0.0,0.0
2.658788747415066,0.0,0.00511229
2.6957163689069423,0.0,0.0
2.7326439903988184,2.74837e-05,0.00585669
2.769571611890694,0.0,0.0
2.8064992333825702,0.0,0.0
2.843426854874446,0.0,0.0
2.880354476366322,0.0,0.00266848
2.9172820978581977,0.0,0.0
2.954209719350074,0.0,0.0010068999999999998
2.99113734084195,0.0,0.000901265
3.0280649623338256,0.0,0.0
3.0649925838257017,0.0,0.0
3.1019202053175774,0.0,0.0
3.1388478268094535,0.0,0.000695515
3.175775448301329,0.0,0.00083014
3.2127030697932053,0.0,0.0
3.2496306912850814,0.000344884,0.0
3.286558312776957,0.0,0.0
3.323485934268833,0.0,0.0
3.360413555760709,0.0,0.00314345
3.397341177252585,0.0,0.0
3.4342687987444607,0.0,0.0
3.471196420236337,0.0,0.0
3.5081240417282125,0.0,0.000144807
3.5450516632200886,0.0,0.0
3.5819792847119647,0.0,0.0
3.6189069062038404,0.00047798599999999996,0.0
3.6558345276957165,0.0007330510000000001,0.0
3.692762149187592,0.0,0.0
3.7296897706794683,0.0008095210000000001,0.0
3.766617392171344,0.0,0.0
3.80354501366322,0.0,0.0
3.8404726351550957,0.00102067,0.0
3.877400256646972,0.000806159,0.0
3.914327878138848,0.0,0.0
3.9512554996307236,0.00290499,0.0
3.9881831211225998,0.0,0.00015264
4.025110742614475,0.0,0.0
4.0620383641063516,0.0,0.000398543
4.098965985598228,0.0,0.0
4.135893607090104,0.000417948,0.0164671
4.172821228581979,0.0,0.0
4.209748850073855,0.0,0.0
4.246676471565731,0.000729297,0.00040621
4.283604093057607,0.000822621,0.0
4.320531714549483,0.0,0.00450094
4.357459336041359,0.0,0.00170648
4.394386957533235,0.0,0.0014947
4.431314579025111,0.0,0.0
4.468242200516987,0.0,0.0
4.505169822008862,0.0,0.0
4.542097443500738,0.0,0.0
4.5790250649926145,0.0,0.0
4.615952686484491,0.0,0.0
4.652880307976366,0.0,0.0
4.689807929468242,0.000451275,0.0
4.726735550960118,0.0,0.0
4.763663172451994,0.00205688,0.0
4.80059079394387,0.00224729,0.0
4.837518415435746,0.0,0.0
4.874446036927622,0.0,0.0
4.911373658419498,0.0,0.0
4.948301279911374,0.0,0.0
4.985228901403249,0.00307388,0.0
5.022156522895125,0.0,0.0
5.059084144387001,0.0120696,0.0
5.0960117658788775,0.0,0.0
5.132939387370754,0.0,0.0
5.169867008862629,0.0,0.0
5.206794630354505,0.0,2.33713e-05
5.243722251846381,0.0,0.0
5.280649873338257,0.014989500000000001,0.0
5.317577494830132,0.0043473,0.0
5.3545051163220085,0.0142224,0.0
5.391432737813885,0.00434237,0.0
5.428360359305761,0.0141303,0.00341601
5.465287980797637,0.0122928,0.0
5.502215602289512,0.0,0.00528321
5.539143223781388,0.00988596,0.00489174
5.576070845273264,0.0,0.00200868
5.6129984667651405,0.0,0.00438651
5.649926088257017,0.0,0.0
5.686853709748892,0.0,0.0
5.723781331240768,0.0,0.0
5.760708952732644,0.0,0.0
5.79763657422452,0.0,0.000276834
5.834564195716395,0.0,0.0
5.8714918172082715,0.0,0.00023604099999999999
5.908419438700148,0.0,0.0
5.945347060192024,0.0,0.0
5.9822746816839,0.0,0.00023270700000000002
6.019202303175775,0.0,0.0
6.056129924667651,0.0,0.00047791699999999996
6.093057546159527,0.0,0.0
6.129985167651403,0.0,0.0
6.166912789143279,0.0,0.0167637
6.203840410635155,0.0,0.0
6.240768032127031,0.0,0.0
6.277695653618907,0.0,0.0
6.314623275110783,0.0,0.0
6.351550896602658,0.0,0.0157431
6.3884785180945345,0.0,0.0048284
6.425406139586411,0.0,0.020568700000000002
6.462333761078287,0.0,0.0278567
6.499261382570163,0.0,0.0
6.536189004062038,0.0,0.0268421
6.573116625553914,0.0,0.025358900000000004
6.61004424704579,0.0,0.022824599999999997
6.646971868537666,0.0,0.0
6.683899490029542,0.0,0.0
6.720827111521418,0.0,0.0
6.757754733013294,0.00124846,0.0
6.79468235450517,0.0013627000000000001,0.0
6.831609975997046,0.00264366,0.0
6.868537597488921,0.00250173,0.0
6.9054652189807975,0.004065,0.0
6.942392840472674,0.00894185,0.0
6.97932046196455,0.011605299999999999,0.0
7.016248083456425,0.05172080000000001,0.00011901799999999999
7.053175704948301,0.0723911,0.0
7.090103326440177,0.0886451,0.0757842
7.127030947932053,0.06348039999999999,0.0
7.163958569423929,0.06993730000000001,0.0
7.200886190915805,0.08601410000000001,0.0
7.237813812407681,0.0774115,0.00940904
7.274741433899557,0.08122489999999999,0.00819376
7.311669055391433,0.0909403,0.0108815
7.348596676883308,0.09870060000000001,0.042667500000000004
7.385524298375184,0.0973751,0.052226800000000004
7.42245191986706,0.0943461,0.0514779
7.4593795413589365,0.0441908,0.0506349
7.496307162850813,0.0793462,0.0477739
7.533234784342688,0.06933710000000001,0.0
7.570162405834564,0.0600903,0.0343445
7.60709002732644,0.0520196,0.0
7.644017648818316,0.0,0.029114599999999997
7.6809452703101915,0.012564,0.0
7.717872891802068,0.0,0.0
7.754800513293944,0.0,0.0033552
7.79172813478582,0.0,0.000551669
7.828655756277696,0.0,0.0
7.865583377769571,0.0191009,0.0
7.902510999261447,0.0,0.0
7.939438620753323,0.0101226,0.0
7.9763662422451995,0.0,0.0
8.013293863737076,0.0,0.0517698
8.05022148522895,0.0,0.11042300000000001
8.087149106720828,0.0,0.0
8.124076728212703,0.00398385,0.08683010000000001
8.161004349704578,0.0,0.10363
8.197931971196455,0.0,0.123849
8.23485959268833,0.0,0.129609
8.271787214180208,0.0,0.126685
8.308714835672083,0.0,0.07603660000000001
8.345642457163958,0.0,0.037822
8.382570078655835,0.0,0.0
8.41949770014771,0.0,0.0
8.456425321639585,0.0,0.0
8.493352943131462,0.0,0.0670094
8.530280564623338,0.0,0.0380903
8.567208186115215,0.00398708,0.0
8.60413580760709,0.0,0.012387299999999999
8.641063429098965,0.0,0.00249282
8.677991050590842,0.0,0.0
8.714918672082717,0.0,0.0
8.751846293574594,0.0,0.11287799999999999
8.78877391506647,0.0,0.261268
8.825701536558345,0.0,0.06211669999999999
8.862629158050222,0.0,0.0
8.899556779542097,0.0,0.030805700000000002
8.936484401033974,0.0269755,0.027516000000000002
8.97341202252585,0.08646260000000001,0.0362144
9.010339644017725,0.330203,0.0
9.047267265509602,0.384358,0.317612
9.084194887001477,0.36436199999999996,0.36440900000000004
9.121122508493352,0.42513999999999996,0.405254
9.158050129985229,0.44971700000000003,0.407789
9.194977751477104,0.464297,0.47166
9.231905372968981,0.46212700000000007,0.46487399999999995
9.268832994460857,0.359147,0.0
9.305760615952732,0.207925,0.27374499999999996
9.342688237444609,0.262789,0.358564
9.379615858936484,0.339022,0.10493699999999999
9.416543480428361,0.0958984,0.19501400000000002
9.453471101920236,0.207986,0.22070900000000002
9.490398723412111,0.164529,0.17014200000000002
9.527326344903988,0.0863828,0.126221
9.564253966395864,0.116337,0.0970561
9.60118158788774,0.08598910000000001,0.0738925
9.638109209379616,0.0,0.033239
9.675036830871491,0.0,0.0
9.711964452363368,0.0,0.0
9.748892073855243,0.0,0.0
9.78581969534712,0.0,0.0
9.822747316838996,0.0,0.0
9.85967493833087,0.0,0.0
9.896602559822748,0.0,0.0
9.933530181314623,0.0,0.0
9.970457802806498,0.00268021,0.033333999999999996
10.007385424298375,0.0,0.06538830000000001
10.04431304579025,0.00133611,0.140879
10.081240667282128,0.0,0.164435
